,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,cci,cci_lower,cci_upper,daily,daily_lower,daily_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,ma_10,ma_10_lower,ma_10_upper,ma_20,ma_20_lower,ma_20_upper,ma_50,ma_50_lower,ma_50_upper,momentum_10,momentum_10_lower,momentum_10_upper,momentum_5,momentum_5_lower,momentum_5_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rsi,rsi_lower,rsi_upper,volatility_14,volatility_14_lower,volatility_14_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,williams_r,williams_r_lower,williams_r_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2025-08-11 12:00:00,51766.089301468746,120135.74790995348,120754.7128617298,51766.089301468746,51766.089301468746,1.266006688783076e-05,1.266006688783076e-05,1.266006688783076e-05,-0.00014370099999464587,-0.00014370099999464587,-0.00014370099999464587,-0.004002141073938731,-0.004002141073938731,-0.004002141073938731,-0.0027306405735787746,-0.0027306405735787746,-0.0027306405735787746,-0.001039179999313973,-0.001039179999313973,-0.001039179999313973,-0.0008362296022445012,-0.0008362296022445012,-0.0008362296022445012,0.0002586829850682051,0.0002586829850682051,0.0002586829850682051,0.00014955368519540128,0.00014955368519540128,0.00014955368519540128,1.3266793852223304,1.3266793852223304,1.3266793852223304,0.00026826773618277483,0.00026826773618277483,0.00026826773618277483,-4.694341659415483e-05,-4.694341659415483e-05,-4.694341659415483e-05,-6.734032638194148e-05,-6.734032638194148e-05,-6.734032638194148e-05,0.0037813399584880046,0.0037813399584880046,0.0037813399584880046,2.9028370840402532e-05,2.9028370840402532e-05,2.9028370840402532e-05,1.3270438873377757,1.3270438873377757,1.3270438873377757,0.0,0.0,0.0,120443.09283130556
1,2025-08-11 13:00:00,51755.274844018415,119908.64588322825,120535.46923617568,51755.274844018415,51755.274844018415,1.266006688783076e-05,1.266006688783076e-05,1.266006688783076e-05,-0.00018231172134527523,-0.00018231172134527523,-0.00018231172134527523,-0.0037885989434355205,-0.0037885989434355205,-0.0037885989434355205,-0.0027306405735787746,-0.0027306405735787746,-0.0027306405735787746,-0.001039179999313973,-0.001039179999313973,-0.001039179999313973,-0.0008362296022445012,-0.0008362296022445012,-0.0008362296022445012,0.0002586829850682051,0.0002586829850682051,0.0002586829850682051,0.00014955368519540128,0.00014955368519540128,0.00014955368519540128,1.3226856794869601,1.3226856794869601,1.3226856794869601,0.00026826773618277483,0.00026826773618277483,0.00026826773618277483,-4.694341659415483e-05,-4.694341659415483e-05,-4.694341659415483e-05,0.00014620180412126848,0.00014620180412126848,0.00014620180412126848,0.0033237056079344794,0.0033237056079344794,0.0033237056079344794,2.9028370840402532e-05,2.9028370840402532e-05,2.9028370840402532e-05,1.3233328845438064,1.3233328845438064,1.3233328845438064,0.0,0.0,0.0,120211.23571811328
2,2025-08-11 14:00:00,51744.46038656808,119659.23170744788,120275.94749405383,51744.46038656808,51744.46038656808,1.266006688783076e-05,1.266006688783076e-05,1.266006688783076e-05,-8.655377742342908e-05,-8.655377742342908e-05,-8.655377742342908e-05,-0.0038145880553826384,-0.0038145880553826384,-0.0038145880553826384,-0.0027306405735787746,-0.0027306405735787746,-0.0027306405735787746,-0.001039179999313973,-0.001039179999313973,-0.001039179999313973,-0.0008362296022445012,-0.0008362296022445012,-0.0008362296022445012,0.0002586829850682051,0.0002586829850682051,0.0002586829850682051,0.00014955368519540128,0.00014955368519540128,0.00014955368519540128,1.3185996145936705,1.3185996145936705,1.3185996145936705,0.00026826773618277483,0.00026826773618277483,0.00026826773618277483,-4.694341659415483e-05,-4.694341659415483e-05,-4.694341659415483e-05,0.0001202126921741511,0.0001202126921741511,0.0001202126921741511,0.0028741229949143373,0.0028741229949143373,0.0028741229949143373,2.9028370840402532e-05,2.9028370840402532e-05,2.9028370840402532e-05,1.319626633431562,1.319626633431562,1.319626633431562,0.0,0.0,0.0,119974.68590965419
3,2025-08-11 15:00:00,51733.64592911774,119423.93272104459,120037.11919648858,51733.64592911774,51733.64592911774,1.266006688783076e-05,1.266006688783076e-05,1.266006688783076e-05,2.4368578801761112e-05,2.4368578801761112e-05,2.4368578801761112e-05,-0.004002141073938731,-0.004002141073938731,-0.004002141073938731,-0.0027306405735787746,-0.0027306405735787746,-0.0027306405735787746,-0.001039179999313973,-0.001039179999313973,-0.001039179999313973,-0.0008362296022445012,-0.0008362296022445012,-0.0008362296022445012,0.0002586829850682051,0.0002586829850682051,0.0002586829850682051,0.00014955368519540128,0.00014955368519540128,0.00014955368519540128,1.314381963601554,1.314381963601554,1.314381963601554,0.00026826773618277483,0.00026826773618277483,0.00026826773618277483,-4.694341659415483e-05,-4.694341659415483e-05,-4.694341659415483e-05,-6.734032638194148e-05,-6.734032638194148e-05,-6.734032638194148e-05,0.0024344669383247197,0.0024344669383247197,0.0024344669383247197,2.9028370840402532e-05,2.9028370840402532e-05,2.9028370840402532e-05,1.315925269158366,1.315925269158366,1.315925269158366,0.0,0.0,0.0,119731.41704969906
4,2025-08-11 16:00:00,51722.8314716674,119202.07018584499,119796.35336268925,51722.8314716674,51722.8314716674,1.266006688783076e-05,1.266006688783076e-05,1.266006688783076e-05,3.835280372067359e-05,3.835280372067359e-05,3.835280372067359e-05,-0.003865798616132175,-0.003865798616132175,-0.003865798616132175,-0.0027306405735787746,-0.0027306405735787746,-0.0027306405735787746,-0.001039179999313973,-0.001039179999313973,-0.001039179999313973,-0.0008362296022445012,-0.0008362296022445012,-0.0008362296022445012,0.0002586829850682051,0.0002586829850682051,0.0002586829850682051,0.00014955368519540128,0.00014955368519540128,0.00014955368519540128,1.310407987609378,1.310407987609378,1.310407987609378,0.00026826773618277483,0.00026826773618277483,0.00026826773618277483,-4.694341659415483e-05,-4.694341659415483e-05,-4.694341659415483e-05,6.900213142461446e-05,6.900213142461446e-05,6.900213142461446e-05,0.0020065071135105268,0.0020065071135105268,0.0020065071135105268,2.9028370840402532e-05,2.9028370840402532e-05,2.9028370840402532e-05,1.312228926308279,1.312228926308279,1.312228926308279,0.0,0.0,0.0,119500.84297391407
5,2025-08-11 17:00:00,51712.01701421707,118979.46300309342,119570.16632153977,51712.01701421707,51712.01701421707,1.266006688783076e-05,1.266006688783076e-05,1.266006688783076e-05,-4.200038550169156e-05,-4.200038550169156e-05,-4.200038550169156e-05,-0.003634787948980607,-0.003634787948980607,-0.003634787948980607,-0.0027306405735787746,-0.0027306405735787746,-0.0027306405735787746,-0.001039179999313973,-0.001039179999313973,-0.001039179999313973,-0.0008362296022445012,-0.0008362296022445012,-0.0008362296022445012,0.0002586829850682051,0.0002586829850682051,0.0002586829850682051,0.0003340827026973183,0.0003340827026973183,0.0003340827026973183,1.3064528492460419,1.3064528492460419,1.3064528492460419,0.00026826773618277483,0.00026826773618277483,0.00026826773618277483,-4.694341659415483e-05,-4.694341659415483e-05,-4.694341659415483e-05,0.00011548378107426555,0.00011548378107426555,0.00011548378107426555,0.001591898696400678,0.001591898696400678,0.001591898696400678,2.9028370840402532e-05,2.9028370840402532e-05,2.9028370840402532e-05,1.3085377388841235,1.3085377388841235,1.3085377388841235,0.0,0.0,0.0,119271.32898270074
6,2025-08-11 18:00:00,51701.20255676673,118644.41119234076,119269.13821138395,51701.20255676673,51701.20255676673,1.266006688783076e-05,1.266006688783076e-05,1.266006688783076e-05,-0.00012148179999971846,-0.00012148179999971846,-0.00012148179999971846,-0.005076929758675075,-0.005076929758675075,-0.005076929758675075,-0.0027306405735787746,-0.0027306405735787746,-0.0027306405735787746,-0.001039179999313973,-0.001039179999313973,-0.001039179999313973,-0.0008362296022445012,-0.0008362296022445012,-0.0008362296022445012,0.0002586829850682051,0.0002586829850682051,0.0002586829850682051,-0.0010400015240778517,-0.0010400015240778517,-0.0010400015240778517,1.3008456026341058,1.3008456026341058,1.3008456026341058,0.00026826773618277483,0.00026826773618277483,0.00026826773618277483,-4.694341659415483e-05,-4.694341659415483e-05,-4.694341659415483e-05,4.7426198154966505e-05,4.7426198154966505e-05,4.7426198154966505e-05,0.0011921738892605098,0.0011921738892605098,0.0011921738892605098,2.9028370840402532e-05,2.9028370840402532e-05,2.9028370840402532e-05,1.30485184030352,1.30485184030352,1.30485184030352,0.0,0.0,0.0,118956.48455363193
7,2025-08-11 19:00:00,51690.38809931639,118165.69616851727,118768.96053418513,51690.38809931639,51690.38809931639,1.266006688783076e-05,1.266006688783076e-05,1.266006688783076e-05,-0.00013406079361184226,-0.00013406079361184226,-0.00013406079361184226,-0.009855762316814596,-0.009855762316814596,-0.009855762316814596,-0.0027306405735787746,-0.0027306405735787746,-0.0027306405735787746,-0.001039179999313973,-0.001039179999313973,-0.001039179999313973,-0.0008362296022445012,-0.0008362296022445012,-0.0008362296022445012,0.0002586829850682051,0.0002586829850682051,0.0002586829850682051,-0.005704067557680464,-0.005704067557680464,-0.005704067557680464,1.2919902746597982,1.2919902746597982,1.2919902746597982,0.00026826773618277483,0.00026826773618277483,0.00026826773618277483,-4.694341659415483e-05,-4.694341659415483e-05,-4.694341659415483e-05,-6.734032638194148e-05,-6.734032638194148e-05,-6.734032638194148e-05,0.0008087343767512849,0.0008087343767512849,0.0008087343767512849,2.9028370840402532e-05,2.9028370840402532e-05,2.9028370840402532e-05,1.3011713633934734,1.3011713633934734,1.3011713633934734,0.0,0.0,0.0,118473.86681702374
8,2025-08-11 20:00:00,51679.57364186606,117895.07373965076,118504.31638852488,51679.57364186606,51679.57364186606,1.266006688783076e-05,1.266006688783076e-05,1.266006688783076e-05,-0.00012716694887097532,-0.00012716694887097532,-0.00012716694887097532,-0.010893339021214386,-0.010893339021214386,-0.010893339021214386,-0.0027306405735787746,-0.0027306405735787746,-0.0027306405735787746,-0.001039179999313973,-0.001039179999313973,-0.001039179999313973,-0.0008362296022445012,-0.0008362296022445012,-0.0008362296022445012,0.0002586829850682051,0.0002586829850682051,0.0002586829850682051,-0.006848285762066079,-0.006848285762066079,-0.006848285762066079,1.2869187791694532,1.2869187791694532,1.2869187791694532,0.00026826773618277483,0.00026826773618277483,0.00026826773618277483,-4.694341659415483e-05,-4.694341659415483e-05,-4.694341659415483e-05,3.930117360388208e-05,3.930117360388208e-05,3.930117360388208e-05,0.00044284475466181743,0.00044284475466181743,0.00044284475466181743,2.9028370840402532e-05,2.9028370840402532e-05,2.9028370840402532e-05,1.2974964403848768,1.2974964403848768,1.2974964403848768,0.0,0.0,0.0,118186.98746105419
9,2025-08-11 21:00:00,51668.75918441572,119768.52924125621,120406.85120689585,51668.75918441572,51668.75918441572,1.266006688783076e-05,1.266006688783076e-05,1.266006688783076e-05,-0.00020992063638932475,-0.00020992063638932475,-0.00020992063638932475,0.03044393747080013,0.03044393747080013,0.03044393747080013,0.038261169756066145,0.038261169756066145,0.038261169756066145,-0.001039179999313973,-0.001039179999313973,-0.001039179999313973,-0.0008362296022445012,-0.0008362296022445012,-0.0008362296022445012,0.0002586829850682051,0.0002586829850682051,0.0002586829850682051,-0.006404709950352254,-0.006404709950352254,-0.006404709950352254,1.3241568467066285,1.3241568467066285,1.3241568467066285,0.00026826773618277483,0.00026826773618277483,0.00026826773618277483,-4.694341659415483e-05,-4.694341659415483e-05,-4.694341659415483e-05,-5.880847574034884e-05,-5.880847574034884e-05,-5.880847574034884e-05,9.562696423896243e-05,9.562696423896243e-05,9.562696423896243e-05,2.9028370840402532e-05,2.9028370840402532e-05,2.9028370840402532e-05,1.2938272029079787,1.2938272029079787,1.2938272029079787,0.0,0.0,0.0,120086.3004192958
