,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,ma_20,ma_20_lower,ma_20_upper,ma_50,ma_50_lower,ma_50_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rsi,rsi_lower,rsi_upper,volatility_14,volatility_14_lower,volatility_14_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2025-08-11 12:00:00,24093.605396875,119690.98232767322,120720.87889339073,24093.605396875,24093.605396875,7.593400000512908e-05,7.593400000512908e-05,7.593400000512908e-05,-0.0052064582568472784,-0.0052064582568472784,-0.0052064582568472784,-0.004980527506302641,-0.004980527506302641,-0.004980527506302641,-0.002284610750301919,-0.002284610750301919,-0.002284610750301919,3.98820234274789,3.98820234274789,3.98820234274789,0.0023667488154393342,0.0023667488154393342,0.0023667488154393342,-0.0003284915346508867,-0.0003284915346508867,-0.0003284915346508867,2.042271896883404e-05,2.042271896883404e-05,2.042271896883404e-05,-0.002914148983675334,-0.002914148983675334,-0.002914148983675334,3.9962470159884074,3.9962470159884074,3.9962470159884074,0.0,0.0,0.0,120183.77888593507
1,2025-08-11 13:00:00,24091.559091575367,119535.64923566983,120577.37946919382,24091.559091575367,24091.559091575367,-0.00019292487974091794,-0.00019292487974091794,-0.00019292487974091794,-0.005271220504872892,-0.005271220504872892,-0.005271220504872892,-0.004980527506302641,-0.004980527506302641,-0.004980527506302641,-0.002284610750301919,-0.002284610750301919,-0.002284610750301919,3.9835343800891274,3.9835343800891274,3.9835343800891274,0.0023667488154393342,0.0023667488154393342,0.0023667488154393342,-0.0003284915346508867,-0.0003284915346508867,-0.0003284915346508867,-4.4339529056780675e-05,-4.4339529056780675e-05,-4.4339529056780675e-05,-0.003936228209273978,-0.003936228209273978,-0.003936228209273978,3.9929347536830155,3.9929347536830155,3.9929347536830155,0.0,0.0,0.0,120061.11300281461
2,2025-08-11 14:00:00,24089.512786275733,119459.27518841949,120477.74413822796,24089.512786275733,24089.512786275733,0.00016866031765309692,0.00016866031765309692,0.00016866031765309692,-0.005263338625498933,-0.005263338625498933,-0.005263338625498933,-0.004980527506302641,-0.004980527506302641,-0.004980527506302641,-0.002284610750301919,-0.002284610750301919,-0.002284610750301919,3.9796074195122397,3.9796074195122397,3.9796074195122397,0.0023667488154393342,0.0023667488154393342,0.0023667488154393342,-0.0003284915346508867,-0.0003284915346508867,-0.0003284915346508867,-3.645764968282088e-05,-3.645764968282088e-05,-3.645764968282088e-05,-0.004885964495633753,-0.004885964495633753,-0.004885964495633753,3.989588062315719,3.989588062315719,3.989588062315719,0.0,0.0,0.0,119956.3166029736
3,2025-08-11 15:00:00,24087.4664809761,119338.20745875951,120389.9547335802,24087.4664809761,24087.4664809761,0.0011589576757865695,0.0011589576757865695,0.0011589576757865695,-0.0052064582568472784,-0.0052064582568472784,-0.0052064582568472784,-0.004980527506302641,-0.004980527506302641,-0.004980527506302641,-0.002284610750301919,-0.002284610750301919,-0.002284610750301919,3.9764008053327413,3.9764008053327413,3.9764008053327413,0.0023667488154393342,0.0023667488154393342,0.0023667488154393342,-0.0003284915346508867,-0.0003284915346508867,-0.0003284915346508867,2.042271896883404e-05,2.042271896883404e-05,2.042271896883404e-05,-0.005758892205099345,-0.005758892205099345,-0.005758892205099345,3.9862071981189016,3.9862071981189016,3.9862071981189016,0.0,0.0,0.0,119868.88759435488
4,2025-08-11 16:00:00,24085.420175676463,119228.01814918572,120303.02933418873,24085.420175676463,24085.420175676463,0.0019649248343046976,0.0019649248343046976,0.0019649248343046976,-0.005247807680720135,-0.005247807680720135,-0.005247807680720135,-0.004980527506302641,-0.004980527506302641,-0.004980527506302641,-0.002284610750301919,-0.002284610750301919,-0.002284610750301919,3.9729583407414024,3.9729583407414024,3.9729583407414024,0.0023667488154393342,0.0023667488154393342,0.0023667488154393342,-0.0003284915346508867,-0.0003284915346508867,-0.0003284915346508867,-2.0926704904022542e-05,-2.0926704904022542e-05,-2.0926704904022542e-05,-0.006551194569580532,-0.006551194569580532,-0.006551194569580532,3.9827924181573984,3.9827924181573984,3.9827924181573984,0.0,0.0,0.0,119775.79115289153
5,2025-08-11 17:00:00,24083.373870376832,119149.18057528872,120207.3941407649,24083.373870376832,24083.373870376832,0.0017042693943306031,0.0017042693943306031,0.0017042693943306031,-0.0052619044592628825,-0.0052619044592628825,-0.0052619044592628825,-0.004980527506302641,-0.004980527506302641,-0.004980527506302641,-0.002284610750301919,-0.002284610750301919,-0.002284610750301919,3.9685266217326087,3.9685266217326087,3.9685266217326087,0.0023667488154393342,0.0023667488154393342,0.0023667488154393342,-0.0003284915346508867,-0.0003284915346508867,-0.0003284915346508867,-3.502348344677095e-05,-3.502348344677095e-05,-3.502348344677095e-05,-0.007259723512645354,-0.007259723512645354,-0.007259723512645354,3.9793439803101864,3.9793439803101864,3.9793439803101864,0.0,0.0,0.0,119658.88421610679
6,2025-08-11 18:00:00,24081.327565077198,118954.9401668089,120031.54191432879,24081.327565077198,24081.327565077198,0.00034166740007609024,0.00034166740007609024,0.00034166740007609024,-0.005241264213449764,-0.005241264213449764,-0.005241264213449764,-0.004980527506302641,-0.004980527506302641,-0.004980527506302641,-0.002284610750301919,-0.002284610750301919,-0.002284610750301919,3.9630805329093963,3.9630805329093963,3.9630805329093963,0.0023667488154393342,0.0023667488154393342,0.0023667488154393342,-0.0003284915346508867,-0.0003284915346508867,-0.0003284915346508867,-1.4383237633651512e-05,-1.4383237633651512e-05,-1.4383237633651512e-05,-0.007882013539008786,-0.007882013539008786,-0.007882013539008786,3.9758621432617787,3.9758621432617787,3.9758621432617787,0.0,0.0,0.0,119517.56804484907
7,2025-08-11 19:00:00,24079.281259777566,118844.92446354486,119872.80781761007,24079.281259777566,24079.281259777566,-0.0011690665042572107,-0.0011690665042572107,-0.0011690665042572107,-0.0052064582568472784,-0.0052064582568472784,-0.0052064582568472784,-0.004980527506302641,-0.004980527506302641,-0.004980527506302641,-0.002284610750301919,-0.002284610750301919,-0.002284610750301919,3.9575553520825126,3.9575553520825126,3.9575553520825126,0.0023667488154393342,0.0023667488154393342,0.0023667488154393342,-0.0003284915346508867,-0.0003284915346508867,-0.0003284915346508867,2.042271896883404e-05,2.042271896883404e-05,2.042271896883404e-05,-0.008416289644638416,-0.008416289644638416,-0.008416289644638416,3.9723471664882557,3.9723471664882557,3.9723471664882557,0.0,0.0,0.0,119374.36968371042
8,2025-08-11 20:00:00,24077.234954477935,118723.13742295142,119781.45225427167,24077.234954477935,24077.234954477935,-0.0017205912527503567,-0.0017205912527503567,-0.0017205912527503567,-0.005238800086797325,-0.005238800086797325,-0.005238800086797325,-0.004980527506302641,-0.004980527506302641,-0.004980527506302641,-0.002284610750301919,-0.002284610750301919,-0.002284610750301919,3.952978449645817,3.952978449645817,3.952978449645817,0.0023667488154393342,0.0023667488154393342,0.0023667488154393342,-0.0003284915346508867,-0.0003284915346508867,-0.0003284915346508867,-1.1919110981212646e-05,-1.1919110981212646e-05,-1.1919110981212646e-05,-0.008861469257881095,-0.008861469257881095,-0.008861469257881095,3.9687993102432455,3.9687993102432455,3.9687993102432455,0.0,0.0,0.0,119254.02585658821
9,2025-08-11 21:00:00,24075.188649178297,118620.2444324997,119719.3601388433,24075.188649178297,24075.188649178297,-0.0010840278408888611,-0.0010840278408888611,-0.0010840278408888611,-0.005209045764174596,-0.005209045764174596,-0.005209045764174596,-0.004980527506302641,-0.004980527506302641,-0.004980527506302641,-0.002284610750301919,-0.002284610750301919,-0.002284610750301919,3.949708603658679,3.949708603658679,3.949708603658679,0.0023667488154393342,0.0023667488154393342,0.0023667488154393342,-0.0003284915346508867,-0.0003284915346508867,-0.0003284915346508867,1.7835211641515244e-05,1.7835211641515244e-05,1.7835211641515244e-05,-0.009217158283658407,-0.009217158283658407,-0.009217158283658407,3.965218835547401,3.965218835547401,3.965218835547401,0.0,0.0,0.0,119165.16839154359
