,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,atr,atr_lower,atr_upper,daily,daily_lower,daily_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,ma_50,ma_50_lower,ma_50_upper,macd,macd_lower,macd_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rsi,rsi_lower,rsi_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2025-08-11 13:00:00,0.6395068242649437,0.6502486082676329,0.6515251539051697,0.6395068242649437,0.6395068242649437,4.745217144276014e-06,4.745217144276014e-06,4.745217144276014e-06,8.710479711846735e-05,8.710479711846735e-05,8.710479711846735e-05,0.0015522782954748302,0.0015522782954748302,0.0015522782954748302,0.001542869881205935,0.001542869881205935,0.001542869881205935,-7.959087106010132e-05,-7.959087106010132e-05,-7.959087106010132e-05,0.01782300738021133,0.01782300738021133,0.01782300738021133,8.425406818472051e-05,8.425406818472051e-05,8.425406818472051e-05,0.0,0.0,0.0,0.0007557901576918853,0.0007557901576918853,0.0007557901576918853,0.015427834129926148,0.015427834129926148,0.015427834129926148,0.0,0.0,0.0,0.6509047591135132
1,2025-08-11 14:00:00,0.6394872535398207,0.6504244053603573,0.6516728207963071,0.6394872535398207,0.6394872535398207,4.745217144276014e-06,4.745217144276014e-06,4.745217144276014e-06,0.00011151988358767085,0.00011151988358767085,0.00011151988358767085,0.0015848066387938546,0.0015848066387938546,0.0015848066387938546,0.001542869881205935,0.001542869881205935,0.001542869881205935,-4.706252774107691e-05,-4.706252774107691e-05,-4.706252774107691e-05,0.018058547989707498,0.018058547989707498,0.018058547989707498,8.425406818472051e-05,8.425406818472051e-05,8.425406818472051e-05,0.0,0.0,0.0,0.0007888313320646704,0.0007888313320646704,0.0007888313320646704,0.015573390135261302,0.015573390135261302,0.015573390135261302,0.0,0.0,0.0,0.6510354647966758
2,2025-08-11 15:00:00,0.639467682814698,0.6505126320650756,0.6518051873782186,0.639467682814698,0.639467682814698,4.745217144276014e-06,4.745217144276014e-06,4.745217144276014e-06,0.00018226789060438257,0.00018226789060438257,0.00018226789060438257,0.0015347848597308035,0.0015347848597308035,0.0015347848597308035,0.001542869881205935,0.001542869881205935,0.001542869881205935,-9.708430680412797e-05,-9.708430680412797e-05,-9.708430680412797e-05,0.01824329708420809,0.01824329708420809,0.01824329708420809,8.425406818472051e-05,8.425406818472051e-05,8.425406818472051e-05,0.0,0.0,0.0,0.0008079059390134691,0.0008079059390134691,0.0008079059390134691,0.015718338394859435,0.015718338394859435,0.015718338394859435,0.0,0.0,0.0,0.6511336817280368
3,2025-08-11 16:00:00,0.6394481120895752,0.650679414111149,0.6519499363584075,0.6394481120895752,0.6394481120895752,4.745217144276014e-06,4.745217144276014e-06,4.745217144276014e-06,0.00025461168762416786,0.00025461168762416786,0.00025461168762416786,0.0015991329573666689,0.0015991329573666689,0.0015991329573666689,0.001542869881205935,0.001542869881205935,0.001542869881205935,-3.2736209168262585e-05,-3.2736209168262585e-05,-3.2736209168262585e-05,0.01852916916823507,0.01852916916823507,0.01852916916823507,8.425406818472051e-05,8.425406818472051e-05,8.425406818472051e-05,0.0,0.0,0.0,0.0008127421647155788,0.0008127421647155788,0.0008127421647155788,0.015862682358528654,0.015862682358528654,0.015862682358528654,0.0,0.0,0.0,0.6512965543327914
4,2025-08-11 17:00:00,0.6394285413644524,0.6507442823352103,0.6520433363023274,0.6394285413644524,0.6394285413644524,4.745217144276014e-06,4.745217144276014e-06,4.745217144276014e-06,0.00023621624605292896,0.00023621624605292896,0.00023621624605292896,0.0016421011195222597,0.0016421011195222597,0.0016421011195222597,0.001542869881205935,0.001542869881205935,0.001542869881205935,1.023195298732825e-05,1.023195298732825e-05,1.023195298732825e-05,0.018687964534118057,0.018687964534118057,0.018687964534118057,8.425406818472051e-05,8.425406818472051e-05,8.425406818472051e-05,0.0,0.0,0.0,0.000803221616256486,0.000803221616256486,0.000803221616256486,0.01600642555228638,0.01600642555228638,0.01600642555228638,0.0,0.0,0.0,0.651378159267574
5,2025-08-11 18:00:00,0.6394089706393296,0.6507183157572978,0.6520382805029818,0.6394089706393296,0.6394089706393296,4.745217144276014e-06,4.745217144276014e-06,4.745217144276014e-06,7.62656100117018e-05,7.62656100117018e-05,7.62656100117018e-05,0.0016938348759803416,0.0016938348759803416,0.0016938348759803416,0.001542869881205935,0.001542869881205935,0.001542869881205935,6.19657094454101e-05,6.19657094454101e-05,6.19657094454101e-05,0.018699051633022386,0.018699051633022386,0.018699051633022386,8.425406818472051e-05,8.425406818472051e-05,8.425406818472051e-05,0.0,0.0,0.0,0.0007793795687994438,0.0007793795687994438,0.0007793795687994438,0.0161495715782309,0.0161495715782309,0.0161495715782309,0.0,0.0,0.0,0.6513653119959321
6,2025-08-11 19:00:00,0.6393893999142067,0.6506375425173351,0.6519523375215958,0.6393893999142067,0.6393893999142067,4.745217144276014e-06,4.745217144276014e-06,4.745217144276014e-06,-0.00016415427823290749,-0.00016415427823290749,-0.00016415427823290749,0.001745050848598409,0.001745050848598409,0.001745050848598409,0.001542869881205935,0.001542869881205935,0.001542869881205935,0.00011318168206347739,0.00011318168206347739,0.00011318168206347739,0.018614424185375584,0.018614424185375584,0.018614424185375584,8.425406818472051e-05,8.425406818472051e-05,8.425406818472051e-05,0.0,0.0,0.0,0.0007414035005438252,0.0007414035005438252,0.0007414035005438252,0.016292124114466254,0.016292124114466254,0.016292124114466254,0.0,0.0,0.0,0.6512912654238425
7,2025-08-11 20:00:00,0.639369829189084,0.6505647568159724,0.6518345836903457,0.639369829189084,0.639369829189084,4.745217144276014e-06,4.745217144276014e-06,4.745217144276014e-06,-0.0003384212390680858,-0.0003384212390680858,-0.0003384212390680858,0.0017026303501080878,0.0017026303501080878,0.0017026303501080878,0.001542869881205935,0.001542869881205935,0.001542869881205935,7.076118357315621e-05,7.076118357315621e-05,7.076118357315621e-05,0.018487925967594368,0.018487925967594368,0.018487925967594368,8.425406818472051e-05,8.425406818472051e-05,8.425406818472051e-05,0.0,0.0,0.0,0.0006896299416940873,0.0006896299416940873,0.0006896299416940873,0.01643408691486028,0.01643408691486028,0.01643408691486028,0.0,0.0,0.0,0.6511904512570452
8,2025-08-11 21:00:00,0.6393502584639612,0.6506057033428815,0.651894512509613,0.6393502584639612,0.6393502584639612,4.745217144276014e-06,4.745217144276014e-06,4.745217144276014e-06,-0.0003273594398209909,-0.0003273594398209909,-0.0003273594398209909,0.0017045668268366326,0.0017045668268366326,0.0017045668268366326,0.001542869881205935,0.001542869881205935,0.001542869881205935,7.269766030170104e-05,7.269766030170104e-05,7.269766030170104e-05,0.018577210879510034,0.018577210879510034,0.018577210879510034,8.425406818472051e-05,8.425406818472051e-05,8.425406818472051e-05,0.0,0.0,0.0,0.000624539683479402,0.000624539683479402,0.000624539683479402,0.016575463809014993,0.016575463809014993,0.016575463809014993,0.0,0.0,0.0,0.6512276030413156
9,2025-08-11 22:00:00,0.6393306877388384,0.6507537671650111,0.6520490807092508,0.6393306877388384,0.6393306877388384,4.745217144276014e-06,4.745217144276014e-06,4.745217144276014e-06,-0.00014213930359050736,-0.00014213930359050736,-0.00014213930359050736,0.0017153721241866355,0.0017153721241866355,0.0017153721241866355,0.001542869881205935,0.001542869881205935,0.001542869881205935,8.350295765170409e-05,8.350295765170409e-05,8.350295765170409e-05,0.01883624293511332,0.01883624293511332,0.01883624293511332,8.425406818472051e-05,8.425406818472051e-05,8.425406818472051e-05,0.0,0.0,0.0,0.0005467514124789763,0.0005467514124789763,0.0005467514124789763,0.016716258702038217,0.016716258702038217,0.016716258702038217,0.0,0.0,0.0,0.6513732758889601
