ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,day_cos,day_cos_lower,day_cos_upper,day_sin,day_sin_lower,day_sin_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,hour_cos,hour_cos_lower,hour_cos_upper,hour_sin,hour_sin_lower,hour_sin_upper,market_session,market_session_lower,market_session_upper,momentum_lag_10,momentum_lag_10_lower,momentum_lag_10_upper,momentum_lag_20,momentum_lag_20_lower,momentum_lag_20_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,return_regime,return_regime_lower,return_regime_upper,returns_lag_1,returns_lag_1_lower,returns_lag_1_upper,returns_lag_2,returns_lag_2_lower,returns_lag_2_upper,returns_lag_5,returns_lag_5_lower,returns_lag_5_upper,volatility_lag_20,volatility_lag_20_lower,volatility_lag_20_upper,volatility_lag_5,volatility_lag_5_lower,volatility_lag_5_upper,volatility_regime,volatility_regime_lower,volatility_regime_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2025-02-20 00:00:00,0.9064957879698275,0.8968896136168999,0.9083282017144748,0.9064957879698275,0.9064957879698275,-0.0034303784946767882,-0.0034303784946767882,-0.0034303784946767882,-0.00028445372913309623,-0.00028445372913309623,-0.00028445372913309623,-0.008274803115784891,-0.008274803115784891,-0.008274803115784891,-0.0026977230047153856,-0.0026977230047153856,-0.0026977230047153856,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,0.0004929253326319699,0.0004929253326319699,0.0004929253326319699,0.00277317672668292,0.00277317672668292,0.00277317672668292,-0.004329575115773358,-0.004329575115773358,-0.004329575115773358,-3.445092137056556e-05,-3.445092137056556e-05,-3.445092137056556e-05,0.0013000089283008844,0.0013000089283008844,0.0013000089283008844,0.0006189855395038373,0.0006189855395038373,0.0006189855395038373,0.00024014383784458414,0.00024014383784458414,0.00024014383784458414,-0.0032360516594095302,-0.0032360516594095302,-0.0032360516594095302,0.0002645169793131156,0.0002645169793131156,0.0002645169793131156,0.001113943358673869,0.001113943358673869,0.001113943358673869,0.0039452280000115345,0.0039452280000115345,0.0039452280000115345,0.0,0.0,0.0,0.90257104636368
2025-02-21 00:00:00,0.9058163388855802,0.8954417248683287,0.9042133753773473,0.9058163388855802,0.9058163388855802,-0.0034303784946767882,-0.0034303784946767882,-0.0034303784946767882,0.0015580788700445371,0.0015580788700445371,0.0015580788700445371,-0.007666370119909165,-0.007666370119909165,-0.007666370119909165,-0.0026977230047153856,-0.0026977230047153856,-0.0026977230047153856,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,0.0007905869385944617,0.0007905869385944617,0.0007905869385944617,0.002999222284548456,0.002999222284548456,0.002999222284548456,-0.005552658708744225,-0.005552658708744225,-0.005552658708744225,-3.445092137056556e-05,-3.445092137056556e-05,-3.445092137056556e-05,0.0006165659770436544,0.0006165659770436544,0.0006165659770436544,0.0013281124051221084,0.0013281124051221084,0.0013281124051221084,-0.0014643225873299825,-0.0014643225873299825,-0.0014643225873299825,-0.003223645673520134,-0.003223645673520134,-0.003223645673520134,0.00017308673710730908,0.00017308673710730908,0.00017308673710730908,0.001113943358673869,0.001113943358673869,0.001113943358673869,0.0021137114111649405,0.0021137114111649405,0.0021137114111649405,0.0,0.0,0.0,0.9007866499029444
2025-02-24 00:00:00,0.9037779916328378,0.8946002843022245,0.9050526789548369,0.9037779916328378,0.9037779916328378,0.0028031141232080004,0.0028031141232080004,0.0028031141232080004,0.0006368125704557207,0.0006368125704557207,0.0006368125704557207,-0.002258457311821639,-0.002258457311821639,-0.002258457311821639,-0.0026977230047153856,-0.0026977230047153856,-0.0026977230047153856,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,0.00016180347190455026,0.00016180347190455026,0.00016180347190455026,0.0017232308759652724,0.0017232308759652724,0.0017232308759652724,-0.004997661238531385,-0.004997661238531385,-0.004997661238531385,0.0019464770574369541,0.0019464770574369541,0.0019464770574369541,-0.0020238984784540235,-0.0020238984784540235,-0.0020238984784540235,0.0006425491494731457,0.0006425491494731457,0.0006425491494731457,-0.0003842704064138754,-0.0003842704064138754,-0.0003842704064138754,-0.0028117143772007237,-0.0028117143772007237,-0.0028117143772007237,0.0020266643572755634,0.0020266643572755634,0.0020266643572755634,0.001113943358673869,0.001113943358673869,0.001113943358673869,-0.002739203926709748,-0.002739203926709748,-0.002739203926709748,0.0,0.0,0.0,0.8992612153958166
2025-02-25 00:00:00,0.9030985425485903,0.8912533774629265,0.9011342146038214,0.9030985425485903,0.9030985425485903,0.0015684944614659134,0.0015684944614659134,0.0015684944614659134,-0.0010232519394986533,-0.0010232519394986533,-0.0010232519394986533,-0.006477528906759086,-0.006477528906759086,-0.006477528906759086,-0.0026977230047153856,-0.0026977230047153856,-0.0026977230047153856,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.00015883080828821768,-0.00015883080828821768,-0.00015883080828821768,0.0018961900063024007,0.0018961900063024007,0.0018961900063024007,-0.007884008128455609,-0.007884008128455609,-0.007884008128455609,-3.445092137056556e-05,-3.445092137056556e-05,-3.445092137056556e-05,0.0004154609610746259,0.0004154609610746259,0.0004154609610746259,-0.002006107048101772,-0.002006107048101772,-0.002006107048101772,0.00031975401147765477,0.00031975401147765477,0.00031975401147765477,-0.0028046913907299386,-0.0028046913907299386,-0.0028046913907299386,0.0023291294163816883,0.0023291294163816883,0.0023291294163816883,0.001113943358673869,0.001113943358673869,0.001113943358673869,-0.0014064792216965222,-0.0014064792216965222,-0.0014064792216965222,0.0,0.0,0.0,0.8959785062983409
2025-02-26 00:00:00,0.9024190934643428,0.8907383585825096,0.9017404884211763,0.9024190934643428,0.9024190934643428,-0.0012056707368171158,-0.0012056707368171158,-0.0012056707368171158,-0.0014332540143126157,-0.0014332540143126157,-0.0014332540143126157,-0.0072593307924076565,-0.0072593307924076565,-0.0072593307924076565,-0.0026977230047153856,-0.0026977230047153856,-0.0026977230047153856,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.00026545493546728955,-0.00026545493546728955,-0.00026545493546728955,0.0021729164535960305,0.0021729164535960305,0.0021729164535960305,-0.006867437502806927,-0.006867437502806927,-0.006867437502806927,-3.445092137056556e-05,-3.445092137056556e-05,-3.445092137056556e-05,-0.00013331133486204285,-0.00013331133486204285,-0.00013331133486204285,0.000440820227956808,0.000440820227956808,0.000440820227956808,0.000645319992968205,0.000645319992968205,0.000645319992968205,-0.0028637544823507267,-0.0028637544823507267,-0.0028637544823507267,0.0023967346137238783,0.0023967346137238783,0.0023967346137238783,0.001113943358673869,0.001113943358673869,0.001113943358673869,0.00039189328960073026,0.00039189328960073026,0.00039189328960073026,0.0,0.0,0.0,0.8962217867386367
2025-02-27 00:00:00,0.9017396442259834,0.8926352617651547,0.90200424931361,0.9017396442259834,0.9017396442259834,-0.0034303784946767882,-0.0034303784946767882,-0.0034303784946767882,-0.00028445372913309623,-0.00028445372913309623,-0.00028445372913309623,-0.009242987004074957,-0.009242987004074957,-0.009242987004074957,-0.0026977230047153856,-0.0026977230047153856,-0.0026977230047153856,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.0006682331841378374,-0.0006682331841378374,-0.0006682331841378374,0.0013320275466248972,0.0013320275466248972,0.0013320275466248972,-0.005297759004076976,-0.005297759004076976,-0.005297759004076976,0.0019464770574369541,0.0019464770574369541,0.0019464770574369541,-0.0014716817519545985,-0.0014716817519545985,-0.0014716817519545985,-0.0001096545719079435,-0.0001096545719079435,-0.0001096545719079435,0.0003305722587886346,0.0003305722587886346,0.0003305722587886346,-0.0026495222784060626,-0.0026495222784060626,-0.0026495222784060626,0.002741085798763107,0.002741085798763107,0.002741085798763107,0.001113943358673869,0.001113943358673869,0.001113943358673869,0.003945227999997981,0.003945227999997981,0.003945227999997981,0.0,0.0,0.0,0.8969624449064519
2025-02-28 00:00:00,0.901060194987624,0.8897763893096232,0.8990808447439737,0.901060194987624,0.901060194987624,-0.0034303784946767882,-0.0034303784946767882,-0.0034303784946767882,0.0015580788700445371,0.0015580788700445371,0.0015580788700445371,-0.009882605060209229,-0.009882605060209229,-0.009882605060209229,-0.0026977230047153856,-0.0026977230047153856,-0.0026977230047153856,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.0005753167453538097,-0.0005753167453538097,-0.0005753167453538097,0.001296259887229362,0.001296259887229362,0.001296259887229362,-0.00776889364904587,-0.00776889364904587,-0.00776889364904587,-3.445092137056556e-05,-3.445092137056556e-05,-3.445092137056556e-05,0.0009579983527008398,0.0009579983527008398,0.0009579983527008398,-0.0014521771317183465,-0.0014521771317183465,-0.0014521771317183465,-0.0008854476050796973,-0.0008854476050796973,-0.0008854476050796973,-0.0026615635721757127,-0.0026615635721757127,-0.0026615635721757127,0.002395911119459729,0.002395911119459729,0.002395911119459729,0.0010416501948773142,0.0010416501948773142,0.0010416501948773142,0.0021137114111633585,0.0021137114111633585,0.0021137114111633585,0.0,0.0,0.0,0.8940599541613766
2025-03-03 00:00:00,0.8990218472725462,0.8922958138393359,0.9028552311358533,0.8990218472725462,0.8990218472725462,0.0028031141232080004,0.0028031141232080004,0.0028031141232080004,0.0006368125704557207,0.0006368125704557207,0.0006368125704557207,0.0005331655949334158,0.0005331655949334158,0.0005331655949334158,-0.0026977230047153856,-0.0026977230047153856,-0.0026977230047153856,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,0.000386874336397648,0.000386874336397648,0.000386874336397648,0.0017269288202888412,0.0017269288202888412,0.0017269288202888412,-0.002206038331795179,-0.002206038331795179,-0.002206038331795179,-0.0020153789001780852,-0.0020153789001780852,-0.0020153789001780852,0.0022881729034726597,0.0022881729034726597,0.0022881729034726597,0.000985040780426262,0.000985040780426262,0.000985040780426262,0.00023795685030141668,0.00023795685030141668,0.00023795685030141668,-0.002394084576911236,-0.002394084576911236,-0.002394084576911236,0.0019171432135891996,0.0019171432135891996,0.0019171432135891996,0.0020537544880290808,0.0020537544880290808,0.0020537544880290808,-0.002739203926728595,-0.002739203926728595,-0.002739203926728595,0.0,0.0,0.0,0.8970385706163416
2025-03-04 00:00:00,0.8981369352404881,0.8897937168721195,0.8994333767015491,0.8981369352404881,0.8981369352404881,0.0015684944614659134,0.0015684944614659134,0.0015684944614659134,-0.0010232519394986533,-0.0010232519394986533,-0.0010232519394986533,-0.0020330881487525846,-0.0020330881487525846,-0.0020330881487525846,-0.0026977230047153856,-0.0026977230047153856,-0.0026977230047153856,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,0.0007591633078657177,0.0007591633078657177,0.0007591633078657177,0.0012007079793887531,0.0012007079793887531,0.0012007079793887531,-0.0034395673704547955,-0.0034395673704547955,-0.0034395673704547955,-3.445092137056556e-05,-3.445092137056556e-05,-3.445092137056556e-05,0.0012191186192592204,0.0012191186192592204,0.0012191186192592204,0.0023193420471684266,0.0023193420471684266,0.0023193420471684266,-1.477066178843757e-05,-1.477066178843757e-05,-1.477066178843757e-05,-0.0027135197390652332,-0.0027135197390652332,-0.0027135197390652332,0.0017375975170910512,0.0017375975170910512,0.0017375975170910512,0.0010416501948773142,0.0010416501948773142,0.0010416501948773142,-0.00140647922170221,-0.00140647922170221,-0.00140647922170221,0.0,0.0,0.0,0.8950477327438346
2025-03-05 00:00:00,0.8972520232084299,0.8847213622115419,0.8935916963928272,0.8972520232084299,0.8972520232084299,-0.0012056707368171158,-0.0012056707368171158,-0.0012056707368171158,-0.0014332540143126157,-0.0014332540143126157,-0.0014332540143126157,-0.009363937756797553,-0.009363937756797553,-0.009363937756797553,-0.0026977230047153856,-0.0026977230047153856,-0.0026977230047153856,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,-0.002697723004715353,0.000338617774749219,0.000338617774749219,0.000338617774749219,0.0008009452269295256,0.0008009452269295256,0.0008009452269295256,-0.008972044467210321,-0.008972044467210321,-0.008972044467210321,0.0019464770574369541,0.0019464770574369541,0.0019464770574369541,-0.0018409889893721098,-0.0018409889893721098,-0.0018409889893721098,0.001246971143053284,0.001246971143053284,0.001246971143053284,-0.0006311338205538304,-0.0006311338205538304,-0.0006311338205538304,-0.0025041871473688733,-0.0025041871473688733,-0.0025041871473688733,0.0003191660945577945,0.0003191660945577945,0.0003191660945577945,0.0016922886690463068,0.0016922886690463068,0.0016922886690463068,0.00039189328958723194,0.00039189328958723194,0.00039189328958723194,0.0,0.0,0.0,0.8892018381579094
