,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,adx,adx_lower,adx_upper,cci,cci_lower,cci_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,ma_20,ma_20_lower,ma_20_upper,ma_50,ma_50_lower,ma_50_upper,momentum_10,momentum_10_lower,momentum_10_upper,rsi,rsi_lower,rsi_upper,volatility_14,volatility_14_lower,volatility_14_upper,volume,volume_lower,volume_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2025-08-11 12:00:00,126552.09568531251,119872.05509821103,120892.31603446262,126552.09568531251,126552.09568531251,-6165.118334678244,-6165.118334678244,-6165.118334678244,10.498652639752535,10.498652639752535,10.498652639752535,4.2851309804744275,4.2851309804744275,4.2851309804744275,-280.44237910385186,-280.44237910385186,-280.44237910385186,-252.50207352866778,-252.50207352866778,-252.50207352866778,-88.44052815912357,-88.44052815912357,-88.44052815912357,22.614248791227695,22.614248791227695,22.614248791227695,34.654408867572016,34.654408867572016,34.654408867572016,-7.932237189602764,-7.932237189602764,-7.932237189602764,-3.6199815054843953,-3.6199815054843953,-3.6199815054843953,-5884.675955574393,-5884.675955574393,-5884.675955574393,0.0,0.0,0.0,120386.97735063426
1,2025-08-11 13:00:00,126528.16521901269,119736.8888395567,120733.42258327529,126528.16521901269,126528.16521901269,-6288.27103827403,-6288.27103827403,-6288.27103827403,10.498652639752535,10.498652639752535,10.498652639752535,4.2851309804744275,4.2851309804744275,4.2851309804744275,-268.9630976005377,-268.9630976005377,-268.9630976005377,-252.50207352866778,-252.50207352866778,-252.50207352866778,-88.44052815912357,-88.44052815912357,-88.44052815912357,22.614248791227695,22.614248791227695,22.614248791227695,34.654408867572016,34.654408867572016,34.654408867572016,-7.932237189602764,-7.932237189602764,-7.932237189602764,7.859299997829703,7.859299997829703,7.859299997829703,-6019.307940673492,-6019.307940673492,-6019.307940673492,0.0,0.0,0.0,120239.89418073866
2,2025-08-11 14:00:00,126504.23475271289,119573.00876816786,120640.30230232226,126504.23475271289,126504.23475271289,-6423.166938421547,-6423.166938421547,-6423.166938421547,10.498652639752535,10.498652639752535,10.498652639752535,4.2851309804744275,4.2851309804744275,4.2851309804744275,-270.3601817794727,-270.3601817794727,-270.3601817794727,-252.50207352866778,-252.50207352866778,-252.50207352866778,-88.44052815912357,-88.44052815912357,-88.44052815912357,22.614248791227695,22.614248791227695,22.614248791227695,34.654408867572016,34.654408867572016,34.654408867572016,-7.932237189602764,-7.932237189602764,-7.932237189602764,6.4622158188947205,6.4622158188947205,6.4622158188947205,-6152.806756642074,-6152.806756642074,-6152.806756642074,0.0,0.0,0.0,120081.06781429134
3,2025-08-11 15:00:00,126480.30428641304,119396.0317289717,120445.78495266591,126480.30428641304,126480.30428641304,-6565.614326091545,-6565.614326091545,-6565.614326091545,10.498652639752535,10.498652639752535,10.498652639752535,4.2851309804744275,4.2851309804744275,4.2851309804744275,-280.44237910385186,-280.44237910385186,-280.44237910385186,-252.50207352866778,-252.50207352866778,-252.50207352866778,-88.44052815912357,-88.44052815912357,-88.44052815912357,22.614248791227695,22.614248791227695,22.614248791227695,34.654408867572016,34.654408867572016,34.654408867572016,-7.932237189602764,-7.932237189602764,-7.932237189602764,-3.6199815054843953,-3.6199815054843953,-3.6199815054843953,-6285.171946987693,-6285.171946987693,-6285.171946987693,0.0,0.0,0.0,119914.6899603215
4,2025-08-11 16:00:00,126456.37382011324,119216.77624198994,120314.0559760918,126456.37382011324,126456.37382011324,-6689.5161872252565,-6689.5161872252565,-6689.5161872252565,10.498652639752535,10.498652639752535,10.498652639752535,4.2851309804744275,4.2851309804744275,4.2851309804744275,-273.11308323925124,-273.11308323925124,-273.11308323925124,-252.50207352866778,-252.50207352866778,-252.50207352866778,-88.44052815912357,-88.44052815912357,-88.44052815912357,22.614248791227695,22.614248791227695,22.614248791227695,34.654408867572016,34.654408867572016,34.654408867572016,-7.932237189602764,-7.932237189602764,-7.932237189602764,3.7093143591162154,3.7093143591162154,3.7093143591162154,-6416.4031039860065,-6416.4031039860065,-6416.4031039860065,0.0,0.0,0.0,119766.85763288799
5,2025-08-11 17:00:00,126432.44335381342,119089.66853881466,120156.98014304119,126432.44335381342,126432.44335381342,-6817.11426016364,-6817.11426016364,-6817.11426016364,10.498652639752535,10.498652639752535,10.498652639752535,4.2851309804744275,4.2851309804744275,4.2851309804744275,-270.61439157681724,-270.61439157681724,-270.61439157681724,-252.50207352866778,-252.50207352866778,-252.50207352866778,-88.44052815912357,-88.44052815912357,-88.44052815912357,22.614248791227695,22.614248791227695,22.614248791227695,34.654408867572016,34.654408867572016,34.654408867572016,-7.932237189602764,-7.932237189602764,-7.932237189602764,6.208006021550225,6.208006021550225,6.208006021550225,-6546.499868586823,-6546.499868586823,-6546.499868586823,0.0,0.0,0.0,119615.32909364978
6,2025-08-11 18:00:00,126408.51288751361,118954.46890283549,119971.33149301288,126408.51288751361,126408.51288751361,-6949.734860677099,-6949.734860677099,-6949.734860677099,10.498652639752535,10.498652639752535,10.498652639752535,4.2851309804744275,4.2851309804744275,4.2851309804744275,-274.2729302966697,-274.2729302966697,-274.2729302966697,-252.50207352866778,-252.50207352866778,-252.50207352866778,-88.44052815912357,-88.44052815912357,-88.44052815912357,22.614248791227695,22.614248791227695,22.614248791227695,34.654408867572016,34.654408867572016,34.654408867572016,-7.932237189602764,-7.932237189602764,-7.932237189602764,2.549467301697791,2.549467301697791,2.549467301697791,-6675.46193038043,-6675.46193038043,-6675.46193038043,0.0,0.0,0.0,119458.77802683652
7,2025-08-11 19:00:00,126384.5824212138,118775.16652432807,119783.54262624828,126384.5824212138,126384.5824212138,-7083.731406587928,-7083.731406587928,-7083.731406587928,10.498652639752535,10.498652639752535,10.498652639752535,4.2851309804744275,4.2851309804744275,4.2851309804744275,-280.44237910385186,-280.44237910385186,-280.44237910385186,-252.50207352866778,-252.50207352866778,-252.50207352866778,-88.44052815912357,-88.44052815912357,-88.44052815912357,22.614248791227695,22.614248791227695,22.614248791227695,34.654408867572016,34.654408867572016,34.654408867572016,-7.932237189602764,-7.932237189602764,-7.932237189602764,-3.6199815054843953,-3.6199815054843953,-3.6199815054843953,-6803.2890274840765,-6803.2890274840765,-6803.2890274840765,0.0,0.0,0.0,119300.85101462586
8,2025-08-11 20:00:00,126360.65195491399,118622.76240653008,119694.77599591287,126360.65195491399,126360.65195491399,-7204.69064975493,-7204.69064975493,-7204.69064975493,10.498652639752535,10.498652639752535,10.498652639752535,4.2851309804744275,4.2851309804744275,4.2851309804744275,-274.7097033298105,-274.7097033298105,-274.7097033298105,-252.50207352866778,-252.50207352866778,-252.50207352866778,-88.44052815912357,-88.44052815912357,-88.44052815912357,22.614248791227695,22.614248791227695,22.614248791227695,34.654408867572016,34.654408867572016,34.654408867572016,-7.932237189602764,-7.932237189602764,-7.932237189602764,2.112694268556987,2.112694268556987,2.112694268556987,-6929.98094642512,-6929.98094642512,-6929.98094642512,0.0,0.0,0.0,119155.96130515906
9,2025-08-11 21:00:00,126336.72148861414,118493.86159333667,119529.96988338324,126336.72148861414,126336.72148861414,-7335.521258605708,-7335.521258605708,-7335.521258605708,10.498652639752535,10.498652639752535,10.498652639752535,4.2851309804744275,4.2851309804744275,4.2851309804744275,-279.98373651642294,-279.98373651642294,-279.98373651642294,-252.50207352866778,-252.50207352866778,-252.50207352866778,-88.44052815912357,-88.44052815912357,-88.44052815912357,22.614248791227695,22.614248791227695,22.614248791227695,34.654408867572016,34.654408867572016,34.654408867572016,-7.932237189602764,-7.932237189602764,-7.932237189602764,-3.1613389180554914,-3.1613389180554914,-3.1613389180554914,-7055.537522089286,-7055.537522089286,-7055.537522089286,0.0,0.0,0.0,119001.20023000844
