ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,atr_14,atr_14_lower,atr_14_upper,bbands_lower,bbands_lower_lower,bbands_lower_upper,bbands_upper,bbands_upper_lower,bbands_upper_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,ma_20,ma_20_lower,ma_20_upper,ma_5,ma_5_lower,ma_5_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rsi_14,rsi_14_lower,rsi_14_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2025-08-11 12:00:00,1.345759953985214,1.3412900664022922,1.3425776794284596,1.345759953985214,1.345759953985214,0.00011203423577724459,0.00011203423577724459,0.00011203423577724459,-0.0002638877468931302,-0.0002638877468931302,-0.0002638877468931302,-0.0005724102828289318,-0.0005724102828289318,-0.0005724102828289318,-0.0026322749448018912,-0.0026322749448018912,-0.0026322749448018912,-0.0005023029493618633,-0.0005023029493618633,-0.0005023029493618633,-0.0021635486667532233,-0.0021635486667532233,-0.0021635486667532233,-0.002835940807725589,-0.002835940807725589,-0.002835940807725589,0.0007578404652580127,0.0007578404652580127,0.0007578404652580127,-0.00020366586292369724,-0.00020366586292369724,-0.00020366586292369724,0.0,0.0,0.0,1.3419434584143046
2025-08-11 13:00:00,1.3458062747763806,1.3414192597338077,1.3427862179907106,1.3458062747763806,1.3458062747763806,0.00011203423577724459,0.00011203423577724459,0.00011203423577724459,-0.0002638877468931302,-0.0002638877468931302,-0.0002638877468931302,-0.0005724102828289318,-0.0005724102828289318,-0.0005724102828289318,-0.0026322749448018912,-0.0026322749448018912,-0.0026322749448018912,-0.0005023029493618633,-0.0005023029493618633,-0.0005023029493618633,-0.0021635486667532233,-0.0021635486667532233,-0.0021635486667532233,-0.0028144523286939677,-0.0028144523286939677,-0.0028144523286939677,0.0007578404652580127,0.0007578404652580127,0.0007578404652580127,-0.0001821773838920765,-0.0001821773838920765,-0.0001821773838920765,0.0,0.0,0.0,1.3420185671723652
2025-08-11 14:00:00,1.3458525955675469,1.3413923861715615,1.3426479711283499,1.3458525955675469,1.3458525955675469,0.00011203423577724459,0.00011203423577724459,0.00011203423577724459,-0.0002638877468931302,-0.0002638877468931302,-0.0002638877468931302,-0.0005724102828289318,-0.0005724102828289318,-0.0005724102828289318,-0.0026322749448018912,-0.0026322749448018912,-0.0026322749448018912,-0.0005023029493618633,-0.0005023029493618633,-0.0005023029493618633,-0.0021635486667532233,-0.0021635486667532233,-0.0021635486667532233,-0.002792734624978185,-0.002792734624978185,-0.002792734624978185,0.0007578404652580127,0.0007578404652580127,0.0007578404652580127,-0.00016045968017629333,-0.00016045968017629333,-0.00016045968017629333,0.0,0.0,0.0,1.3420939864237886
2025-08-11 15:00:00,1.3458989163587132,1.3414275786328416,1.3427398502951124,1.3458989163587132,1.3458989163587132,0.00011203423577724459,0.00011203423577724459,0.00011203423577724459,-0.0002638877468931302,-0.0002638877468931302,-0.0002638877468931302,-0.0005724102828289318,-0.0005724102828289318,-0.0005724102828289318,-0.0026322749448018912,-0.0026322749448018912,-0.0026322749448018912,-0.0005023029493618633,-0.0005023029493618633,-0.0005023029493618633,-0.0021635486667532233,-0.0021635486667532233,-0.0021635486667532233,-0.002770822114519733,-0.002770822114519733,-0.002770822114519733,0.0007578404652580127,0.0007578404652580127,0.0007578404652580127,-0.00013854716971784155,-0.00013854716971784155,-0.00013854716971784155,0.0,0.0,0.0,1.3421696698773582
2025-08-11 16:00:00,1.3459452371498795,1.3415950902160239,1.342842837740519,1.3459452371498795,1.3459452371498795,0.00011203423577724459,0.00011203423577724459,0.00011203423577724459,-0.0002638877468931302,-0.0002638877468931302,-0.0002638877468931302,-0.0005724102828289318,-0.0005724102828289318,-0.0005724102828289318,-0.0026322749448018912,-0.0026322749448018912,-0.0026322749448018912,-0.0005023029493618633,-0.0005023029493618633,-0.0005023029493618633,-0.0021635486667532233,-0.0021635486667532233,-0.0021635486667532233,-0.0027487523101246284,-0.0027487523101246284,-0.0027487523101246284,0.0007578404652580127,0.0007578404652580127,0.0007578404652580127,-0.00011647736532273637,-0.00011647736532273637,-0.00011647736532273637,0.0,0.0,0.0,1.3422455670699625
2025-08-11 17:00:00,1.3459915579410457,1.3417313641252924,1.343143772123441,1.3459915579410457,1.3459915579410457,0.00011203423577724459,0.00011203423577724459,0.00011203423577724459,-0.0002638877468931302,-0.0002638877468931302,-0.0002638877468931302,-0.0005724102828289318,-0.0005724102828289318,-0.0005724102828289318,-0.0025876081436101337,-0.0025876081436101337,-0.0025876081436101337,-0.0005023029493618633,-0.0005023029493618633,-0.0005023029493618633,-0.0021188818655614654,-0.0021188818655614654,-0.0021188818655614654,-0.0026818997147218453,-0.0026818997147218453,-0.0026818997147218453,0.0007578404652580127,0.0007578404652580127,0.0007578404652580127,-9.429157111171217e-05,-9.429157111171217e-05,-9.429157111171217e-05,0.0,0.0,0.0,1.3423817435657857
2025-08-11 18:00:00,1.346037878732212,1.341953245119817,1.343248265110377,1.346037878732212,1.346037878732212,0.00011203423577724459,0.00011203423577724459,0.00011203423577724459,-0.0002638877468931302,-0.0002638877468931302,-0.0002638877468931302,-0.0005724102828289318,-0.0005724102828289318,-0.0005724102828289318,-0.002504483796689805,-0.002504483796689805,-0.002504483796689805,-0.0005023029493618633,-0.0005023029493618633,-0.0005023029493618633,-0.002035757518641137,-0.002035757518641137,-0.002035757518641137,-0.0025765193029382233,-0.0025765193029382233,-0.0025765193029382233,0.0007578404652580127,0.0007578404652580127,0.0007578404652580127,-7.203550624841835e-05,-7.203550624841835e-05,-7.203550624841835e-05,0.0,0.0,0.0,1.3425697861551724
2025-08-11 19:00:00,1.3460841995233783,1.3422297122849363,1.34358508418784,1.3460841995233783,1.3460841995233783,0.00011203423577724459,0.00011203423577724459,0.00011203423577724459,-0.0002638877468931302,-0.0002638877468931302,-0.0002638877468931302,-0.0005724102828289318,-0.0005724102828289318,-0.0005724102828289318,-0.0023862263284261105,-0.0023862263284261105,-0.0023862263284261105,-0.0005023029493618633,-0.0005023029493618633,-0.0005023029493618633,-0.0019175000503774424,-0.0019175000503774424,-0.0019175000503774424,-0.0024359861703317875,-0.0024359861703317875,-0.0024359861703317875,0.0007578404652580127,0.0007578404652580127,0.0007578404652580127,-4.9759841905677236e-05,-4.9759841905677236e-05,-4.9759841905677236e-05,0.0,0.0,0.0,1.3428051570292372
2025-08-11 20:00:00,1.3461305203145446,1.3424154872484084,1.3436039689938417,1.3461305203145446,1.3461305203145446,0.00011203423577724459,0.00011203423577724459,0.00011203423577724459,-0.0002638877468931302,-0.0002638877468931302,-0.0002638877468931302,-0.0005724102828289318,-0.0005724102828289318,-0.0005724102828289318,-0.0022969408065605743,-0.0022969408065605743,-0.0022969408065605743,-0.0005023029493618633,-0.0005023029493618633,-0.0005023029493618633,-0.0018282145285119062,-0.0018282145285119062,-0.0018282145285119062,-0.002324461445381258,-0.002324461445381258,-0.002324461445381258,0.0007578404652580127,0.0007578404652580127,0.0007578404652580127,-2.7520638820683832e-05,-2.7520638820683832e-05,-2.7520638820683832e-05,0.0,0.0,0.0,1.3430014918196225
2025-08-11 21:00:00,1.346176841105711,1.3424081171902367,1.3438747264366562,1.346176841105711,1.346176841105711,0.00011203423577724459,0.00011203423577724459,0.00011203423577724459,-0.0002638877468931302,-0.0002638877468931302,-0.0002638877468931302,-0.0005724102828289318,-0.0005724102828289318,-0.0005724102828289318,-0.0022543414676413913,-0.0022543414676413913,-0.0022543414676413913,-0.0005023029493618633,-0.0005023029493618633,-0.0005023029493618633,-0.001785615189592723,-0.001785615189592723,-0.001785615189592723,-0.002259721141799985,-0.002259721141799985,-0.002259721141799985,0.0007578404652580127,0.0007578404652580127,0.0007578404652580127,-5.379674158593754e-06,-5.379674158593754e-06,-5.379674158593754e-06,0.0,0.0,0.0,1.3431348568372627
