Datetime,asset,category,interval,source,open,high,low,close,volume,dividends,stock_splits,symbol,assetcode,name,price_change,price_change_abs,hl_range,oc_range,pips_change,pips_range,ma_21,ma_50,ma_183,volatility_20,volatility_annualized,atr,rsi,stoch_k,stoch_d,macd,macd_signal,macd_histogram,resistance_50,support_50,distance_to_resistance,distance_to_support,price_position,hour,day_of_week,day_of_month,month,trading_session,base_currency,quote_currency,is_usd_base,is_usd_quote,decimal_places,williams_r,cci,adx,momentum_5,momentum_10,momentum_20,momentum_50,resistance_level,support_level,price_position_enhanced,spread_proxy,spread_ma,spread_normalized,session_overlap,trend_strength,market_regime,data_quality_flag,processing_timestamp,silver_processing_timestamp
2025-08-11 13:00:00+01:00,EURUSD,forex,1h,yahoo_finance,1.1633317470550537,1.1633317470550537,1.1618449687957764,1.1623852252960205,0,0.0,0.0,EURUSD=X,EURUSD,EUR/USD,,,0.0014867782592773,0.0009465217590332,,14.867782592773438,,,,,,,,,,0.0,0.0,0.0,,,,,,13,0,11,8,London,EUR,USD,False,True,5,,,,,,,,,,,0.0014867782592773438,,,1,,sideways,1,2025-09-11 12:47:24.481018,2025-09-15T14:30:02.771852
2025-08-11 14:00:00+01:00,EURUSD,forex,1h,yahoo_finance,1.1623852252960205,1.163061261177063,1.1619800329208374,1.16225004196167,0,0.0,0.0,EURUSD=X,EURUSD,EUR/USD,-0.0001162982214576,-0.0001351833343505,0.0010812282562255,0.0001351833343505,-1.3518333435058594,10.81228256225586,,,,,,,,,,-3.032959424498216e-06,-1.6849774580545643e-06,-1.3479819664436516e-06,,,,,,14,0,11,8,London,EUR,USD,False,True,5,,,,,,,,,,,0.001081228256225586,,,1,,sideways,1,2025-09-11 12:47:24.481018,2025-09-15T14:30:02.771852
2025-08-11 15:00:00+01:00,EURUSD,forex,1h,yahoo_finance,1.1621150970458984,1.1621150970458984,1.1595547199249268,1.160092830657959,0,0.0,0.0,EURUSD=X,EURUSD,EUR/USD,-0.0018560647243083,-0.0021572113037109,0.0025603771209716,0.0020222663879394,-21.57211303710937,25.6037712097168,,,,,,,,,,-7.075958575675223e-05,-2.9994243154242127e-05,-4.07653426025101e-05,,,,,,15,0,11,8,London,EUR,USD,False,True,5,,,,,,,,,,,0.0025603771209716797,,,1,,sideways,1,2025-09-11 12:47:24.481018,2025-09-15T14:30:02.771852
2025-08-11 16:00:00+01:00,EURUSD,forex,1h,yahoo_finance,1.160092830657959,1.161035656929016,1.1594202518463137,1.161035656929016,0,0.0,0.0,EURUSD=X,EURUSD,EUR/USD,0.0008127162293747,0.0009428262710569,0.0016154050827021,0.0009428262710569,9.428262710569069,16.154050827021926,,,,,,,,,,-6.578846189131404e-05,-4.211965600555375e-05,-2.3668805885760296e-05,,,,,,16,0,11,8,NewYork,EUR,USD,False,True,5,,,,,,,,,,,0.0016154050827021926,,,1,,sideways,1,2025-09-11 12:47:24.481018,2025-09-15T14:30:02.771852
2025-08-11 17:00:00+01:00,EURUSD,forex,1h,yahoo_finance,1.161035656929016,1.161440134048462,1.1606314182281494,1.161035656929016,0,0.0,0.0,EURUSD=X,EURUSD,EUR/USD,0.0,0.0,0.0008087158203125,0.0,0.0,8.087158203125,,,,,,,,,,-6.170221481704985e-05,-4.794502452396644e-05,-1.3757190293083412e-05,,,,,,17,0,11,8,NewYork,EUR,USD,False,True,5,,,,,,,,,,,0.0008087158203125,,,1,,sideways,1,2025-09-11 12:47:24.481018,2025-09-15T14:30:02.771852
2025-08-11 18:00:00+01:00,EURUSD,forex,1h,yahoo_finance,1.161035656929016,1.1615750789642334,1.1602274179458618,1.1615750789642334,0,0.0,0.0,EURUSD=X,EURUSD,EUR/USD,0.0004646041936768,0.0005394220352175,0.0013476610183715,0.0005394220352175,5.394220352175072,13.47661018371582,,,,,,,,,,-3.5020027588261726e-05,-4.44416317384623e-05,9.421604150200574e-06,,,,,,18,0,11,8,NewYork,EUR,USD,False,True,5,,,,-0.0006969688827391796,,,,,,,0.001347661018371582,,,0,,sideways,1,2025-09-11 12:47:24.481018,2025-09-15T14:30:02.771852
2025-08-11 19:00:00+01:00,EURUSD,forex,1h,yahoo_finance,1.161440134048462,1.1617100238800049,1.161170482635498,1.1615750789642334,0,0.0,0.0,EURUSD=X,EURUSD,EUR/USD,0.0,0.0,0.0005395412445068,0.0001349449157714,0.0,5.395412445068359,,,,,,,,,,-1.7305273198209292e-05,-3.7574143324094966e-05,2.0268870125885677e-05,,,,,,19,0,11,8,NewYork,EUR,USD,False,True,5,,,,-0.000580738200101294,,,,,,,0.0005395412445068359,,,0,,sideways,1,2025-09-11 12:47:24.481018,2025-09-15T14:30:02.771852
2025-08-11 20:00:00+01:00,EURUSD,forex,1h,yahoo_finance,1.161440134048462,1.1615750789642334,1.1606314182281494,1.1607661247253418,0,0.0,0.0,EURUSD=X,EURUSD,EUR/USD,-0.0006964287143736,-0.0008089542388916,0.0009436607360839,0.0006740093231201,-8.089542388916016,9.436607360839844,,,,,,,,,,-4.36224494955173e-05,-3.902766503551051e-05,-4.59478446000679e-06,,,,,,20,0,11,8,NewYork,EUR,USD,False,True,5,,,,0.0005803794744605462,,,,,,,0.0009436607360839844,,,0,,sideways,1,2025-09-11 12:47:24.481018,2025-09-15T14:30:02.771852
2025-08-11 21:00:00+01:00,EURUSD,forex,1h,yahoo_finance,1.1607661247253418,1.16225004196167,1.1607661247253418,1.1619800329208374,0,0.0,0.0,EURUSD=X,EURUSD,EUR/USD,0.0010457818932154,0.0012139081954956,0.0014839172363281,0.0012139081954956,12.139081954956056,14.83917236328125,,,,,,,,,,-9.564607914569478e-07,-3.0233027982915945e-05,2.9276567191458997e-05,,,,,,21,0,11,8,Sydney,EUR,USD,False,True,5,,,,0.0008133910325540672,,,,,,,0.001483917236328125,,,0,,sideways,1,2025-09-11 12:47:24.481018,2025-09-15T14:30:02.771852
2025-08-11 22:00:00+01:00,EURUSD,forex,1h,yahoo_finance,1.16225004196167,1.16225004196167,1.161440134048462,1.1618449687957764,0,0.0,0.0,EURUSD=X,EURUSD,EUR/USD,-0.0001162361841291,-0.000135064125061,0.000809907913208,0.0004050731658935,-1.3506412506103516,8.099079132080078,,,,,,,,,,2.2366497807846383e-05,-1.844768080750341e-05,4.08141786153498e-05,,,,,,22,0,11,8,Sydney,EUR,USD,False,True,5,,,,0.0006970603029550215,,,,,,,0.0008099079132080078,,,0,,sideways,1,2025-09-11 12:47:24.481018,2025-09-15T14:30:02.771852
