Datetime,asset,category,interval,source,open,high,low,close,volume,dividends,stock_splits,symbol,assetcode,name,price_change,price_change_abs,hl_range,oc_range,pips_change,pips_range,ma_21,ma_50,ma_183,volatility_20,volatility_annualized,atr,rsi,stoch_k,stoch_d,macd,macd_signal,macd_histogram,resistance_50,support_50,distance_to_resistance,distance_to_support,price_position,hour,day_of_week,day_of_month,month,trading_session,base_currency,quote_currency,is_usd_base,is_usd_quote,decimal_places,williams_r,cci,adx,momentum_5,momentum_10,momentum_20,momentum_50,resistance_level,support_level,price_position_enhanced,spread_proxy,spread_ma,spread_normalized,session_overlap,trend_strength,market_regime,data_quality_flag,processing_timestamp,silver_processing_timestamp
2025-08-11 13:00:00+01:00,USDCAD,forex,1h,yahoo_finance,1.377959966659546,1.3795000314712524,1.377500057220459,1.378849983215332,0,0.0,0.0,USDCAD=X,USDCAD,USD/CAD,,,0.0019999742507934,0.0008900165557861,,19.99974250793457,,,,,,,,,,0.0,0.0,0.0,,,,,,13,0,11,8,London,USD,CAD,True,False,5,,,,,,,,,,,0.001999974250793457,,,1,,sideways,1,2025-09-11 12:47:24.780378,2025-09-15T14:25:03.628758
2025-08-11 14:00:00+01:00,USDCAD,forex,1h,yahoo_finance,1.3788800239562988,1.3790199756622314,1.3770999908447266,1.3779799938201904,0,0.0,0.0,USDCAD=X,USDCAD,USD/CAD,-0.0006309528996859,-0.0008699893951416,0.0019199848175048,0.0009000301361083,-8.699893951416016,19.199848175048828,,,,,,,,,,-1.9518992839806515e-05,-1.084388491100362e-05,-8.675107928802896e-06,,,,,,14,0,11,8,London,USD,CAD,True,False,5,,,,,,,,,,,0.0019199848175048828,,,1,,sideways,1,2025-09-11 12:47:24.780378,2025-09-15T14:25:03.628758
2025-08-11 15:00:00+01:00,USDCAD,forex,1h,yahoo_finance,1.3779499530792236,1.3794499635696411,1.377500057220459,1.3788000345230105,0,0.0,0.0,USDCAD=X,USDCAD,USD/CAD,0.0005951034895264,0.00082004070282,0.0019499063491821,0.0008500814437868,8.200407028200463,19.49906349182129,,,,,,,,,,5.583419846466597e-07,-6.170841101310881e-06,6.7291830859575405e-06,,,,,,15,0,11,8,London,USD,CAD,True,False,5,,,,,,,,,,,0.001949906349182129,,,1,,sideways,1,2025-09-11 12:47:24.780378,2025-09-15T14:25:03.628758
2025-08-11 16:00:00+01:00,USDCAD,forex,1h,yahoo_finance,1.3790899515151978,1.3795499801635742,1.3777999877929688,1.3783999681472778,0,0.0,0.0,USDCAD=X,USDCAD,USD/CAD,-0.0002901554726687,-0.0004000663757326,0.0017499923706054,0.0006899833679199,-4.000663757326439,17.499923706054688,,,,,,,,,,-4.7680202110989e-06,-5.6956307726482855e-06,9.276105615493856e-07,,,,,,16,0,11,8,NewYork,USD,CAD,True,False,5,,,,,,,,,,,0.0017499923706054688,,,1,,sideways,1,2025-09-11 12:47:24.780378,2025-09-15T14:25:03.628758
2025-08-11 17:00:00+01:00,USDCAD,forex,1h,yahoo_finance,1.378100037574768,1.3786799907684326,1.3775999546051023,1.3782000541687012,0,0.0,0.0,USDCAD=X,USDCAD,USD/CAD,-0.0001450333598348,-0.0001999139785766,0.0010800361633303,0.0001000165939331,-1.9991397857666016,10.800361633303002,,,,,,,,,,-1.55169442255243e-05,-8.617249481857e-06,-6.899694743667299e-06,,,,,,17,0,11,8,NewYork,USD,CAD,True,False,5,,,,,,,,,,,0.0010800361633303002,,,1,,sideways,1,2025-09-11 12:47:24.780378,2025-09-15T14:25:03.628758
2025-08-11 18:00:00+01:00,USDCAD,forex,1h,yahoo_finance,1.378350019454956,1.3786799907684326,1.3773000240325928,1.3779900074005127,0,0.0,0.0,USDCAD=X,USDCAD,USD/CAD,-0.0001524065882548,-0.0002100467681884,0.0013799667358398,0.0003600120544433,-2.1004676818847656,13.799667358398438,,,,,,,,,,-3.066856111400007e-05,-1.459438096337726e-05,-1.607418015062281e-05,,,,,,18,0,11,8,NewYork,USD,CAD,True,False,5,,,,-0.000623690630081386,,,,,,,0.0013799667358398438,,,0,,sideways,1,2025-09-11 12:47:24.780378,2025-09-15T14:25:03.628758
2025-08-11 19:00:00+01:00,USDCAD,forex,1h,yahoo_finance,1.3776999711990356,1.3783700466156006,1.3770999908447266,1.377810001373291,0,0.0,0.0,USDCAD=X,USDCAD,USD/CAD,-0.0001306294140414,-0.0001800060272216,0.001270055770874,0.0001100301742553,-1.8000602722167969,12.700557708740234,,,,,,,,,,-4.80117617063236e-05,-2.305142853482146e-05,-2.4960333171502135e-05,,,,,,19,0,11,8,NewYork,USD,CAD,True,False,5,,,,-0.00012336350865893575,,,,,,,0.0012700557708740234,,,0,,sideways,1,2025-09-11 12:47:24.780378,2025-09-15T14:25:03.628758
2025-08-11 20:00:00+01:00,USDCAD,forex,1h,yahoo_finance,1.3778200149536133,1.3787200450897217,1.3773000240325928,1.3781499862670898,0,0.0,0.0,USDCAD=X,USDCAD,USD/CAD,0.0002467574581836,0.0003399848937988,0.0014200210571289,0.0003299713134765,3.399848937988281,14.200210571289062,,,,,,,,,,-4.269932833511625e-05,-2.7773188335669932e-05,-1.4926139999446314e-05,,,,,,20,0,11,8,NewYork,USD,CAD,True,False,5,,,,-0.00047145941372528366,,,,,,,0.0014200210571289062,,,0,,sideways,1,2025-09-11 12:47:24.780378,2025-09-15T14:25:03.628758
2025-08-11 21:00:00+01:00,USDCAD,forex,1h,yahoo_finance,1.3781700134277344,1.3784799575805664,1.3769999742507937,1.3775999546051023,0,0.0,0.0,USDCAD=X,USDCAD,USD/CAD,-0.0003991087091161,-0.0005500316619875,0.0014799833297727,0.000570058822632,-5.500316619875267,14.799833297727272,,,,,,,,,,-6.565995250862322e-05,-3.652521881682843e-05,-2.9134733691794787e-05,,,,,,21,0,11,8,Sydney,USD,CAD,True,False,5,,,,-0.0005803928907882616,,,,,,,0.0014799833297727272,,,0,,sideways,1,2025-09-11 12:47:24.780378,2025-09-15T14:25:03.628758
2025-08-11 22:00:00+01:00,USDCAD,forex,1h,yahoo_finance,1.3777400255203247,1.378129959106445,1.377500057220459,1.3779200315475464,0,0.0,0.0,USDCAD=X,USDCAD,USD/CAD,0.0002323438973514,0.000320076942444,0.0006299018859861,0.0001800060272216,3.200769424440697,6.299018859861061,,,,,,,,,,-6.450537213886776e-05,-4.2794397406636527e-05,-2.171097473223123e-05,,,,,,22,0,11,8,Sydney,USD,CAD,True,False,5,,,,-0.0002031799522194122,,,,,,,0.0006299018859861061,,,0,,sideways,1,2025-09-11 12:47:24.780378,2025-09-15T14:25:03.628758
