,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,ma_20,ma_20_lower,ma_20_upper,rsi,rsi_lower,rsi_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2024-09-10 23:00:00,0.5958418653059006,0.6094217301831865,0.6178486876349698,0.5958418653059006,0.5958418653059006,0.01766088254302766,0.01766088254302766,0.01766088254302766,-0.00024495265539832485,-0.00024495265539832485,-0.00024495265539832485,4.0627451763926956e-05,4.0627451763926956e-05,4.0627451763926956e-05,-0.0002855801071622518,-0.0002855801071622518,-0.0002855801071622518,0.0,0.0,0.0,0.02083210997640759,0.02083210997640759,0.02083210997640759,-0.002926274777981607,-0.002926274777981607,-0.002926274777981607,0.0,0.0,0.0,0.6135027478489282
1,2024-09-11 23:00:00,0.5957877906000697,0.6092217021573576,0.6175252881164561,0.5957877906000697,0.5957877906000697,0.017453221053665764,0.017453221053665764,0.017453221053665764,-0.00024495265539832485,-0.00024495265539832485,-0.00024495265539832485,4.0627451763926956e-05,4.0627451763926956e-05,4.0627451763926956e-05,-0.0002855801071622518,-0.0002855801071622518,-0.0002855801071622518,0.0,0.0,0.0,0.019624848695147693,0.019624848695147693,0.019624848695147693,-0.0019266749860836056,-0.0019266749860836056,-0.0019266749860836056,0.0,0.0,0.0,0.6132410116537355
2,2024-09-12 23:00:00,0.5957337158942388,0.6120837497446281,0.6204676245910782,0.5957337158942388,0.5957337158942388,0.020345604247328713,0.020345604247328713,0.020345604247328713,-0.00024495265539832485,-0.00024495265539832485,-0.00024495265539832485,4.0627451763926956e-05,4.0627451763926956e-05,4.0627451763926956e-05,-0.0002855801071622518,-0.0002855801071622518,-0.0002855801071622518,0.0,0.0,0.0,0.02130365991112445,0.02130365991112445,0.02130365991112445,-0.0007131030083974097,-0.0007131030083974097,-0.0007131030083974097,0.0,0.0,0.0,0.6160793201415675
3,2024-09-15 23:00:00,0.5955714917767463,0.6147393747067773,0.6231453734233362,0.5955714917767463,0.5955714917767463,0.02329600094810794,0.02329600094810794,0.02329600094810794,-0.00024495265539832485,-0.00024495265539832485,-0.00024495265539832485,4.0627451763926956e-05,4.0627451763926956e-05,4.0627451763926956e-05,-0.0002855801071622518,-0.0002855801071622518,-0.0002855801071622518,0.0,0.0,0.0,0.019977988562702144,0.019977988562702144,0.019977988562702144,0.0035629650408041183,0.0035629650408041183,0.0035629650408041183,0.0,0.0,0.0,0.6188674927248542
4,2024-09-16 23:00:00,0.5955174170709154,0.6170422247371802,0.6251433278822778,0.5955174170709154,0.5955174170709154,0.02559501493212717,0.02559501493212717,0.02559501493212717,-0.00024495265539832485,-0.00024495265539832485,-0.00024495265539832485,4.0627451763926956e-05,4.0627451763926956e-05,4.0627451763926956e-05,-0.0002855801071622518,-0.0002855801071622518,-0.0002855801071622518,0.0,0.0,0.0,0.020836510791982364,0.020836510791982364,0.020836510791982364,0.005003456795543135,0.005003456795543135,0.005003456795543135,0.0,0.0,0.0,0.6211124320030426
5,2024-09-17 23:00:00,0.5954633423650846,0.6182519036032347,0.6264735452891254,0.5954633423650846,0.5954633423650846,0.02695376272281342,0.02695376272281342,0.02695376272281342,-0.00024495265539832485,-0.00024495265539832485,-0.00024495265539832485,4.0627451763926956e-05,4.0627451763926956e-05,4.0627451763926956e-05,-0.0002855801071622518,-0.0002855801071622518,-0.0002855801071622518,0.0,0.0,0.0,0.020832109976404264,0.020832109976404264,0.020832109976404264,0.006366605401807479,0.006366605401807479,0.006366605401807479,0.0,0.0,0.0,0.622417105087898
6,2024-09-18 23:00:00,0.5954092676592537,0.6182409258605528,0.6264723334575717,0.5954092676592537,0.5954092676592537,0.026991116131484544,0.026991116131484544,0.026991116131484544,-0.00024495265539832485,-0.00024495265539832485,-0.00024495265539832485,4.0627451763926956e-05,4.0627451763926956e-05,4.0627451763926956e-05,-0.0002855801071622518,-0.0002855801071622518,-0.0002855801071622518,0.0,0.0,0.0,0.019624848695158487,0.019624848695158487,0.019624848695158487,0.007611220091724383,0.007611220091724383,0.007611220091724383,0.0,0.0,0.0,0.6224003837907383
7,2024-09-19 23:00:00,0.5953551929534229,0.6209981625577801,0.6295015157764405,0.5953551929534229,0.5953551929534229,0.02976210383097524,0.02976210383097524,0.02976210383097524,-0.00024495265539832485,-0.00024495265539832485,-0.00024495265539832485,4.0627451763926956e-05,4.0627451763926956e-05,4.0627451763926956e-05,-0.0002855801071622518,-0.0002855801071622518,-0.0002855801071622518,0.0,0.0,0.0,0.021303659911041013,0.021303659911041013,0.021303659911041013,0.008703396575332558,0.008703396575332558,0.008703396575332558,0.0,0.0,0.0,0.6251172967843981
8,2024-09-22 23:00:00,0.5951929688359303,0.6220112235403156,0.6299503818352007,0.5951929688359303,0.5951929688359303,0.030573336890715667,0.030573336890715667,0.030573336890715667,-0.00024495265539832485,-0.00024495265539832485,-0.00024495265539832485,4.0627451763926956e-05,4.0627451763926956e-05,4.0627451763926956e-05,-0.0002855801071622518,-0.0002855801071622518,-0.0002855801071622518,0.0,0.0,0.0,0.019977988562558,0.019977988562558,0.019977988562558,0.010840300983555998,0.010840300983555998,0.010840300983555998,0.0,0.0,0.0,0.6257663057266459
9,2024-09-23 23:00:00,0.5951388941300995,0.6227558230721048,0.6308426825635433,0.5951388941300995,0.5951388941300995,0.03172705076498812,0.03172705076498812,0.03172705076498812,-0.00024495265539832485,-0.00024495265539832485,-0.00024495265539832485,4.0627451763926956e-05,4.0627451763926956e-05,4.0627451763926956e-05,-0.0002855801071622518,-0.0002855801071622518,-0.0002855801071622518,0.0,0.0,0.0,0.020836510792011473,0.020836510792011473,0.020836510792011473,0.01113549262837498,0.01113549262837498,0.01113549262837498,0.0,0.0,0.0,0.6268659448950876
10,2024-09-24 23:00:00,0.5950848194242686,0.6228266865626602,0.6308096180727579,0.5950848194242686,0.5950848194242686,0.03180856287246286,0.03180856287246286,0.03180856287246286,-0.00024495265539832485,-0.00024495265539832485,-0.00024495265539832485,4.0627451763926956e-05,4.0627451763926956e-05,4.0627451763926956e-05,-0.0002855801071622518,-0.0002855801071622518,-0.0002855801071622518,0.0,0.0,0.0,0.02083210997638287,0.02083210997638287,0.02083210997638287,0.011221405551478313,0.011221405551478313,0.011221405551478313,0.0,0.0,0.0,0.6268933822967314
11,2024-09-25 23:00:00,0.5950307447184376,0.6215035804908106,0.62966925475845,0.5950307447184376,0.5950307447184376,0.030487180058682388,0.030487180058682388,0.030487180058682388,-0.00024495265539832485,-0.00024495265539832485,-0.00024495265539832485,4.0627451763926956e-05,4.0627451763926956e-05,4.0627451763926956e-05,-0.0002855801071622518,-0.0002855801071622518,-0.0002855801071622518,0.0,0.0,0.0,0.019624848695171362,0.019624848695171362,0.019624848695171362,0.011107284018909355,0.011107284018909355,0.011107284018909355,0.0,0.0,0.0,0.62551792477712
12,2024-09-26 23:00:00,0.5949766700126068,0.6227574043952708,0.6310592945627559,0.5949766700126068,0.5949766700126068,0.03186656358515867,0.03186656358515867,0.03186656358515867,-0.00024495265539832485,-0.00024495265539832485,-0.00024495265539832485,4.0627451763926956e-05,4.0627451763926956e-05,4.0627451763926956e-05,-0.0002855801071622518,-0.0002855801071622518,-0.0002855801071622518,0.0,0.0,0.0,0.021303659911026403,0.021303659911026403,0.021303659911026403,0.010807856329530597,0.010807856329530597,0.010807856329530597,0.0,0.0,0.0,0.6268432335977655
