ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,ma_5,ma_5_lower,ma_5_upper,market_session,market_session_lower,market_session_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rsi_14,rsi_14_lower,rsi_14_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2025-08-11 12:00:00,0.5897811156020164,0.59261589656488,0.5934668568782956,0.5897811156020164,0.5897811156020164,0.006374872719210064,0.006374872719210064,0.006374872719210064,0.003337095216711436,0.003337095216711436,0.003337095216711436,6.940460224202966e-05,6.940460224202966e-05,6.940460224202966e-05,0.005408053264972677,0.005408053264972677,0.005408053264972677,0.0029683729002565975,0.0029683729002565975,0.0029683729002565975,-0.0009668194542373857,-0.0009668194542373857,-0.0009668194542373857,0.0,0.0,0.0,0.5929706832898671
2025-08-11 13:00:00,0.5898554101820054,0.5926867730899823,0.5935686354526536,0.5898554101820054,0.5898554101820054,0.006374872719210064,0.006374872719210064,0.006374872719210064,0.003337095216711436,0.003337095216711436,0.003337095216711436,6.940460224202966e-05,6.940460224202966e-05,6.940460224202966e-05,0.00548694678229342,0.00548694678229342,0.00548694678229342,0.0029683729002565975,0.0029683729002565975,0.0029683729002565975,-0.0008879259369166441,-0.0008879259369166441,-0.0008879259369166441,0.0,0.0,0.0,0.5930919154269219
2025-08-11 14:00:00,0.5899297047619942,0.5927320761197953,0.5936781895032953,0.5899297047619942,0.5899297047619942,0.006374872719210064,0.006374872719210064,0.006374872719210064,0.003337095216711436,0.003337095216711436,0.003337095216711436,6.940460224202966e-05,6.940460224202966e-05,6.940460224202966e-05,0.005570900600050496,0.005570900600050496,0.005570900600050496,0.0029683729002565975,0.0029683729002565975,0.0029683729002565975,-0.000803972119159568,-0.000803972119159568,-0.000803972119159568,0.0,0.0,0.0,0.5932161445082403
2025-08-11 15:00:00,0.5900039993419832,0.5929399013657706,0.5938029639451122,0.5900039993419832,0.5900039993419832,0.006374872719210064,0.006374872719210064,0.006374872719210064,0.003337095216711436,0.003337095216711436,0.003337095216711436,6.940460224202966e-05,6.940460224202966e-05,6.940460224202966e-05,0.005659165173941684,0.005659165173941684,0.005659165173941684,0.0029683729002565975,0.0029683729002565975,0.0029683729002565975,-0.0007157075452683788,-0.0007157075452683788,-0.0007157075452683788,0.0,0.0,0.0,0.5933429294275457
2025-08-11 16:00:00,0.5900782939219721,0.5928794105551611,0.5938253120036814,0.5900782939219721,0.5900782939219721,0.0062347876948318495,0.0062347876948318495,0.0062347876948318495,0.003337095216711436,0.003337095216711436,0.003337095216711436,-7.068042213618459e-05,-7.068042213618459e-05,-7.068042213618459e-05,0.005610883343242988,0.005610883343242988,0.005610883343242988,0.0029683729002565975,0.0029683729002565975,0.0029683729002565975,-0.0006239043515888605,-0.0006239043515888605,-0.0006239043515888605,0.0,0.0,0.0,0.593389154392548
2025-08-11 17:00:00,0.590152588501961,0.5932791097646295,0.5940165017442337,0.590152588501961,0.590152588501961,0.0063581450872463,0.0063581450872463,0.0063581450872463,0.003460452609125888,0.003460452609125888,0.003460452609125888,-7.068042213618459e-05,-7.068042213618459e-05,-7.068042213618459e-05,0.005828796404316369,0.005828796404316369,0.005828796404316369,0.0029683729002565975,0.0029683729002565975,0.0029683729002565975,-0.0005293486829299316,-0.0005293486829299316,-0.0005293486829299316,0.0,0.0,0.0,0.5935924677878193
2025-08-11 18:00:00,0.5902268830819498,0.5933840187799453,0.5942085727098666,0.5902268830819498,0.5902268830819498,0.006450770131072572,0.006450770131072572,0.006450770131072572,0.0035530776529521585,0.0035530776529521585,0.0035530776529521585,-7.068042213618459e-05,-7.068042213618459e-05,-7.068042213618459e-05,0.00601793802774902,0.00601793802774902,0.00601793802774902,0.0029683729002565975,0.0029683729002565975,0.0029683729002565975,-0.00043283210332355215,-0.00043283210332355215,-0.00043283210332355215,0.0,0.0,0.0,0.5937788318866484
2025-08-11 19:00:00,0.5903011776619388,0.5934587599658462,0.5943258926840499,0.5903011776619388,0.5903011776619388,0.006555608778108104,0.006555608778108104,0.006555608778108104,0.003657916299987691,0.003657916299987691,0.003657916299987691,-7.068042213618459e-05,-7.068042213618459e-05,-7.068042213618459e-05,0.006220465675233523,0.006220465675233523,0.006220465675233523,0.0029683729002565975,0.0029683729002565975,0.0029683729002565975,-0.0003351431028745817,-0.0003351431028745817,-0.0003351431028745817,0.0,0.0,0.0,0.5939731258756349
2025-08-11 20:00:00,0.5903754722419277,0.5937346583427897,0.5945951132253023,0.5903754722419277,0.5903754722419277,0.006654413696378691,0.006654413696378691,0.006654413696378691,0.003756721218258278,0.003756721218258278,0.003756721218258278,-7.068042213618459e-05,-7.068042213618459e-05,-7.068042213618459e-05,0.006417354895907738,0.006417354895907738,0.006417354895907738,0.0029683729002565975,0.0029683729002565975,0.0029683729002565975,-0.00023705880047095277,-0.00023705880047095277,-0.00023705880047095277,0.0,0.0,0.0,0.5941641211691432
2025-08-11 21:00:00,0.5904497668219166,0.5939280986051964,0.59468050068474,0.5904497668219166,0.5904497668219166,0.006722340120381532,0.006722340120381532,0.006722340120381532,0.0038246476422611193,0.0038246476422611193,0.0038246476422611193,-7.068042213618459e-05,-7.068042213618459e-05,-7.068042213618459e-05,0.006583003181781633,0.006583003181781633,0.006583003181781633,0.0029683729002565975,0.0029683729002565975,0.0029683729002565975,-0.00013933693859989865,-0.00013933693859989865,-0.00013933693859989865,0.0,0.0,0.0,0.5943366995155875
2025-08-11 22:00:00,0.5905240614019055,0.5941294014736599,0.5949169044345627,0.5905240614019055,0.5905240614019055,0.006753229053626341,0.006753229053626341,0.006753229053626341,0.0038555365755059278,0.0038555365755059278,0.0038555365755059278,-7.068042213618459e-05,-7.068042213618459e-05,-7.068042213618459e-05,0.006710520791420582,0.006710520791420582,0.006710520791420582,0.0029683729002565975,0.0029683729002565975,0.0029683729002565975,-4.270826220575854e-05,-4.270826220575854e-05,-4.270826220575854e-05,0.0,0.0,0.0,0.5944867853937772
2025-08-11 23:00:00,0.5905983559818945,0.5942704096323381,0.5951446640959619,0.5905983559818945,0.5905983559818945,0.006818131125634061,0.006818131125634061,0.006818131125634061,0.0038679067633718175,0.0038679067633718175,0.0038679067633718175,-1.814853799435425e-05,-1.814853799435425e-05,-1.814853799435425e-05,0.006870261757867908,0.006870261757867908,0.006870261757867908,0.0029683729002565975,0.0029683729002565975,0.0029683729002565975,5.213063223384644e-05,5.213063223384644e-05,5.213063223384644e-05,0.0,0.0,0.0,0.5946559212812565
2025-08-12 00:00:00,0.5906726505618833,0.5944007367205685,0.5954233041139823,0.5906726505618833,0.5906726505618833,0.006935538301100461,0.006935538301100461,0.006935538301100461,0.003985313938838217,0.003985313938838217,0.003985313938838217,-1.814853799435425e-05,-1.814853799435425e-05,-1.814853799435425e-05,0.00708006219889643,0.00708006219889643,0.00708006219889643,0.0029683729002565975,0.0029683729002565975,0.0029683729002565975,0.00014452389779596992,0.00014452389779596992,0.00014452389779596992,0.0,0.0,0.0,0.5948546496670485
2025-08-12 01:00:00,0.5907469451418723,0.594588098949895,0.5953182938539221,0.5907469451418723,0.5907469451418723,0.0069850086135869556,0.0069850086135869556,0.0069850086135869556,0.004034784251324712,0.004034784251324712,0.004034784251324712,-1.814853799435425e-05,-1.814853799435425e-05,-1.814853799435425e-05,0.0072188710300406965,0.0072188710300406965,0.0072188710300406965,0.0029683729002565975,0.0029683729002565975,0.0029683729002565975,0.00023386241645374046,0.00023386241645374046,0.00023386241645374046,0.0,0.0,0.0,0.595011471150242
2025-08-12 02:00:00,0.5908212397218612,0.5946433497916092,0.595424247274926,0.5908212397218612,0.5908212397218612,0.006831459740720418,0.006831459740720418,0.006831459740720418,0.004090434438255524,0.004090434438255524,0.004090434438255524,-1.814853799435425e-05,-1.814853799435425e-05,-1.814853799435425e-05,0.007151048833797847,0.007151048833797847,0.007151048833797847,0.002759173840459248,0.002759173840459248,0.002759173840459248,0.0003195890930774288,0.0003195890930774288,0.0003195890930774288,0.0,0.0,0.0,0.5950462312591571
2025-08-12 03:00:00,0.59089553430185,0.5934472866323685,0.5942899443019586,0.59089553430185,0.59089553430185,0.004571383921597776,0.004571383921597776,0.004571383921597776,0.004071894814922381,0.004071894814922381,0.004071894814922381,-1.814853799435425e-05,-1.814853799435425e-05,-1.814853799435425e-05,0.004972587331436963,0.004972587331436963,0.004972587331436963,0.0005176376446697485,0.0005176376446697485,0.0005176376446697485,0.0004012034098391866,0.0004012034098391866,0.0004012034098391866,0.0,0.0,0.0,0.5938338139499222
2025-08-12 04:00:00,0.5909698288818389,0.5936236141144943,0.5943254188127869,0.5909698288818389,0.5909698288818389,0.004646472948353287,0.004646472948353287,0.004646472948353287,0.004028635693811586,0.004028635693811586,0.004028635693811586,-1.814853799435425e-05,-1.814853799435425e-05,-1.814853799435425e-05,0.005124738144575048,0.005124738144575048,0.005124738144575048,0.0006359857925360542,0.0006359857925360542,0.0006359857925360542,0.0004782651962217622,0.0004782651962217622,0.0004782651962217622,0.0,0.0,0.0,0.5939983945062027
2025-08-12 05:00:00,0.5910441234618279,0.5920726516416974,0.5929489605709609,0.5910441234618279,0.5910441234618279,0.0019450052435846473,0.0019450052435846473,0.0019450052435846473,0.003806389871309653,0.003806389871309653,0.003806389871309653,-1.814853799435425e-05,-1.814853799435425e-05,-1.814853799435425e-05,0.0024954028242489663,0.0024954028242489663,0.0024954028242489663,-0.0018432360897306518,-0.0018432360897306518,-0.0018432360897306518,0.0005503975806643194,0.0005503975806643194,0.0005503975806643194,0.0,0.0,0.0,0.5925190166367703
2025-08-12 06:00:00,0.5911184180418168,0.5920177569158142,0.5928449881875704,0.5911184180418168,0.5911184180418168,0.0015540447051396126,0.0015540447051396126,0.0015540447051396126,0.003571826055827341,0.003571826055827341,0.003571826055827341,-1.814853799435425e-05,-1.814853799435425e-05,-1.814853799435425e-05,0.0021713338051373046,0.0021713338051373046,0.0021713338051373046,-0.0019996328126933743,-0.0019996328126933743,-0.0019996328126933743,0.0006172890999976919,0.0006172890999976919,0.0006172890999976919,0.0,0.0,0.0,0.5924019334457502
2025-08-12 07:00:00,0.5911136463230258,0.5931941589616743,0.5940114981727823,0.5911136463230258,0.5911136463230258,0.003469522129387241,0.003469522129387241,0.003469522129387241,0.0034544188803609416,0.0034544188803609416,0.0034544188803609416,6.940460224202966e-05,6.940460224202966e-05,6.940460224202966e-05,0.00414821708328638,0.00414821708328638,0.00414821708328638,-5.4301353215730116e-05,-5.4301353215730116e-05,-5.4301353215730116e-05,0.0006786949538991381,0.0006786949538991381,0.0006786949538991381,0.0,0.0,0.0,0.5935657140488666
2025-08-12 08:00:00,0.5911088746042347,0.5917199715751578,0.5924870518080648,0.5911088746042347,0.5911088746042347,0.000935832995954743,0.000935832995954743,0.000935832995954743,0.0032017956344921406,0.0032017956344921406,0.0032017956344921406,6.940460224202966e-05,6.940460224202966e-05,6.940460224202966e-05,0.001670270398609224,0.001670270398609224,0.001670270398609224,-0.0023353672407794273,-0.0023353672407794273,-0.0023353672407794273,0.0007344374026544808,0.0007344374026544808,0.0007344374026544808,0.0,0.0,0.0,0.5920961862598413
2025-08-12 09:00:00,0.5911041028854437,0.5914348480842093,0.5922570218559896,0.5911041028854437,0.5911041028854437,0.0005171748490723581,0.0005171748490723581,0.0005171748490723581,0.002924557280616805,0.002924557280616805,0.002924557280616805,6.940460224202966e-05,6.940460224202966e-05,6.940460224202966e-05,0.001301580166309217,0.001301580166309217,0.001301580166309217,-0.0024767870337864765,-0.0024767870337864765,-0.0024767870337864765,0.0007844053172368591,0.0007844053172368591,0.0007844053172368591,0.0,0.0,0.0,0.5918734722619834
2025-08-12 10:00:00,0.5910993311666527,0.5913004011174124,0.5921503550453863,0.5910993311666527,0.5910993311666527,0.0002196452071792895,0.0002196452071792895,0.0002196452071792895,0.0027707807089270373,0.0027707807089270373,0.0027707807089270373,6.940460224202966e-05,6.940460224202966e-05,6.940460224202966e-05,0.0010481981086007293,0.0010481981086007293,0.0010481981086007293,-0.0026205401039897775,-0.0026205401039897775,-0.0026205401039897775,0.0008285529014214397,0.0008285529014214397,0.0008285529014214397,0.0,0.0,0.0,0.5917189203675768
2025-08-12 11:00:00,0.5910945594478616,0.5908821566627936,0.5917690327740439,0.5910945594478616,0.5910945594478616,-0.0004372421479773942,-0.0004372421479773942,-0.0004372421479773942,0.0025679305058806325,0.0025679305058806325,0.0025679305058806325,6.940460224202966e-05,6.940460224202966e-05,6.940460224202966e-05,0.0004296554682687417,0.0004296554682687417,0.0004296554682687417,-0.0030745772561000563,-0.0030745772561000563,-0.0030745772561000563,0.0008668976162461363,0.0008668976162461363,0.0008668976162461363,0.0,0.0,0.0,0.5913485264575923
2025-08-12 12:00:00,0.5910897877290706,0.5929843521678659,0.5938960825013336,0.5910897877290706,0.5910897877290706,0.003094681212870306,0.003094681212870306,0.003094681212870306,0.002574110380325046,0.002574110380325046,0.002574110380325046,6.940460224202966e-05,6.940460224202966e-05,6.940460224202966e-05,0.0039941985596283315,0.0039941985596283315,0.0039941985596283315,0.0004511662303032308,0.0004511662303032308,0.0004511662303032308,0.0008995173467580252,0.0008995173467580252,0.0008995173467580252,0.0,0.0,0.0,0.5934507177078291
2025-08-12 13:00:00,0.5910850160102796,0.5929216356364734,0.59371896754409,0.5910850160102796,0.5910850160102796,0.002953359705837709,0.002953359705837709,0.002953359705837709,0.0027588385191222916,0.0027588385191222916,0.0027588385191222916,6.940460224202966e-05,6.940460224202966e-05,6.940460224202966e-05,0.0038799065663696385,0.0038799065663696385,0.0038799065663696385,0.0001251165844733878,0.0001251165844733878,0.0001251165844733878,0.0009265468605319297,0.0009265468605319297,0.0009265468605319297,0.0,0.0,0.0,0.5933783706451806
2025-08-12 14:00:00,0.5910802442914885,0.5938326830459169,0.5947073152098599,0.5910802442914885,0.5910802442914885,0.004536151776212531,0.004536151776212531,0.004536151776212531,0.0031350070589934585,0.0031350070589934585,0.0031350070589934585,6.940460224202966e-05,6.940460224202966e-05,6.940460224202966e-05,0.005484325392247389,0.005484325392247389,0.005484325392247389,0.0013317401149770423,0.0013317401149770423,0.0013317401149770423,0.0009481736160348577,0.0009481736160348577,0.0009481736160348577,0.0,0.0,0.0,0.5943219206841122
