,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,rsi,rsi_lower,rsi_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2025-08-11 12:00:00,0.5595340698015691,0.5913513843512991,0.5937026956234952,0.5595340698015691,0.5595340698015691,0.03301527238130439,0.03301527238130439,0.03301527238130439,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.0,0.0,0.0,0.0009550699950213028,0.0009550699950213028,0.0009550699950213028,0.031947022218591095,0.031947022218591095,0.031947022218591095,0.0,0.0,0.0,0.5925493421828735
1,2025-08-11 13:00:00,0.5596029840979969,0.5915884306920138,0.5939443116932303,0.5596029840979969,0.5596029840979969,0.03314819741446617,0.03314819741446617,0.03314819741446617,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.0,0.0,0.0,0.0009562518992224751,0.0009562518992224751,0.0009562518992224751,0.03207876534755169,0.03207876534755169,0.03207876534755169,0.0,0.0,0.0,0.5927511815124631
2,2025-08-11 14:00:00,0.5596718983944248,0.5917298541343367,0.5940616273789123,0.5596718983944248,0.5596718983944248,0.03326989775864789,0.03326989775864789,0.03326989775864789,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.0,0.0,0.0,0.0009494534338216974,0.0009494534338216974,0.0009494534338216974,0.032207264157134194,0.032207264157134194,0.032207264157134194,0.0,0.0,0.0,0.5929417961530726
3,2025-08-11 15:00:00,0.5597408126908526,0.5919640869992059,0.5943487690328579,0.5597408126908526,0.5597408126908526,0.03337999248920316,0.03337999248920316,0.03337999248920316,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.0,0.0,0.0,0.0009342770695457205,0.0009342770695457205,0.0009342770695457205,0.032332535251965444,0.032332535251965444,0.032332535251965444,0.0,0.0,0.0,0.5931208051800558
4,2025-08-11 16:00:00,0.5598097269872805,0.5921567026002756,0.5943777487059925,0.5598097269872805,0.5598097269872805,0.033478208960194454,0.033478208960194454,0.033478208960194454,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.0,0.0,0.0,0.0009104334917874628,0.0009104334917874628,0.0009104334917874628,0.032454595300715,0.032454595300715,0.032454595300715,0.0,0.0,0.0,0.593287935947475
5,2025-08-11 17:00:00,0.5598786412837083,0.5923075900370226,0.5945236238196854,0.5598786412837083,0.5598786412837083,0.03356438582496023,0.03356438582496023,0.03356438582496023,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.0,0.0,0.0,0.0008777446228509496,0.0008777446228509496,0.0008777446228509496,0.03257346103441728,0.03257346103441728,0.03257346103441728,0.0,0.0,0.0,0.5934430271086686
6,2025-08-11 18:00:00,0.5599475555801362,0.5924478910290504,0.5947217921941658,0.5599475555801362,0.5599475555801362,0.033638474618947686,0.033638474618947686,0.033638474618947686,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.0,0.0,0.0,0.0008361452055634343,0.0008361452055634343,0.0008361452055634343,0.03268914924569226,0.03268914924569226,0.03268914924569226,0.0,0.0,0.0,0.5935860301990838
7,2025-08-11 19:00:00,0.5600164698765642,0.5925476501564395,0.5948808528315271,0.5600164698765642,0.5600164698765642,0.033700539891685664,0.033700539891685664,0.033700539891685664,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.0,0.0,0.0,0.0007856829366355459,0.0007856829366355459,0.0007856829366355459,0.03280167678735812,0.03280167678735812,0.03280167678735812,0.0,0.0,0.0,0.5937170097682498
8,2025-08-11 20:00:00,0.560085384172992,0.5926891765294168,0.594911604297201,0.560085384172992,0.560085384172992,0.033750757895362624,0.033750757895362624,0.033750757895362624,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.0,0.0,0.0,0.0007265171566691683,0.0007265171566691683,0.0007265171566691683,0.03291106057100145,0.03291106057100145,0.03291106057100145,0.0,0.0,0.0,0.5938361420683547
9,2025-08-11 21:00:00,0.5601542984694199,0.592794627762812,0.5950856869619501,0.5601542984694199,0.5601542984694199,0.033789413855654274,0.033789413855654274,0.033789413855654274,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.0,0.0,0.0,0.0006589161219094824,0.0006589161219094824,0.0006589161219094824,0.03301731756605279,0.03301731756605279,0.03301731756605279,0.0,0.0,0.0,0.5939437123250741
10,2025-08-11 22:00:00,0.5602232127658477,0.5929631866683643,0.5952008564456426,0.5602232127658477,0.5602232127658477,0.033816897867093854,0.033816897867093854,0.033816897867093854,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.0,0.0,0.0,0.0005832529008662893,0.0005832529008662893,0.0005832529008662893,0.033120464798535566,0.033120464798535566,0.033120464798535566,0.0,0.0,0.0,0.5940401106329416
11,2025-08-11 23:00:00,0.5602921270622756,0.5929923550274846,0.5952763326841861,0.5602921270622756,0.5602921270622756,0.033833699473415205,0.033833699473415205,0.033833699473415205,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.0,0.0,0.0,0.0004999999562434915,0.0004999999562434915,0.0004999999562434915,0.03322051934947972,0.03322051934947972,0.03322051934947972,0.0,0.0,0.0,0.5941258265356908
12,2025-08-12 00:00:00,0.5603610413587035,0.5930940539675341,0.5953253656222693,0.5603610413587035,0.5603610413587035,0.03384040101105663,0.03384040101105663,0.03384040101105663,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.00011318016769199629,0.0,0.0,0.0,0.00040972248908363547,0.00040972248908363547,0.00040972248908363547,0.033317498354280994,0.033317498354280994,0.033317498354280994,0.0,0.0,0.0,0.5942014423697601
13,2025-08-12 01:00:00,0.5604299556551314,0.5943502446264177,0.5965490427562056,0.5604299556551314,0.5604299556551314,0.03498269597474462,0.03498269597474462,0.03498269597474462,0.0012582063361968611,0.0012582063361968611,0.0012582063361968611,0.0012582063361968611,0.0012582063361968611,0.0012582063361968611,0.0,0.0,0.0,0.00031307063761840234,0.00031307063761840234,0.00031307063761840234,0.03341141900092936,0.03341141900092936,0.03341141900092936,0.0,0.0,0.0,0.595412651629876
14,2025-08-12 02:00:00,0.5604988699515592,0.5942356652864276,0.5964467096883563,0.5604988699515592,0.5604988699515592,0.03492543456391695,0.03492543456391695,0.03492543456391695,0.0012123653973381695,0.0012123653973381695,0.0012123653973381695,0.0012123653973381695,0.0012123653973381695,0.0012123653973381695,0.0,0.0,0.0,0.00021077063750640112,0.00021077063750640112,0.00021077063750640112,0.033502298529072376,0.033502298529072376,0.033502298529072376,0.0,0.0,0.0,0.5954243045154761
15,2025-08-12 03:00:00,0.5605677842479871,0.5934623332053768,0.5958185041019038,0.5605677842479871,0.5605677842479871,0.03405563791521927,0.03405563791521927,0.03405563791521927,0.0003618686232947254,0.0003618686232947254,0.0003618686232947254,0.0003618686232947254,0.0003618686232947254,0.0003618686232947254,0.0,0.0,0.0,0.00010361506300524255,0.00010361506300524255,0.00010361506300524255,0.033590154228919304,0.033590154228919304,0.033590154228919304,0.0,0.0,0.0,0.5946234221632064
16,2025-08-12 04:00:00,0.560636698544415,0.5941480084672078,0.5963867856938088,0.560636698544415,0.560636698544415,0.03460046321055151,0.03460046321055151,0.03460046321055151,0.0009330074907735835,0.0009330074907735835,0.0009330074907735835,0.0009330074907735835,0.0009330074907735835,0.0009330074907735835,0.0,0.0,0.0,-7.547719752332169e-06,-7.547719752332169e-06,-7.547719752332169e-06,0.03367500343953026,0.03367500343953026,0.03367500343953026,0.0,0.0,0.0,0.5952371617549665
17,2025-08-12 05:00:00,0.5607056128408429,0.5928483235448061,0.5950875402783035,0.5607056128408429,0.5607056128408429,0.03330665620562206,0.03330665620562206,0.03330665620562206,-0.0003283825954000405,-0.0003283825954000405,-0.0003283825954000405,-0.0003283825954000405,-0.0003283825954000405,-0.0003283825954000405,0.0,0.0,0.0,-0.00012182474722255686,-0.00012182474722255686,-0.00012182474722255686,0.033756863548244656,0.033756863548244656,0.033756863548244656,0.0,0.0,0.0,0.5940122690464649
18,2025-08-12 06:00:00,0.5607745271372707,0.5926744156206439,0.5950764109441904,0.5607745271372707,0.5607745271372707,0.03309765604140208,0.03309765604140208,0.03309765604140208,-0.0004998057955311847,-0.0004998057955311847,-0.0004998057955311847,-0.0004998057955311847,-0.0004998057955311847,-0.0004998057955311847,0.0,0.0,0.0,-0.00023829015197797211,-0.00023829015197797211,-0.00023829015197797211,0.03383575198891124,0.03383575198891124,0.03383575198891124,0.0,0.0,0.0,0.5938721831786729
