Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,PairCode,BaseCurrency,QuoteCurrency,Category,IsCommodityLinked,IsSafeHaven
2025-08-11 00:00:00+01:00,1.3752700090408325,1.3755300045013428,1.3746000528335571,1.375349998474121,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 01:00:00+01:00,1.375309944152832,1.3760099411010742,1.374899983406067,1.3758100271224976,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 02:00:00+01:00,1.375849962234497,1.376099944114685,1.3747999668121338,1.375,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 03:00:00+01:00,1.3753000497817993,1.375349998474121,1.374400019645691,1.3748799562454224,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 04:00:00+01:00,1.3748199939727783,1.3750499486923218,1.3739999532699585,1.3746000528335571,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 05:00:00+01:00,1.3745700120925903,1.3751200437545776,1.3739999532699585,1.3750699758529663,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 06:00:00+01:00,1.3746999502182007,1.3753399848937988,1.374500036239624,1.3747999668121338,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 07:00:00+01:00,1.3751399517059326,1.3758699893951416,1.374500036239624,1.3757400512695312,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 08:00:00+01:00,1.375749945640564,1.3774100542068481,1.3753000497817993,1.3769299983978271,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 09:00:00+01:00,1.376889944076538,1.3771300315856934,1.3759000301361084,1.3761999607086182,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 10:00:00+01:00,1.376420021057129,1.3775700330734253,1.3758000135421753,1.3774199485778809,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 11:00:00+01:00,1.3773800134658813,1.3774199485778809,1.3761999607086182,1.376829981803894,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 12:00:00+01:00,1.3766000270843506,1.3783899545669556,1.3762999773025513,1.3780100345611572,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 13:00:00+01:00,1.377959966659546,1.3795000314712524,1.377500057220459,1.378849983215332,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 14:00:00+01:00,1.3788800239562988,1.3790199756622314,1.3770999908447266,1.3779799938201904,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 15:00:00+01:00,1.3779499530792236,1.3794499635696411,1.377500057220459,1.3788000345230103,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 16:00:00+01:00,1.3790899515151978,1.3795499801635742,1.3777999877929688,1.3783999681472778,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 17:00:00+01:00,1.378100037574768,1.3786799907684326,1.3775999546051025,1.3782000541687012,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 18:00:00+01:00,1.378350019454956,1.3786799907684326,1.3773000240325928,1.3779900074005127,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 19:00:00+01:00,1.3776999711990356,1.3783700466156006,1.3770999908447266,1.377810001373291,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 20:00:00+01:00,1.3778200149536133,1.3787200450897217,1.3773000240325928,1.3781499862670898,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 21:00:00+01:00,1.3781700134277344,1.3784799575805664,1.3769999742507935,1.3775999546051025,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 22:00:00+01:00,1.3777400255203247,1.3781299591064453,1.377500057220459,1.3779200315475464,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
2025-08-11 23:00:00+01:00,1.378100037574768,1.378100037574768,1.3772000074386597,1.3775800466537476,0,0.0,0.0,USDCAD=X,USDCAD,USD,CAD,major,True,False
