,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,adx,adx_lower,adx_upper,cci,cci_lower,cci_upper,daily,daily_lower,daily_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,ma_10,ma_10_lower,ma_10_upper,ma_20,ma_20_lower,ma_20_upper,ma_50,ma_50_lower,ma_50_upper,momentum_10,momentum_10_lower,momentum_10_upper,momentum_20,momentum_20_lower,momentum_20_upper,momentum_5,momentum_5_lower,momentum_5_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rsi,rsi_lower,rsi_upper,volatility_14,volatility_14_lower,volatility_14_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,williams_r,williams_r_lower,williams_r_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2025-08-11 12:00:00,2205.2664585751954,4226.2410694480795,4271.8867719905065,2205.2664585751954,2205.2664585751954,0.0001914280551588013,0.0001914280551588013,0.0001914280551588013,1.2101394995635502e-05,1.2101394995635502e-05,1.2101394995635502e-05,-0.00055268900002771,-0.00055268900002771,-0.00055268900002771,-0.01086604206102107,-0.01086604206102107,-0.01086604206102107,-0.005163645061426256,-0.005163645061426256,-0.005163645061426256,-0.005201115109737834,-0.005201115109737834,-0.005201115109737834,9.331006758917526e-07,9.331006758917526e-07,9.331006758917526e-07,-6.099124684164648e-05,-6.099124684164648e-05,-6.099124684164648e-05,-5.588829787296764e-05,-5.588829787296764e-05,-5.588829787296764e-05,-9.747201930096605e-05,-9.747201930096605e-05,-9.747201930096605e-05,0.9268944064409225,0.9268944064409225,0.9268944064409225,3.4530831884917915e-05,3.4530831884917915e-05,3.4530831884917915e-05,-0.00033244609298588654,-0.00033244609298588654,-0.00033244609298588654,-0.0001215197836216241,-0.0001215197836216241,-0.0001215197836216241,0.01334400517455181,0.01334400517455181,0.01334400517455181,-7.195783194913436e-05,-7.195783194913436e-05,-7.195783194913436e-05,0.9249691323274194,0.9249691323274194,0.9249691323274194,0.0,0.0,0.0,4249.315603740327
1,2025-08-11 13:00:00,2207.197727421286,4236.298296978179,4281.29635191847,2207.197727421286,2207.197727421286,0.0001914280551588013,0.0001914280551588013,0.0001914280551588013,1.2101394995635502e-05,1.2101394995635502e-05,1.2101394995635502e-05,0.00045574171708699955,0.00045574171708699955,0.00045574171708699955,-0.010275699586307627,-0.010275699586307627,-0.010275699586307627,-0.005163645061426256,-0.005163645061426256,-0.005163645061426256,-0.005201115109737834,-0.005201115109737834,-0.005201115109737834,9.331006758917526e-07,9.331006758917526e-07,9.331006758917526e-07,-6.099124684164648e-05,-6.099124684164648e-05,-6.099124684164648e-05,-5.588829787296764e-05,-5.588829787296764e-05,-5.588829787296764e-05,-9.747201930096605e-05,-9.747201930096605e-05,-9.747201930096605e-05,0.929320030113531,0.929320030113531,0.929320030113531,3.4530831884917915e-05,3.4530831884917915e-05,3.4530831884917915e-05,-0.00033244609298588654,-0.00033244609298588654,-0.00033244609298588654,0.00046882269109181933,0.00046882269109181933,0.00046882269109181933,0.012517288117126078,0.012517288117126078,0.012517288117126078,-7.195783194913436e-05,-7.195783194913436e-05,-7.195783194913436e-05,0.9266226998656254,0.9266226998656254,0.9266226998656254,0.0,0.0,0.0,4258.390785934952
2,2025-08-11 14:00:00,2209.1289962673764,4243.830590710817,4288.078586218871,2209.1289962673764,2209.1289962673764,0.0001914280551588013,0.0001914280551588013,0.0001914280551588013,1.2101394995635502e-05,1.2101394995635502e-05,1.2101394995635502e-05,0.001501782469603424,0.001501782469603424,0.001501782469603424,-0.01041823801458483,-0.01041823801458483,-0.01041823801458483,-0.005163645061426256,-0.005163645061426256,-0.005163645061426256,-0.005201115109737834,-0.005201115109737834,-0.005201115109737834,9.331006758917526e-07,9.331006758917526e-07,9.331006758917526e-07,-6.099124684164648e-05,-6.099124684164648e-05,-6.099124684164648e-05,-5.588829787296764e-05,-5.588829787296764e-05,-5.588829787296764e-05,-9.747201930096605e-05,-9.747201930096605e-05,-9.747201930096605e-05,0.9310018152547829,0.9310018152547829,0.9310018152547829,3.4530831884917915e-05,3.4530831884917915e-05,3.4530831884917915e-05,-0.00033244609298588654,-0.00033244609298588654,-0.00033244609298588654,0.0003262842628146154,0.0003262842628146154,0.0003262842628146154,0.011657363780399064,0.011657363780399064,0.011657363780399064,-7.195783194913436e-05,-7.195783194913436e-05,-7.195783194913436e-05,0.9282609070193653,0.9282609070193653,0.9282609070193653,0.0,0.0,0.0,4265.83210192428
3,2025-08-11 15:00:00,2211.060265113467,4249.160003074948,4293.61981446546,2211.060265113467,2211.060265113467,0.0001914280551588013,0.0001914280551588013,0.0001914280551588013,1.2101394995635502e-05,1.2101394995635502e-05,1.2101394995635502e-05,0.0018250550228510517,0.0018250550228510517,0.0018250550228510517,-0.010681118556906077,-0.010681118556906077,-0.010681118556906077,-0.005163645061426256,-0.005163645061426256,-0.005163645061426256,-0.005201115109737834,-0.005201115109737834,-0.005201115109737834,9.331006758917526e-07,9.331006758917526e-07,9.331006758917526e-07,-6.099124684164648e-05,-6.099124684164648e-05,-6.099124684164648e-05,-5.588829787296764e-05,-5.588829787296764e-05,-5.588829787296764e-05,-9.747201930096605e-05,-9.747201930096605e-05,-9.747201930096605e-05,0.9317960653499744,0.9317960653499744,0.9317960653499744,3.4530831884917915e-05,3.4530831884917915e-05,3.4530831884917915e-05,-0.00033244609298588654,-0.00033244609298588654,-0.00033244609298588654,6.340372049336862e-05,6.340372049336862e-05,6.340372049336862e-05,0.010768333190564824,0.010768333190564824,0.010768333190564824,-7.195783194913436e-05,-7.195783194913436e-05,-7.195783194913436e-05,0.9298837956934646,0.9298837956934646,0.9298837956934646,0.0,0.0,0.0,4271.317520397866
4,2025-08-11 16:00:00,2212.9915339595577,4253.491389473735,4296.891979331483,2212.9915339595577,2212.9915339595577,0.0001914280551588013,0.0001914280551588013,0.0001914280551588013,1.2101394995635502e-05,1.2101394995635502e-05,1.2101394995635502e-05,0.0012361953445629078,0.0012361953445629078,0.0012361953445629078,-0.010834748932621062,-0.010834748932621062,-0.010834748932621062,-0.005163645061426256,-0.005163645061426256,-0.005163645061426256,-0.005201115109737834,-0.005201115109737834,-0.005201115109737834,9.331006758917526e-07,9.331006758917526e-07,9.331006758917526e-07,-6.099124684164648e-05,-6.099124684164648e-05,-6.099124684164648e-05,-5.588829787296764e-05,-5.588829787296764e-05,-5.588829787296764e-05,-9.747201930096605e-05,-9.747201930096605e-05,-9.747201930096605e-05,0.9317473453599876,0.9317473453599876,0.9317473453599876,3.4530831884917915e-05,3.4530831884917915e-05,3.4530831884917915e-05,-0.00033244609298588654,-0.00033244609298588654,-0.00033244609298588654,-9.022665522161577e-05,-9.022665522161577e-05,-9.022665522161577e-05,0.009854490472864873,0.009854490472864873,0.009854490472864873,-7.195783194913436e-05,-7.195783194913436e-05,-7.195783194913436e-05,0.9314914084751809,0.9314914084751809,0.9314914084751809,0.0,0.0,0.0,4274.940521030502
5,2025-08-11 17:00:00,2214.922802805648,4289.669124316279,4335.0187946419355,2214.922802805648,2214.922802805648,0.0001914280551588013,0.0001914280551588013,0.0001914280551588013,1.2101394995635502e-05,1.2101394995635502e-05,1.2101394995635502e-05,0.0002714400112583494,0.0002714400112583494,0.0002714400112583494,0.004119640472155564,0.004119640472155564,0.004119640472155564,-0.005163645061426256,-0.005163645061426256,-0.005163645061426256,-0.005201115109737834,-0.005201115109737834,-0.005201115109737834,9.331006758917526e-07,9.331006758917526e-07,9.331006758917526e-07,-6.099124684164648e-05,-6.099124684164648e-05,-6.099124684164648e-05,-5.588829787296764e-05,-5.588829787296764e-05,-5.588829787296764e-05,0.014229775623642683,0.014229775623642683,0.014229775623642683,0.9463951681165709,0.9463951681165709,0.9463951681165709,3.4530831884917915e-05,3.4530831884917915e-05,3.4530831884917915e-05,-0.00033244609298588654,-0.00033244609298588654,-0.00033244609298588654,0.0005369151066113613,0.0005369151066113613,0.0005369151066113613,0.008920299003626992,0.008920299003626992,0.008920299003626992,-7.195783194913436e-05,-7.195783194913436e-05,-7.195783194913436e-05,0.93308378862953,0.93308378862953,0.93308378862953,0.0,0.0,0.0,4311.115041132126
6,2025-08-11 18:00:00,2216.8540716517386,4264.540304481255,4309.75038757209,2216.8540716517386,2216.8540716517386,0.0001914280551588013,0.0001914280551588013,0.0001914280551588013,1.2101394995635502e-05,1.2101394995635502e-05,1.2101394995635502e-05,-0.00031076699998615364,-0.00031076699998615364,-0.00031076699998615364,-0.00810557242301914,-0.00810557242301914,-0.00810557242301914,-0.005163645061426256,-0.005163645061426256,-0.005163645061426256,-0.005201115109737834,-0.005201115109737834,-0.005201115109737834,9.331006758917526e-07,9.331006758917526e-07,9.331006758917526e-07,-6.099124684164648e-05,-6.099124684164648e-05,-6.099124684164648e-05,-5.588829787296764e-05,-5.588829787296764e-05,-5.588829787296764e-05,0.0026629976187009636,0.0026629976187009636,0.0026629976187009636,0.93421500624211,0.93421500624211,0.93421500624211,3.4530831884917915e-05,3.4530831884917915e-05,3.4530831884917915e-05,-0.00033244609298588654,-0.00033244609298588654,-0.00033244609298588654,-0.0001215197836216241,-0.0001215197836216241,-0.0001215197836216241,0.007970365567821597,0.007970365567821597,0.007970365567821597,-7.195783194913436e-05,-7.195783194913436e-05,-7.195783194913436e-05,0.9346609800972936,0.9346609800972936,0.9346609800972936,0.0,0.0,0.0,4287.872412037715
7,2025-08-11 19:00:00,2218.7853404978296,4259.857297452022,4303.483720161081,2218.7853404978296,2218.7853404978296,0.0001914280551588013,0.0001914280551588013,0.0001914280551588013,1.2101394995635502e-05,1.2101394995635502e-05,1.2101394995635502e-05,-0.000201825034425484,-0.000201825034425484,-0.000201825034425484,-0.013542432397805235,-0.013542432397805235,-0.013542432397805235,-0.005163645061426256,-0.005163645061426256,-0.005163645061426256,-0.005201115109737834,-0.005201115109737834,-0.005201115109737834,9.331006758917526e-07,9.331006758917526e-07,9.331006758917526e-07,-6.099124684164648e-05,-6.099124684164648e-05,-6.099124684164648e-05,-5.588829787296764e-05,-5.588829787296764e-05,-5.588829787296764e-05,-0.00295667164720632,-0.00295667164720632,-0.00295667164720632,0.929488182747443,0.929488182747443,0.929488182747443,3.4530831884917915e-05,3.4530831884917915e-05,3.4530831884917915e-05,-0.00033244609298588654,-0.00033244609298588654,-0.00033244609298588654,6.128950749956393e-05,6.128950749956393e-05,6.128950749956393e-05,0.007009412688856773,0.007009412688856773,0.007009412688856773,-7.195783194913436e-05,-7.195783194913436e-05,-7.195783194913436e-05,0.936223027490817,0.936223027490817,0.936223027490817,0.0,0.0,0.0,4281.120094543824
8,2025-08-11 20:00:00,2220.71660934392,4250.3321054313465,4292.249197047703,2220.71660934392,2220.71660934392,0.0001914280551588013,0.0001914280551588013,0.0001914280551588013,1.2101394995635502e-05,1.2101394995635502e-05,1.2101394995635502e-05,0.00024879027254314943,0.00024879027254314943,0.00024879027254314943,-0.02058299473011973,-0.02058299473011973,-0.02058299473011973,-0.005163645061426256,-0.005163645061426256,-0.005163645061426256,-0.005201115109737834,-0.005201115109737834,-0.005201115109737834,9.331006758917526e-07,9.331006758917526e-07,9.331006758917526e-07,-6.099124684164648e-05,-6.099124684164648e-05,-6.099124684164648e-05,-5.588829787296764e-05,-5.588829787296764e-05,-5.588829787296764e-05,-0.00995289833398936,-0.00995289833398936,-0.00995289833398936,0.9234780209565219,0.9234780209565219,0.9234780209565219,3.4530831884917915e-05,3.4530831884917915e-05,3.4530831884917915e-05,-0.00033244609298588654,-0.00033244609298588654,-0.00033244609298588654,1.6953861968112855e-05,1.6953861968112855e-05,1.6953861968112855e-05,0.006042249324346929,0.006042249324346929,0.006042249324346929,-7.195783194913436e-05,-7.195783194913436e-05,-7.195783194913436e-05,0.9377699760897515,0.9377699760897515,0.9377699760897515,0.0,0.0,0.0,4271.499588846121
9,2025-08-11 21:00:00,2222.6478781900105,4188.315606405608,4233.797232407427,2222.6478781900105,2222.6478781900105,0.0001914280551588013,0.0001914280551588013,0.0001914280551588013,1.2101394995635502e-05,1.2101394995635502e-05,1.2101394995635502e-05,0.0004523689783795118,0.0004523689783795118,0.0004523689783795118,-0.050411022479274044,-0.050411022479274044,-0.050411022479274044,-0.031115982516521933,-0.031115982516521933,-0.031115982516521933,-0.005201115109737834,-0.005201115109737834,-0.005201115109737834,9.331006758917526e-07,9.331006758917526e-07,9.331006758917526e-07,-6.099124684164648e-05,-6.099124684164648e-05,-6.099124684164648e-05,-5.588829787296764e-05,-5.588829787296764e-05,-5.588829787296764e-05,-0.013698575487185716,-0.013698575487185716,-0.013698575487185716,0.8944169584783376,0.8944169584783376,0.8944169584783376,3.4530831884917915e-05,3.4530831884917915e-05,3.4530831884917915e-05,-0.00033244609298588654,-0.00033244609298588654,-0.00033244609298588654,-0.00011305927889417001,-0.00011305927889417001,-0.00011305927889417001,0.005073740140781476,0.005073740140781476,0.005073740140781476,-7.195783194913436e-05,-7.195783194913436e-05,-7.195783194913436e-05,0.9393018718384506,0.9393018718384506,0.9393018718384506,0.0,0.0,0.0,4210.621833169051
