ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,atr_14,atr_14_lower,atr_14_upper,bbands_lower,bbands_lower_lower,bbands_lower_upper,bbands_upper,bbands_upper_lower,bbands_upper_upper,cci,cci_lower,cci_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,ma_20,ma_20_lower,ma_20_upper,ma_5,ma_5_lower,ma_5_upper,ma_50,ma_50_lower,ma_50_upper,macd,macd_lower,macd_upper,macd_signal,macd_signal_lower,macd_signal_upper,market_session,market_session_lower,market_session_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rsi_14,rsi_14_lower,rsi_14_upper,rsi_9,rsi_9_lower,rsi_9_upper,stoch_k,stoch_k_lower,stoch_k_upper,volatility_regime,volatility_regime_lower,volatility_regime_upper,weekly,weekly_lower,weekly_upper,williams_r,williams_r_lower,williams_r_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2025-08-11 12:00:00,0.8070413350030781,0.8121516147473935,0.8126654199562148,0.8070413350030781,0.8070413350030781,0.0009799229824442052,0.0009799229824442052,0.0009799229824442052,0.0037389828998507,0.0037389828998507,0.0037389828998507,0.002448995868168976,0.002448995868168976,0.002448995868168976,1.752268587768562e-06,1.752268587768562e-06,1.752268587768562e-06,0.007149458760104914,0.007149458760104914,0.007149458760104914,0.003364721705669327,0.003364721705669327,0.003364721705669327,-0.004687689900565845,-0.004687689900565845,-0.004687689900565845,0.0016686850398569377,0.0016686850398569377,0.0016686850398569377,0.0010636081128041785,0.0010636081128041785,0.0010636081128041785,-0.0007707489006726671,-0.0007707489006726671,-0.0007707489006726671,-1.0760907610768167e-05,-1.0760907610768167e-05,-1.0760907610768167e-05,0.006583733451944863,0.006583733451944863,0.006583733451944863,-0.0008214915347353229,-0.0008214915347353229,-0.0008214915347353229,-2.7962840937015167e-05,-2.7962840937015167e-05,-2.7962840937015167e-05,0.0005157321519101014,0.0005157321519101014,0.0005157321519101014,-0.00010965657243929793,-0.00010965657243929793,-0.00010965657243929793,-0.0005657253081600509,-0.0005657253081600509,-0.0005657253081600509,-0.0002046316122263648,-0.0002046316122263648,-0.0002046316122263648,0.0,0.0,0.0,0.8123546800374402
2025-08-11 13:00:00,0.8070375872412203,0.8121249385683438,0.8125544360105882,0.8070375872412203,0.8070375872412203,0.0009799229824442052,0.0009799229824442052,0.0009799229824442052,0.0037389828998507,0.0037389828998507,0.0037389828998507,0.002448995868168976,0.002448995868168976,0.002448995868168976,1.752268587768562e-06,1.752268587768562e-06,1.752268587768562e-06,0.007166247887219103,0.007166247887219103,0.007166247887219103,0.003364721705669327,0.003364721705669327,0.003364721705669327,-0.004687689900565845,-0.004687689900565845,-0.004687689900565845,0.0016686850398569377,0.0016686850398569377,0.0016686850398569377,0.0010912782006289616,0.0010912782006289616,0.0010912782006289616,-0.0007816298613832606,-0.0007816298613832606,-0.0007816298613832606,-1.0760907610768167e-05,-1.0760907610768167e-05,-1.0760907610768167e-05,0.006540039291538206,0.006540039291538206,0.006540039291538206,-0.0008214915347353229,-0.0008214915347353229,-0.0008214915347353229,-2.7962840937015167e-05,-2.7962840937015167e-05,-2.7962840937015167e-05,0.0005157321519101014,0.0005157321519101014,0.0005157321519101014,-0.00010965657243929793,-0.00010965657243929793,-0.00010965657243929793,-0.000626208595680897,-0.000626208595680897,-0.000626208595680897,-0.0002046316122263648,-0.0002046316122263648,-0.0002046316122263648,0.0,0.0,0.0,0.8123156447715261
2025-08-11 14:00:00,0.8070338394793628,0.8120986380777182,0.812592635042524,0.8070338394793628,0.8070338394793628,0.0009799229824442052,0.0009799229824442052,0.0009799229824442052,0.0037389828998507,0.0037389828998507,0.0037389828998507,0.002448995868168976,0.002448995868168976,0.002448995868168976,1.752268587768562e-06,1.752268587768562e-06,1.752268587768562e-06,0.007298084636081684,0.007298084636081684,0.007298084636081684,0.003364721705669327,0.003364721705669327,0.003364721705669327,-0.004687689900565845,-0.004687689900565845,-0.004687689900565845,0.0016686850398569377,0.0016686850398569377,0.0016686850398569377,0.0012820138164838135,0.0012820138164838135,0.0012820138164838135,-0.0008405287283755325,-0.0008405287283755325,-0.0008405287283755325,-1.0760907610768167e-05,-1.0760907610768167e-05,-1.0760907610768167e-05,0.006613164516580351,0.006613164516580351,0.006613164516580351,-0.0008214915347353229,-0.0008214915347353229,-0.0008214915347353229,-2.7962840937015167e-05,-2.7962840937015167e-05,-2.7962840937015167e-05,0.0005157321519101014,0.0005157321519101014,0.0005157321519101014,-0.00010965657243929793,-0.00010965657243929793,-0.00010965657243929793,-0.0006849201195013334,-0.0006849201195013334,-0.0006849201195013334,-0.0002046316122263648,-0.0002046316122263648,-0.0002046316122263648,0.0,0.0,0.0,0.8123708870302874
2025-08-11 15:00:00,0.8070300917175052,0.8120585513087112,0.8126172476729971,0.8070300917175052,0.8070300917175052,0.0009799229824442052,0.0009799229824442052,0.0009799229824442052,0.0037389828998507,0.0037389828998507,0.0037389828998507,0.002448995868168976,0.002448995868168976,0.002448995868168976,1.752268587768562e-06,1.752268587768562e-06,1.752268587768562e-06,0.00735973291330725,0.00735973291330725,0.00735973291330725,0.003364721705669327,0.003364721705669327,0.003364721705669327,-0.004687689900565845,-0.004687689900565845,-0.004687689900565845,0.0016686850398569377,0.0016686850398569377,0.0016686850398569377,0.0014008996986412067,0.0014008996986412067,0.0014008996986412067,-0.0008977663333073589,-0.0008977663333073589,-0.0008977663333073589,-1.0760907610768167e-05,-1.0760907610768167e-05,-1.0760907610768167e-05,0.0066181177820746045,0.0066181177820746045,0.0066181177820746045,-0.0008214915347353229,-0.0008214915347353229,-0.0008214915347353229,-2.7962840937015167e-05,-2.7962840937015167e-05,-2.7962840937015167e-05,0.0005157321519101014,0.0005157321519101014,0.0005157321519101014,-0.00010965657243929793,-0.00010965657243929793,-0.00010965657243929793,-0.0007416151312326456,-0.0007416151312326456,-0.0007416151312326456,-0.0002046316122263648,-0.0002046316122263648,-0.0002046316122263648,0.0,0.0,0.0,0.81237111191817
2025-08-11 16:00:00,0.8070263439556477,0.8120603593625632,0.8126072632273401,0.8070263439556477,0.8070263439556477,0.0009799229824442052,0.0009799229824442052,0.0009799229824442052,0.0037389828998507,0.0037389828998507,0.0037389828998507,0.002448995868168976,0.002448995868168976,0.002448995868168976,1.752268587768562e-06,1.752268587768562e-06,1.752268587768562e-06,0.007369267886866316,0.007369267886866316,0.007369267886866316,0.003364721705669327,0.003364721705669327,0.003364721705669327,-0.004687689900565845,-0.004687689900565845,-0.004687689900565845,0.0016686850398569377,0.0016686850398569377,0.0016686850398569377,0.0014274118099811893,0.0014274118099811893,0.0014274118099811893,-0.0009365853133019523,-0.0009365853133019523,-0.0009365853133019523,1.1080934602909975e-05,1.1080934602909975e-05,1.1080934602909975e-05,0.0065732108738215085,0.0065732108738215085,0.0065732108738215085,-0.0008214915347353229,-0.0008214915347353229,-0.0008214915347353229,-2.7962840937015167e-05,-2.7962840937015167e-05,-2.7962840937015167e-05,0.0005157321519101014,0.0005157321519101014,0.0005157321519101014,-0.00010965657243929793,-0.00010965657243929793,-0.00010965657243929793,-0.0007960570130448079,-0.0007960570130448079,-0.0007960570130448079,-0.0002046316122263648,-0.0002046316122263648,-0.0002046316122263648,0.0,0.0,0.0,0.8123310982951973
2025-08-11 17:00:00,0.8070225961937899,0.8118961665137665,0.8123592388351338,0.8070225961937899,0.8070225961937899,0.0009799229824442052,0.0009799229824442052,0.0009799229824442052,0.0037389828998507,0.0037389828998507,0.0037389828998507,0.002448995868168976,0.002448995868168976,0.002448995868168976,1.752268587768562e-06,1.752268587768562e-06,1.752268587768562e-06,0.007185713743580455,0.007185713743580455,0.007185713743580455,0.003364721705669327,0.003364721705669327,0.003364721705669327,-0.004773003439995591,-0.004773003439995591,-0.004773003439995591,0.0016686850398569377,0.0016686850398569377,0.0016686850398569377,0.0013365961907395,0.0013365961907395,0.0013365961907395,-0.0009440102979163803,-0.0009440102979163803,-0.0009440102979163803,1.1080934602909975e-05,1.1080934602909975e-05,1.1080934602909975e-05,0.006337695178167257,0.006337695178167257,0.006337695178167257,-0.0008214915347353229,-0.0008214915347353229,-0.0008214915347353229,-2.7962840937015167e-05,-2.7962840937015167e-05,-2.7962840937015167e-05,0.0005157321519101014,0.0005157321519101014,0.0005157321519101014,-0.00010965657243929793,-0.00010965657243929793,-0.00010965657243929793,-0.0008480185654131977,-0.0008480185654131977,-0.0008480185654131977,-0.0002046316122263648,-0.0002046316122263648,-0.0002046316122263648,0.0,0.0,0.0,0.8121372594103593
2025-08-11 18:00:00,0.8070188484319324,0.8117635206249758,0.8123028572422127,0.8070188484319324,0.8070188484319324,0.0009799229824442052,0.0009799229824442052,0.0009799229824442052,0.0037389828998507,0.0037389828998507,0.0037389828998507,0.002448995868168976,0.002448995868168976,0.002448995868168976,1.752268587768562e-06,1.752268587768562e-06,1.752268587768562e-06,0.0070737060296393334,0.0070737060296393334,0.0070737060296393334,0.003364721705669327,0.003364721705669327,0.003364721705669327,-0.004845193324001781,-0.004845193324001781,-0.004845193324001781,0.0016686850398569377,0.0016686850398569377,0.0016686850398569377,0.001294245242049046,0.001294245242049046,0.001294245242049046,-0.0009414771791608556,-0.0009414771791608556,-0.0009414771791608556,1.1080934602909975e-05,1.1080934602909975e-05,1.1080934602909975e-05,0.006176422776355882,0.006176422776355882,0.006176422776355882,-0.0008214915347353229,-0.0008214915347353229,-0.0008214915347353229,-2.7962840937015167e-05,-2.7962840937015167e-05,-2.7962840937015167e-05,0.0005157321519101014,0.0005157321519101014,0.0005157321519101014,-0.00010965657243929793,-0.00010965657243929793,-0.00010965657243929793,-0.0008972832532834512,-0.0008972832532834512,-0.0008972832532834512,-0.0002046316122263648,-0.0002046316122263648,-0.0002046316122263648,0.0,0.0,0.0,0.8120033380283359
2025-08-11 19:00:00,0.8070151006700748,0.8117534927431911,0.81223961813019,0.8070151006700748,0.8070151006700748,0.0009799229824442052,0.0009799229824442052,0.0009799229824442052,0.0037389828998507,0.0037389828998507,0.0037389828998507,0.002448995868168976,0.002448995868168976,0.002448995868168976,1.752268587768562e-06,1.752268587768562e-06,1.752268587768562e-06,0.0071261084542484105,0.0071261084542484105,0.0071261084542484105,0.003364721705669327,0.003364721705669327,0.003364721705669327,-0.004855037695432231,-0.004855037695432231,-0.004855037695432231,0.0016686850398569377,0.0016686850398569377,0.0016686850398569377,0.001367085897203449,0.001367085897203449,0.001367085897203449,-0.0009520710382757318,-0.0009520710382757318,-0.0009520710382757318,1.1080934602909975e-05,1.1080934602909975e-05,1.1080934602909975e-05,0.006182462051485033,0.006182462051485033,0.006182462051485033,-0.0008214915347353229,-0.0008214915347353229,-0.0008214915347353229,-2.7962840937015167e-05,-2.7962840937015167e-05,-2.7962840937015167e-05,0.0005157321519101014,0.0005157321519101014,0.0005157321519101014,-0.00010965657243929793,-0.00010965657243929793,-0.00010965657243929793,-0.0009436464027633779,-0.0009436464027633779,-0.0009436464027633779,-0.0002046316122263648,-0.0002046316122263648,-0.0002046316122263648,0.0,0.0,0.0,0.8120044409049428
2025-08-11 20:00:00,0.8070113529082171,0.8116644865946382,0.8122306303360932,0.8070113529082171,0.8070113529082171,0.0009799229824442052,0.0009799229824442052,0.0009799229824442052,0.0037389828998507,0.0037389828998507,0.0037389828998507,0.002448995868168976,0.002448995868168976,0.002448995868168976,1.752268587768562e-06,1.752268587768562e-06,1.752268587768562e-06,0.007076363080477129,0.007076363080477129,0.007076363080477129,0.003364721705669327,0.003364721705669327,0.003364721705669327,-0.004787222363233852,-0.004787222363233852,-0.004787222363233852,0.0016686850398569377,0.0016686850398569377,0.0016686850398569377,0.001235793275682435,0.001235793275682435,0.001235793275682435,-0.0009383391227243797,-0.0009383391227243797,-0.0009383391227243797,1.1080934602909975e-05,1.1080934602909975e-05,1.1080934602909975e-05,0.006089446740011168,0.006089446740011168,0.006089446740011168,-0.0008214915347353229,-0.0008214915347353229,-0.0008214915347353229,-2.7962840937015167e-05,-2.7962840937015167e-05,-2.7962840937015167e-05,0.0005157321519101014,0.0005157321519101014,0.0005157321519101014,-0.00010965657243929793,-0.00010965657243929793,-0.00010965657243929793,-0.0009869163404659612,-0.0009869163404659612,-0.0009869163404659612,-0.0002046316122263648,-0.0002046316122263648,-0.0002046316122263648,0.0,0.0,0.0,0.8119256055603361
2025-08-11 21:00:00,0.8070076051463595,0.8115872911585013,0.8120300091516143,0.8070076051463595,0.8070076051463595,0.0009799229824442052,0.0009799229824442052,0.0009799229824442052,0.0037389828998507,0.0037389828998507,0.0037389828998507,0.002448995868168976,0.002448995868168976,0.002448995868168976,1.752268587768562e-06,1.752268587768562e-06,1.752268587768562e-06,0.007032028093713639,0.007032028093713639,0.007032028093713639,0.003364721705669327,0.003364721705669327,0.003364721705669327,-0.004634093491605787,-0.004634093491605787,-0.004634093491605787,0.0016686850398569377,0.0016686850398569377,0.0016686850398569377,0.0008392798753477765,0.0008392798753477765,0.0008392798753477765,-0.0008652118254338655,-0.0008652118254338655,-0.0008652118254338655,1.1080934602909975e-05,1.1080934602909975e-05,1.1080934602909975e-05,0.006005112625660559,0.006005112625660559,0.006005112625660559,-0.0008214915347353229,-0.0008214915347353229,-0.0008214915347353229,9.79594037155745e-05,9.79594037155745e-05,9.79594037155745e-05,0.0005157321519101014,0.0005157321519101014,0.0005157321519101014,-0.00010965657243929793,-0.00010965657243929793,-0.00010965657243929793,-0.0010269154680530807,-0.0010269154680530807,-0.0010269154680530807,-0.0002046316122263648,-0.0002046316122263648,-0.0002046316122263648,0.0,0.0,0.0,0.811853776705028
