,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,ma_20,ma_20_lower,ma_20_upper,rsi,rsi_lower,rsi_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2024-09-11,2545.7166374023436,2272.8628557615016,2475.567728424968,2545.7166374023436,2545.7166374023436,-167.16484642152557,-167.16484642152557,-167.16484642152557,32.59278513688878,32.59278513688878,32.59278513688878,11.339667003823207,11.339667003823207,11.339667003823207,25.760452265968283,25.760452265968283,25.760452265968283,-4.507334132902706,-4.507334132902706,-4.507334132902706,3.1262812874638204,3.1262812874638204,3.1262812874638204,-202.88391284587814,-202.88391284587814,-202.88391284587814,0.0,0.0,0.0,2378.551790980818
1,2024-09-12,2546.1774157406103,2256.481132298042,2459.687769951646,2546.1774157406103,2546.1774157406103,-183.70605120783824,-183.70605120783824,-183.70605120783824,30.835689346748595,30.835689346748595,30.835689346748595,11.339667003823207,11.339667003823207,11.339667003823207,25.760452265968283,25.760452265968283,25.760452265968283,-6.264429923042892,-6.264429923042892,-6.264429923042892,-12.25730358195864,-12.25730358195864,-12.25730358195864,-202.28443697262819,-202.28443697262819,-202.28443697262819,0.0,0.0,0.0,2362.471364532772
2,2024-09-13,2546.638194078877,2285.3433219496005,2492.14670643975,2546.638194078877,2546.638194078877,-158.77819910140772,-158.77819910140772,-158.77819910140772,31.714640689379603,31.714640689379603,31.714640689379603,11.339667003823207,11.339667003823207,11.339667003823207,25.760452265968283,25.760452265968283,25.760452265968283,-5.385478580411884,-5.385478580411884,-5.385478580411884,9.28004066548664,9.28004066548664,9.28004066548664,-199.772880456274,-199.772880456274,-199.772880456274,0.0,0.0,0.0,2387.8599949774693
3,2024-09-14,2547.098972417143,2291.910388250977,2502.5670017198836,2547.098972417143,2547.098972417143,-141.3731262775068,-141.3731262775068,-141.3731262775068,28.638405908568014,28.638405908568014,28.638405908568014,11.339667003823207,11.339667003823207,11.339667003823207,25.760452265968283,25.760452265968283,25.760452265968283,-8.461713361223474,-8.461713361223474,-8.461713361223474,25.408580719444203,25.408580719444203,25.408580719444203,-195.42011290551903,-195.42011290551903,-195.42011290551903,0.0,0.0,0.0,2405.7258461396364
4,2024-09-15,2547.55975075541,2281.394191028242,2489.5078370857073,2547.55975075541,2547.55975075541,-162.697036943411,-162.697036943411,-162.697036943411,29.730997468777108,29.730997468777108,29.730997468777108,11.339667003823207,11.339667003823207,11.339667003823207,25.760452265968283,25.760452265968283,25.760452265968283,-7.369121801014381,-7.369121801014381,-7.369121801014381,-3.09650595855869,-3.09650595855869,-3.09650595855869,-189.33152845362943,-189.33152845362943,-189.33152845362943,0.0,0.0,0.0,2384.8627138119987
5,2024-09-16,2548.020529093676,2292.464267900444,2493.0949149722633,2548.020529093676,2548.020529093676,-154.37756057778344,-154.37756057778344,-154.37756057778344,33.39845198593901,33.39845198593901,33.39845198593901,11.339667003823207,11.339667003823207,11.339667003823207,25.760452265968283,25.760452265968283,25.760452265968283,-3.701667283852474,-3.701667283852474,-3.701667283852474,-6.131416039449738,-6.131416039449738,-6.131416039449738,-181.6445965242727,-181.6445965242727,-181.6445965242727,0.0,0.0,0.0,2393.642968515893
6,2024-09-17,2548.4813074319427,2292.926448413622,2493.361025796369,2548.4813074319427,2548.4813074319427,-156.2617455809753,-156.2617455809753,-156.2617455809753,32.59366732983489,32.59366732983489,32.59366732983489,11.339667003823207,11.339667003823207,11.339667003823207,25.760452265968283,25.760452265968283,25.760452265968283,-4.506451939956598,-4.506451939956598,-4.506451939956598,-16.32967709234891,-16.32967709234891,-16.32967709234891,-172.52573581846127,-172.52573581846127,-172.52573581846127,0.0,0.0,0.0,2392.2195618509672
7,2024-09-18,2548.9420857702094,2320.8863483901355,2526.065954111938,2548.9420857702094,2548.9420857702094,-124.9043326118817,-124.9043326118817,-124.9043326118817,34.13596644632271,34.13596644632271,34.13596644632271,11.339667003823207,11.339667003823207,11.339667003823207,25.760452265968283,25.760452265968283,25.760452265968283,-2.964152823468781,-2.964152823468781,-2.964152823468781,3.1262812874720636,3.1262812874720636,3.1262812874720636,-162.1665803456765,-162.1665803456765,-162.1665803456765,0.0,0.0,0.0,2424.0377531583276
8,2024-09-19,2549.4028641084756,2323.3396005163504,2528.6131136387144,2549.4028641084756,2549.4028641084756,-128.7480036122369,-128.7480036122369,-128.7480036122369,34.28902057720583,34.28902057720583,34.28902057720583,11.339667003823207,11.339667003823207,11.339667003823207,25.760452265968283,25.760452265968283,25.760452265968283,-2.8110986925856545,-2.8110986925856545,-2.8110986925856545,-12.25730358199863,-12.25730358199863,-12.25730358199863,-150.77972060744412,-150.77972060744412,-150.77972060744412,0.0,0.0,0.0,2420.6548604962386
9,2024-09-20,2549.8636424467422,2359.1742274278777,2562.635047490854,2549.8636424467422,2549.8636424467422,-94.65309850158236,-94.65309850158236,-94.65309850158236,34.6608762455559,34.6608762455559,34.6608762455559,11.339667003823207,11.339667003823207,11.339667003823207,25.760452265968283,25.760452265968283,25.760452265968283,-2.439243024235585,-2.439243024235585,-2.439243024235585,9.280040665489018,9.280040665489018,9.280040665489018,-138.5940154126273,-138.5940154126273,-138.5940154126273,0.0,0.0,0.0,2455.2105439451598
10,2024-09-21,2550.324420785009,2377.750779199466,2588.6044957277104,2550.324420785009,2550.324420785009,-70.35646618412234,-70.35646618412234,-70.35646618412234,30.08453303041112,30.08453303041112,30.08453303041112,11.339667003823207,11.339667003823207,11.339667003823207,25.760452265968283,25.760452265968283,25.760452265968283,-7.015586239380369,-7.015586239380369,-7.015586239380369,25.408580719455877,25.408580719455877,25.408580719455877,-125.84957993398932,-125.84957993398932,-125.84957993398932,0.0,0.0,0.0,2479.9679546008865
11,2024-09-22,2550.785199123275,2359.130858537133,2578.437706911157,2550.785199123275,2550.785199123275,-84.49308310015667,-84.49308310015667,-84.49308310015667,31.395986091929892,31.395986091929892,31.395986091929892,11.339667003823207,11.339667003823207,11.339667003823207,25.760452265968283,25.760452265968283,25.760452265968283,-5.704133177861593,-5.704133177861593,-5.704133177861593,-3.096505958544493,-3.096505958544493,-3.096505958544493,-112.79256323354207,-112.79256323354207,-112.79256323354207,0.0,0.0,0.0,2466.2921160231185
12,2024-09-23,2551.2459774615413,2376.8169228303923,2586.4106980108845,2551.2459774615413,2551.2459774615413,-70.70004456546292,-70.70004456546292,-70.70004456546292,35.1012048560415,35.1012048560415,35.1012048560415,11.339667003823207,11.339667003823207,11.339667003823207,25.760452265968283,25.760452265968283,25.760452265968283,-1.9989144137499935,-1.9989144137499935,-1.9989144137499935,-6.131416039433247,-6.131416039433247,-6.131416039433247,-99.66983338207118,-99.66983338207118,-99.66983338207118,0.0,0.0,0.0,2480.5459328960783
13,2024-09-24,2551.7067557998084,2580.041774691127,2788.2209383204313,2551.7067557998084,2551.7067557998084,129.39884981933636,129.39884981933636,129.39884981933636,232.4522172426668,232.4522172426668,232.4522172426668,11.339667003823207,11.339667003823207,11.339667003823207,224.90239892953224,224.90239892953224,224.90239892953224,-3.78984869068864,-3.78984869068864,-3.78984869068864,-16.32967709234818,-16.32967709234818,-16.32967709234818,-86.72369033098228,-86.72369033098228,-86.72369033098228,0.0,0.0,0.0,2681.1056056191446
14,2024-09-25,2552.1675341380746,2533.466407745231,2738.7292949954644,2552.1675341380746,2552.1675341380746,85.92346505411335,85.92346505411335,85.92346505411335,156.9839095640623,156.9839095640623,156.9839095640623,11.339667003823207,11.339667003823207,11.339667003823207,150.83153731558585,150.83153731558585,150.83153731558585,-5.187294755346744,-5.187294755346744,-5.187294755346744,3.1262812874601114,3.1262812874601114,3.1262812874601114,-74.1867257974091,-74.1867257974091,-74.1867257974091,0.0,0.0,0.0,2638.090999192188
15,2024-09-26,2552.628312476341,2544.7167785046076,2749.0576986287165,2552.628312476341,2552.628312476341,97.79219891041966,97.79219891041966,97.79219891041966,172.3264480953976,172.3264480953976,172.3264480953976,11.339667003823207,11.339667003823207,11.339667003823207,164.40390462085645,164.40390462085645,164.40390462085645,-3.4171235292820565,-3.4171235292820565,-3.4171235292820565,-12.257303581926346,-12.257303581926346,-12.257303581926346,-62.276945603051594,-62.276945603051594,-62.276945603051594,0.0,0.0,0.0,2650.4205113867606
16,2024-09-27,2553.089090814608,2566.441125253418,2771.97903642792,2553.089090814608,2553.089090814608,123.28879508042453,123.28879508042453,123.28879508042453,165.20201766322603,165.20201766322603,165.20201766322603,11.339667003823207,11.339667003823207,11.339667003823207,157.45174870068078,157.45174870068078,157.45174870068078,-3.5893980412779602,-3.5893980412779602,-3.5893980412779602,9.280040665491395,9.280040665491395,9.280040665491395,-51.19326324829289,-51.19326324829289,-51.19326324829289,0.0,0.0,0.0,2676.3778858950327
17,2024-09-28,2553.549869152874,2597.8678402006085,2803.889919407222,2553.549869152874,2553.549869152874,149.89238901183305,149.89238901183305,149.89238901183305,165.59527245360894,165.59527245360894,165.59527245360894,11.339667003823207,11.339667003823207,11.339667003823207,161.57127478647962,161.57127478647962,161.57127478647962,-7.3156693366938566,-7.3156693366938566,-7.3156693366938566,25.408580719407002,25.408580719407002,25.408580719407002,-41.111464161182916,-41.111464161182916,-41.111464161182916,0.0,0.0,0.0,2703.4422581647073
18,2024-09-29,2554.0106474911404,2663.6358277948516,2861.945065113731,2554.0106474911404,2554.0106474911404,209.97050268978285,209.97050268978285,209.97050268978285,245.24773692149543,245.24773692149543,245.24773692149543,11.339667003823207,11.339667003823207,11.339667003823207,240.74291834561765,240.74291834561765,240.74291834561765,-6.834848427945427,-6.834848427945427,-6.834848427945427,-3.0965059585746473,-3.0965059585746473,-3.0965059585746473,-32.180728273137916,-32.180728273137916,-32.180728273137916,0.0,0.0,0.0,2763.981150180923
