,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,atr,atr_lower,atr_upper,daily,daily_lower,daily_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,ma_20,ma_20_lower,ma_20_upper,ma_50,ma_50_lower,ma_50_upper,macd,macd_lower,macd_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rsi,rsi_lower,rsi_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2024-09-10 23:00:00,1.3112920166933537,1.3548710353346372,1.363550183069033,1.3112920166933537,1.3112920166933537,0.0005744083383327163,0.0005744083383327163,0.0005744083383327163,0.10080594077037702,0.10080594077037702,0.10080594077037702,-0.0013139125942266796,-0.0013139125942266796,-0.0013139125942266796,-0.0003215877262998306,-0.0003215877262998306,-0.0003215877262998306,-0.0005341783363720276,-0.0005341783363720276,-0.0005341783363720276,-0.0011757800063557503,-0.0011757800063557503,-0.0011757800063557503,0.03644220020216529,0.03644220020216529,0.03644220020216529,0.00014322513646821262,0.00014322513646821262,0.00014322513646821262,0.0,0.0,0.0,-0.010709921674762854,-0.010709921674762854,-0.010709921674762854,-0.052339906299222194,-0.052339906299222194,-0.052339906299222194,0.0,0.0,0.0,1.3590783828891941
1,2024-09-11 23:00:00,1.311083982110396,1.3562612588231089,1.3646732601713936,1.311083982110396,1.311083982110396,0.0005744083383327163,0.0005744083383327163,0.0005744083383327163,0.10080594076931522,0.10080594076931522,0.10080594076931522,-0.0015062360615818507,-0.0015062360615818507,-0.0015062360615818507,-0.0003215877262998306,-0.0003215877262998306,-0.0003215877262998306,-0.0005341783363720276,-0.0005341783363720276,-0.0005341783363720276,-0.0013681034737109215,-0.0013681034737109215,-0.0013681034737109215,0.03780571829733585,0.03780571829733585,0.03780571829733585,0.00014322513646821262,0.00014322513646821262,0.00014322513646821262,0.0,0.0,0.0,-0.009553627530899713,-0.009553627530899713,-0.009553627530899713,-0.0519403588794978,-0.0519403588794978,-0.0519403588794978,0.0,0.0,0.0,1.3606504538022108
2,2024-09-12 23:00:00,1.310875947527438,1.3547109729480282,1.3636267540824138,1.310875947527438,1.310875947527438,0.0005744083383327163,0.0005744083383327163,0.0005744083383327163,0.10080594076991606,0.10080594076991606,0.10080594076991606,-0.0015811217931802728,-0.0015811217931802728,-0.0015811217931802728,-0.0003215877262998306,-0.0003215877262998306,-0.0003215877262998306,-0.0005341783363720276,-0.0005341783363720276,-0.0005341783363720276,-0.0014429892053093435,-0.0014429892053093435,-0.0014429892053093435,0.03673644864715442,0.03673644864715442,0.03673644864715442,0.00014322513646821262,0.00014322513646821262,0.00014322513646821262,0.0,0.0,0.0,-0.01063625889208341,-0.01063625889208341,-0.01063625889208341,-0.051852111437497954,-0.051852111437497954,-0.051852111437497954,0.0,0.0,0.0,1.3590328744565696
3,2024-09-15 23:00:00,1.3102518437785644,1.3546116305384572,1.363129488108227,1.3102518437785644,1.3102518437785644,0.0005744083383327163,0.0005744083383327163,0.0005744083383327163,0.10080594076943315,0.10080594076943315,0.10080594076943315,-0.0015897837553703513,-0.0015897837553703513,-0.0015897837553703513,-0.0003215877262998306,-0.0003215877262998306,-0.0003215877262998306,-0.0005341783363720276,-0.0005341783363720276,-0.0005341783363720276,-0.001451651167499422,-0.001451651167499422,-0.001451651167499422,0.037009626832970696,0.037009626832970696,0.037009626832970696,0.00014322513646821262,0.00014322513646821262,0.00014322513646821262,0.0,0.0,0.0,-0.009537444949071083,-0.009537444949071083,-0.009537444949071083,-0.05266908523202103,-0.05266908523202103,-0.05266908523202103,0.0,0.0,0.0,1.3587437755740208
4,2024-09-16 23:00:00,1.3100438091956064,1.3533830805495741,1.3615789772790465,1.3100438091956064,1.3100438091956064,0.0005744083383327163,0.0005744083383327163,0.0005744083383327163,0.10080594077003399,0.10080594077003399,0.10080594077003399,-0.0014946648584275954,-0.0014946648584275954,-0.0014946648584275954,-0.0003215877262998306,-0.0003215877262998306,-0.0003215877262998306,-0.0005341783363720276,-0.0005341783363720276,-0.0005341783363720276,-0.0013565322705566662,-0.0013565322705566662,-0.0013565322705566662,0.0361443411684005,0.0361443411684005,0.0361443411684005,0.00014322513646821262,0.00014322513646821262,0.00014322513646821262,0.0,0.0,0.0,-0.01009103764696568,-0.01009103764696568,-0.01009103764696568,-0.053075897096240214,-0.053075897096240214,-0.053075897096240214,0.0,0.0,0.0,1.3573944795807236
5,2024-09-17 23:00:00,1.3098357746126486,1.3516376101108494,1.3603056277005683,1.3098357746126486,1.3098357746126486,0.0005744083383327163,0.0005744083383327163,0.0005744083383327163,0.10080594077063482,0.10080594077063482,0.10080594077063482,-0.001365940279816502,-0.001365940279816502,-0.001365940279816502,-0.0003215877262998306,-0.0003215877262998306,-0.0003215877262998306,-0.0005341783363720276,-0.0005341783363720276,-0.0005341783363720276,-0.0012278076919455727,-0.0012278076919455727,-0.0012278076919455727,0.03527162407920063,0.03527162407920063,0.03527162407920063,0.00014322513646821262,0.00014322513646821262,0.00014322513646821262,0.0,0.0,0.0,-0.010709921674753022,-0.010709921674753022,-0.010709921674753022,-0.05345845473686466,-0.05345845473686466,-0.05345845473686466,0.0,0.0,0.0,1.3560358096602745
6,2024-09-18 23:00:00,1.3096277400296905,1.3526255152469482,1.3614941559394367,1.3096277400296905,1.3096277400296905,0.0005744083383327163,0.0005744083383327163,0.0005744083383327163,0.10080594076957301,0.10080594076957301,0.10080594076957301,-0.001050988170353687,-0.001050988170353687,-0.001050988170353687,-0.0003215877262998306,-0.0003215877262998306,-0.0003215877262998306,-0.0005341783363720276,-0.0005341783363720276,-0.0005341783363720276,-0.0009128555824827576,-0.0009128555824827576,-0.0009128555824827576,0.03642520758757087,0.03642520758757087,0.03642520758757087,0.00014322513646821262,0.00014322513646821262,0.00014322513646821262,0.0,0.0,0.0,-0.009553627530925996,-0.009553627530925996,-0.009553627530925996,-0.05377611748072246,-0.05377611748072246,-0.05377611748072246,0.0,0.0,0.0,1.3573312023227133
7,2024-09-19 23:00:00,1.309419705446733,1.3508019438601717,1.3590883908981644,1.309419705446733,1.309419705446733,0.0005744083383327163,0.0005744083383327163,0.0005744083383327163,0.10080594076955107,0.10080594076955107,0.10080594076955107,-0.0014712419481558991,-0.0014712419481558991,-0.0014712419481558991,-0.0003215877262998306,-0.0003215877262998306,-0.0003215877262998306,-0.0005341783363720276,-0.0005341783363720276,-0.0005341783363720276,-0.00133310936028497,-0.00133310936028497,-0.00133310936028497,0.034700346148883635,0.034700346148883635,0.034700346148883635,0.00014322513646821262,0.00014322513646821262,0.00014322513646821262,0.0,0.0,0.0,-0.010636258892062992,-0.010636258892062992,-0.010636258892062992,-0.05399809378044856,-0.05399809378044856,-0.05399809378044856,0.0,0.0,0.0,1.354857022479904
8,2024-09-22 23:00:00,1.3087956017490754,1.3512743369962674,1.3593998376875442,1.3087956017490754,1.3087956017490754,0.0005744083383327163,0.0005744083383327163,0.0005744083383327163,0.10080594076969095,0.10080594076969095,0.10080594076969095,-0.0017394080019322057,-0.0017394080019322057,-0.0017394080019322057,-0.0003215877262998306,-0.0003215877262998306,-0.0003215877262998306,-0.0005341783363720276,-0.0005341783363720276,-0.0005341783363720276,-0.0016012754140612765,-0.0016012754140612765,-0.0016012754140612765,0.03560383724021318,0.03560383724021318,0.03560383724021318,0.00014322513646821262,0.00014322513646821262,0.00014322513646821262,0.0,0.0,0.0,-0.009537444949023454,-0.009537444949023454,-0.009537444949023454,-0.05392525057852211,-0.05392525057852211,-0.05392525057852211,0.0,0.0,0.0,1.3553937473344564
9,2024-09-23 23:00:00,1.3085875671831897,1.3494088403902138,1.3583411049891154,1.3085875671831897,1.3085875671831897,0.0005744083383327163,0.0005744083383327163,0.0005744083383327163,0.10080594077029179,0.10080594077029179,0.10080594077029179,-0.002414523245313439,-0.002414523245313439,-0.002414523245313439,-0.0003215877262998306,-0.0003215877262998306,-0.0003215877262998306,-0.0005341783363720276,-0.0005341783363720276,-0.0005341783363720276,-0.0022763906574425094,-0.0022763906574425094,-0.0022763906574425094,0.03465656119807017,0.03465656119807017,0.03465656119807017,0.00014322513646821262,0.00014322513646821262,0.00014322513646821262,0.0,0.0,0.0,-0.010091037647002404,-0.010091037647002404,-0.010091037647002404,-0.05364381867990577,-0.05364381867990577,-0.05364381867990577,0.0,0.0,0.0,1.3539387122883078
