Date,Year,Month,Day,Quarter,Week,Weekday,Open,High,Low,Close,Volume,AdjClose,AdjCloseplus1,Briefing_Research_Firm,Briefing_Research_Action,Briefing_Research_From,Briefing_Research_To
2015-07-14,2015,7,14,3,29,3,169.429993,169.539993,168.240005,168.610001,3025300,167.221823,167.142479,#N/A,#N/A,#N/A,#N/A
2015-07-13,2015,7,13,3,29,2,167.929993,169.889999,167.520004,169.380005,4229000,167.985487,167.221823,#N/A,#N/A,#N/A,#N/A
2015-07-10,2015,7,10,3,28,6,165.660004,167.399994,165.520004,166.949997,4538300,165.575486,167.985487,#N/A,#N/A,#N/A,#N/A
2015-07-09,2015,7,9,3,28,5,165.339996,165.509995,163.699997,163.850006,4199700,162.501017,165.575486,#N/A,#N/A,#N/A,#N/A
2015-07-08,2015,7,8,3,28,4,164,164.940002,162.679993,163.160004,2776300,161.816696,162.501017,#N/A,#N/A,#N/A,#N/A
2015-07-07,2015,7,7,3,28,3,164.940002,165.350006,162.229996,165,3549900,163.641543,161.816696,#N/A,#N/A,#N/A,#N/A
2015-07-06,2015,7,6,3,28,2,163.830002,165.229996,163.520004,164.729996,3079800,163.373762,163.641543,#N/A,#N/A,#N/A,#N/A
2015-07-02,2015,7,2,3,27,5,165.050003,165.320007,164.419998,165.089996,2852700,163.730799,163.373762,#N/A,#N/A,#N/A,#N/A
2015-07-01,2015,7,1,3,27,4,163.970001,165.610001,163.600006,164.490005,3214500,163.135748,163.730799,#N/A,#N/A,#N/A,#N/A
2015-06-30,2015,6,30,2,27,3,163.990005,164,162.119995,162.660004,3597300,161.320812,163.135748,#N/A,#N/A,#N/A,#N/A
2015-06-29,2015,6,29,2,27,2,163.919998,165.350006,162.889999,162.970001,3314700,161.628258,161.320812,#N/A,#N/A,#N/A,#N/A
2015-06-26,2015,6,26,2,26,6,166.229996,166.809998,165.229996,165.460007,8946000,164.097763,161.628258,#N/A,#N/A,#N/A,#N/A
2015-06-25,2015,6,25,2,26,5,167.800003,168.130005,166.080002,166.080002,2408900,164.712653,164.097763,#N/A,#N/A,#N/A,#N/A
2015-06-24,2015,6,24,2,26,4,168.710007,168.839996,166.830002,166.970001,3548100,165.595325,164.712653,#N/A,#N/A,#N/A,#N/A
2015-06-23,2015,6,23,2,26,3,168.380005,169.970001,167.570007,168.619995,3701600,167.231735,165.595325,#N/A,#N/A,#N/A,#N/A
2015-06-22,2015,6,22,2,26,2,167.649994,168.339996,167.199997,167.729996,2335800,166.349063,167.231735,#N/A,#N/A,#N/A,#N/A
2015-06-19,2015,6,19,2,25,6,167.619995,168.419998,166.770004,166.990005,7074000,165.615165,166.349063,#N/A,#N/A,#N/A,#N/A
2015-06-18,2015,6,18,2,25,5,167.050003,168.720001,167.050003,168.25,3330900,166.864786,165.615165,#N/A,#N/A,#N/A,#N/A
2015-06-17,2015,6,17,2,25,4,167,167.850006,166.100006,167.169998,2863000,165.793676,166.864786,#N/A,#N/A,#N/A,#N/A
2015-06-16,2015,6,16,2,25,3,166.330002,167.399994,165.910004,166.839996,3249800,165.466391,165.793676,#N/A,#N/A,#N/A,#N/A
2015-06-15,2015,6,15,2,25,2,166.990005,166.990005,164.25,166.259995,4245700,164.891164,165.466391,#N/A,#N/A,#N/A,#N/A
2015-06-12,2015,6,12,2,24,6,168.229996,168.300003,166.690002,166.990005,3065100,165.615165,164.891164,#N/A,#N/A,#N/A,#N/A
2015-06-11,2015,6,11,2,24,5,169.259995,170.440002,168.539993,168.779999,3464000,167.390421,165.615165,#N/A,#N/A,#N/A,#N/A
2015-06-10,2015,6,10,2,24,4,166.490005,169.389999,166.059998,168.919998,4680500,167.529268,167.390421,#N/A,#N/A,#N/A,#N/A
2015-06-09,2015,6,9,2,24,3,165.339996,166.020004,163.369995,165.679993,3395900,164.315938,167.529268,#N/A,#N/A,#N/A,#N/A
2015-06-08,2015,6,8,2,24,2,167.169998,167.279999,165.020004,165.339996,3758700,163.978741,164.315938,#N/A,#N/A,#N/A,#N/A
2015-06-05,2015,6,5,2,23,6,168.25,168.910004,167.199997,167.399994,3100500,166.021778,163.978741,#N/A,#N/A,#N/A,#N/A
2015-06-04,2015,6,4,2,23,5,169.529999,170.600006,167.929993,168.380005,3079300,166.99372,166.021778,#N/A,#N/A,#N/A,#N/A
2015-06-03,2015,6,3,2,23,4,170.5,171.559998,169.630005,169.919998,2131000,168.521035,166.99372,#N/A,#N/A,#N/A,#N/A
2015-06-02,2015,6,2,2,23,3,169.660004,170.449997,168.429993,169.649994,2571400,168.253254,168.521035,#N/A,#N/A,#N/A,#N/A
2015-06-01,2015,6,1,2,23,2,170.210007,171.039993,169.029999,170.179993,2985500,168.778889,168.253254,#N/A,#N/A,#N/A,#N/A
2015-05-29,2015,5,29,2,22,6,171.350006,171.350006,169.649994,169.649994,4092000,168.253254,168.778889,#N/A,#N/A,#N/A,#N/A
2015-05-28,2015,5,28,2,22,5,171.449997,171.839996,170.660004,171.710007,1731400,170.296306,168.253254,#N/A,#N/A,#N/A,#N/A
2015-05-27,2015,5,27,2,22,4,171.160004,172.479996,170.490005,172,2764400,170.583912,170.296306,#N/A,#N/A,#N/A,#N/A
2015-05-26,2015,5,26,2,22,3,172.110001,172.119995,169.130005,170.130005,3854200,168.729313,170.583912,#N/A,#N/A,#N/A,#N/A
2015-05-22,2015,5,22,2,21,6,173.039993,173.389999,172.190002,172.220001,2849700,170.802102,168.729313,#N/A,#N/A,#N/A,#N/A
2015-05-21,2015,5,21,2,21,5,173.320007,174.139999,173.039993,173.339996,2295600,171.912876,170.802102,#N/A,#N/A,#N/A,#N/A
2015-05-20,2015,5,20,2,21,4,173.330002,174.440002,172.460007,173.759995,2300300,172.329416,171.912876,#N/A,#N/A,#N/A,#N/A
2015-05-19,2015,5,19,2,21,3,172.970001,173.75,171.929993,173.479996,2523000,172.051723,172.329416,#N/A,#N/A,#N/A,#N/A
2015-05-18,2015,5,18,2,21,2,173.440002,173.490005,172.300003,173.059998,1970600,171.635182,172.051723,#N/A,#N/A,#N/A,#N/A
2015-05-15,2015,5,15,2,20,6,173.910004,174.410004,172.600006,173.259995,2916600,171.833533,171.635182,#N/A,#N/A,#N/A,#N/A
2015-05-14,2015,5,14,2,20,5,173.5,174.399994,173.220001,174.050003,2439100,172.617037,171.833533,#N/A,#N/A,#N/A,#N/A
2015-05-13,2015,5,13,2,20,4,171.240005,172.740005,170.75,172.279999,2457500,170.861605,172.617037,#N/A,#N/A,#N/A,#N/A
2015-05-12,2015,5,12,2,20,3,170.550003,171.490005,168.839996,170.550003,2962400,169.145853,170.861605,#N/A,#N/A,#N/A,#N/A
2015-05-11,2015,5,11,2,20,2,172.649994,172.990005,170.860001,171.119995,2661000,169.711152,169.145853,#N/A,#N/A,#N/A,#N/A
2015-05-08,2015,5,8,2,19,6,172.940002,173.330002,172.240005,172.679993,3092600,171.258306,169.711152,#N/A,#N/A,#N/A,#N/A
2015-05-07,2015,5,7,2,19,5,169.630005,171.979996,169.039993,170.990005,2472000,169.582233,171.258306,#N/A,#N/A,#N/A,#N/A
2015-05-06,2015,5,6,2,19,4,172.899994,174.050003,168.860001,170.050003,3612600,168.649969,169.582233,#N/A,#N/A,#N/A,#N/A
2015-05-05,2015,5,5,2,19,3,173.509995,174.229996,171.960007,173.080002,3593600,170.365723,168.649969,#N/A,#N/A,#N/A,#N/A
2015-05-04,2015,5,4,2,19,2,174.470001,176.300003,173.699997,173.970001,4028000,171.241765,170.365723,#N/A,#N/A,#N/A,#N/A
2015-05-01,2015,5,1,2,18,6,173.199997,174,172.419998,173.669998,3312100,170.946467,171.241765,#N/A,#N/A,#N/A,#N/A
2015-04-30,2015,4,30,2,18,5,173.770004,174.279999,170.300003,171.289993,5062900,168.603786,170.946467,#N/A,#N/A,#N/A,#N/A
2015-04-29,2015,4,29,2,18,4,173.399994,175.130005,172.800003,174.399994,4518400,171.665015,168.603786,#N/A,#N/A,#N/A,#N/A
2015-04-28,2015,4,28,2,18,3,170.830002,174.690002,170.020004,173.919998,5816700,171.192546,171.665015,#N/A,#N/A,#N/A,#N/A
2015-04-27,2015,4,27,2,18,2,170.889999,171.490005,170.300003,170.729996,3168600,168.05257,171.192546,#N/A,#N/A,#N/A,#N/A
2015-04-24,2015,4,24,2,17,6,170.229996,170.850006,168.740005,169.779999,3888400,167.117471,168.05257,#N/A,#N/A,#N/A,#N/A
2015-04-23,2015,4,23,2,17,5,165.229996,171.910004,165.139999,170.240005,8235600,167.570264,167.117471,#N/A,#N/A,#N/A,#N/A
2015-04-22,2015,4,22,2,17,4,164.389999,166,162.889999,165.360001,4024800,162.766789,167.570264,#N/A,#N/A,#N/A,#N/A
2015-04-21,2015,4,21,2,17,3,166.070007,167.380005,164.050003,164.259995,9683600,161.684033,162.766789,#N/A,#N/A,#N/A,#N/A
2015-04-20,2015,4,20,2,17,2,162.100006,166.639999,161.899994,166.160004,9609200,163.554246,161.684033,#N/A,#N/A,#N/A,#N/A
2015-04-17,2015,4,17,2,16,6,161.75,161.860001,160.029999,160.669998,4314400,158.150336,163.554246,#N/A,#N/A,#N/A,#N/A
2015-04-16,2015,4,16,2,16,5,163.309998,163.979996,162.539993,163.130005,3136900,160.571764,158.150336,#N/A,#N/A,#N/A,#N/A
2015-04-15,2015,4,15,2,16,4,162.630005,164.960007,162.5,164.130005,3498800,161.556082,160.571764,#N/A,#N/A,#N/A,#N/A
2015-04-14,2015,4,14,2,16,3,162.419998,162.740005,160.789993,162.300003,2719300,159.754779,161.556082,#N/A,#N/A,#N/A,#N/A
2015-04-13,2015,4,13,2,16,2,162.369995,164,162.360001,162.380005,3868900,159.833526,159.754779,#N/A,#N/A,#N/A,#N/A
2015-04-10,2015,4,10,2,15,6,162.339996,163.330002,161.25,162.860001,2515700,160.305994,159.833526,#N/A,#N/A,#N/A,#N/A
2015-04-09,2015,4,9,2,15,5,161.699997,162.470001,160.720001,162.339996,2263500,159.794145,160.305994,#N/A,#N/A,#N/A,#N/A
2015-04-08,2015,4,8,2,15,4,161.720001,163.550003,161.009995,161.850006,2524300,159.311839,159.794145,#N/A,#N/A,#N/A,#N/A
2015-04-07,2015,4,7,2,15,3,161.669998,163.839996,161.619995,162.070007,3148000,159.52839,159.311839,#N/A,#N/A,#N/A,#N/A
2015-04-06,2015,4,6,2,15,2,159.690002,162.800003,158.699997,162.039993,3465700,159.498846,159.52839,#N/A,#N/A,#N/A,#N/A
2015-04-02,2015,4,2,2,14,5,159.520004,162.539993,158.889999,160.449997,4671600,157.933785,159.498846,#N/A,#N/A,#N/A,#N/A
2015-04-01,2015,4,1,2,14,4,160.229996,160.619995,158.389999,159.179993,3700800,156.683697,157.933785,#N/A,#N/A,#N/A,#N/A
2015-03-31,2015,3,31,1,14,3,161.080002,162.330002,160.399994,160.5,4255400,157.983004,156.683697,#N/A,#N/A,#N/A,#N/A
2015-03-30,2015,3,30,1,14,2,161.309998,163.600006,161.25,162.669998,4138000,160.118971,157.983004,#N/A,#N/A,#N/A,#N/A
2015-03-27,2015,3,27,1,13,6,160.789993,160.899994,159.229996,160.399994,3477900,157.884566,160.118971,#N/A,#N/A,#N/A,#N/A
2015-03-26,2015,3,26,1,13,5,159.270004,161.25,158.910004,160.589996,4396000,158.071589,157.884566,#N/A,#N/A,#N/A,#N/A
2015-03-25,2015,3,25,1,13,4,163.080002,163.080002,159.199997,159.199997,5428900,156.703387,158.071589,#N/A,#N/A,#N/A,#N/A
2015-03-24,2015,3,24,1,13,3,164.789993,164.889999,162.899994,163,4346100,160.443798,156.703387,#N/A,#N/A,#N/A,#N/A
2015-03-23,2015,3,23,1,13,2,162.770004,165.350006,162.729996,164.630005,5930100,162.048241,160.443798,#N/A,#N/A,#N/A,#N/A
2015-03-20,2015,3,20,1,12,6,160.949997,163,160.350006,162.880005,9006400,160.325685,162.048241,#N/A,#N/A,#N/A,#N/A
2015-03-19,2015,3,19,1,12,5,159.699997,160.919998,158.809998,159.809998,3878600,157.303822,160.325685,#N/A,#N/A,#N/A,#N/A
2015-03-18,2015,3,18,1,12,4,156.850006,160.699997,155.800003,159.809998,5738800,157.303822,157.303822,#N/A,#N/A,#N/A,#N/A
2015-03-17,2015,3,17,1,12,3,156.199997,157.289993,155.369995,156.960007,3311700,154.498525,157.303822,#N/A,#N/A,#N/A,#N/A
2015-03-16,2015,3,16,1,12,2,155.050003,157.089996,154.800003,157.080002,3749600,154.616639,154.498525,#N/A,#N/A,#N/A,#N/A
2015-03-13,2015,3,13,1,11,6,157.460007,157.520004,153.399994,154.279999,6064100,151.860546,154.616639,#N/A,#N/A,#N/A,#N/A
2015-03-12,2015,3,12,1,11,5,156.270004,158.720001,156.270004,157.979996,4567300,155.502519,151.860546,#N/A,#N/A,#N/A,#N/A
2015-03-11,2015,3,11,1,11,4,158.570007,159.139999,155.940002,156.800003,5709900,154.341031,155.502519,#N/A,#N/A,#N/A,#N/A
2015-03-10,2015,3,10,1,11,3,159.600006,160.229996,157.809998,157.809998,4601000,155.335186,154.341031,#N/A,#N/A,#N/A,#N/A
2015-03-09,2015,3,9,1,11,2,158.199997,161.149994,158.199997,160.770004,5193900,158.248774,155.335186,#N/A,#N/A,#N/A,#N/A
2015-03-06,2015,3,6,1,10,6,160.190002,161.440002,158.059998,158.5,4540200,156.014368,158.248774,#N/A,#N/A,#N/A,#N/A
2015-03-05,2015,3,5,1,10,5,159.860001,161.5,159.699997,161.179993,3791700,158.652332,156.014368,#N/A,#N/A,#N/A,#N/A
2015-03-04,2015,3,4,1,10,4,160.539993,160.559998,158.720001,159.419998,3633600,156.919939,158.652332,#N/A,#N/A,#N/A,#N/A
2015-03-03,2015,3,3,1,10,3,160.270004,161.75,160,161.029999,3234400,158.504691,156.919939,#N/A,#N/A,#N/A,#N/A
2015-03-02,2015,3,2,1,10,2,161.940002,161.940002,159.809998,160.479996,5917900,157.963313,158.504691,#N/A,#N/A,#N/A,#N/A
2015-02-27,2015,2,27,1,9,6,160.869995,162.289993,160.160004,161.940002,4410000,159.400424,157.963313,#N/A,#N/A,#N/A,#N/A
2015-02-26,2015,2,26,1,9,5,163.740005,164.139999,159.770004,160.869995,7110800,158.347196,159.400424,#N/A,#N/A,#N/A,#N/A
2015-02-25,2015,2,25,1,9,4,164.940002,164.960007,162.580002,162.809998,4004600,160.256775,158.347196,#N/A,#N/A,#N/A,#N/A
2015-02-24,2015,2,24,1,9,3,162.490005,164.990005,161.509995,164.830002,4701600,162.245101,160.256775,#N/A,#N/A,#N/A,#N/A
2015-02-23,2015,2,23,1,9,2,164.229996,164.399994,162.5,162.910004,2714400,160.355213,162.245101,#N/A,#N/A,#N/A,#N/A
2015-02-20,2015,2,20,1,8,6,163.639999,164.339996,162.089996,163.649994,3353000,161.083599,160.355213,#N/A,#N/A,#N/A,#N/A
2015-02-19,2015,2,19,1,8,5,162.050003,164.490005,161.440002,163.889999,3504400,161.31984,161.083599,#N/A,#N/A,#N/A,#N/A
2015-02-18,2015,2,18,1,8,4,161.860001,162.470001,160.639999,162.190002,4358400,159.646503,161.31984,#N/A,#N/A,#N/A,#N/A
2015-02-17,2015,2,17,1,8,3,159.75,161.410004,159.729996,160.960007,2894500,158.435796,159.646503,#N/A,#N/A,#N/A,#N/A
2015-02-13,2015,2,13,1,7,6,158.779999,160.800003,158.639999,160.399994,3706900,157.884566,158.435796,#N/A,#N/A,#N/A,#N/A
2015-02-12,2015,2,12,1,7,5,158.720001,159.5,158.089996,158.520004,3333100,156.034059,157.884566,#N/A,#N/A,#N/A,#N/A
2015-02-11,2015,2,11,1,7,4,157.759995,159.089996,157.169998,158.199997,3626700,155.71907,156.034059,#N/A,#N/A,#N/A,#N/A
2015-02-10,2015,2,10,1,7,3,156.740005,158.559998,155.080002,158.559998,4440600,156.073425,155.71907,#N/A,#N/A,#N/A,#N/A
2015-02-09,2015,2,9,1,7,2,156,157.5,155.399994,155.75,3057700,153.307494,156.073425,#N/A,#N/A,#N/A,#N/A
2015-02-06,2015,2,6,1,6,6,157.339996,158.080002,156.229996,156.720001,3225000,154.262284,153.307494,#N/A,#N/A,#N/A,#N/A
2015-02-05,2015,2,5,1,6,5,157.289993,158.589996,157.149994,157.910004,5253600,154.350876,154.262284,#N/A,#N/A,#N/A,#N/A
2015-02-04,2015,2,4,1,6,4,157.210007,158.710007,156.699997,156.960007,3678500,153.422291,154.350876,#N/A,#N/A,#N/A,#N/A
2015-02-03,2015,2,3,1,6,3,154.75,158.600006,154.75,158.470001,5539400,154.898252,153.422291,#N/A,#N/A,#N/A,#N/A
2015-02-02,2015,2,2,1,6,2,154,154.660004,151.509995,154.660004,4712200,151.174128,154.898252,#N/A,#N/A,#N/A,#N/A
2015-01-30,2015,1,30,1,5,6,153.910004,155.240005,153.039993,153.309998,6563600,149.85455,151.174128,#N/A,#N/A,#N/A,#N/A
2015-01-29,2015,1,29,1,5,5,151.380005,155.580002,149.520004,155.479996,8320800,151.975638,149.85455,#N/A,#N/A,#N/A,#N/A
2015-01-28,2015,1,28,1,5,4,154,154.529999,151.550003,151.550003,4495900,148.134224,151.975638,#N/A,#N/A,#N/A,#N/A
2015-01-27,2015,1,27,1,5,3,154.940002,155.089996,152.589996,153.669998,5659600,150.206436,148.134224,#N/A,#N/A,#N/A,#N/A
2015-01-26,2015,1,26,1,5,2,158.259995,159.460007,155.770004,156.360001,7888100,152.835809,150.206436,#N/A,#N/A,#N/A,#N/A
2015-01-23,2015,1,23,1,4,6,155.029999,157.600006,154.889999,155.869995,4834800,152.356848,152.835809,#N/A,#N/A,#N/A,#N/A
2015-01-22,2015,1,22,1,4,5,151.940002,155.720001,151.759995,155.389999,6120100,151.88767,152.356848,#N/A,#N/A,#N/A,#N/A
2015-01-21,2015,1,21,1,4,4,153.029999,154.5,151.070007,152.089996,11897100,148.662046,151.88767,#N/A,#N/A,#N/A,#N/A
2015-01-20,2015,1,20,1,4,3,156.699997,157.330002,154.029999,156.949997,8392800,153.412507,148.662046,#N/A,#N/A,#N/A,#N/A
2015-01-16,2015,1,16,1,3,6,153.820007,157.630005,153.820007,157.139999,5756000,153.598227,153.412507,#N/A,#N/A,#N/A,#N/A
2015-01-15,2015,1,15,1,3,5,156.690002,156.970001,154.160004,154.570007,4248400,151.08616,153.598227,#N/A,#N/A,#N/A,#N/A
2015-01-14,2015,1,14,1,3,4,154.860001,156.490005,153.740005,155.800003,4690300,152.288433,151.08616,#N/A,#N/A,#N/A,#N/A
