ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,market_session,market_session_lower,market_session_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,returns_lag_1,returns_lag_1_lower,returns_lag_1_upper,volatility_lag_5,volatility_lag_5_lower,volatility_lag_5_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2025-08-20 22:00:00,1.3499885437006949,1.3441731976558335,1.3478213975630102,1.3499885437006949,1.3499885437006949,7.18290593649494e-05,7.18290593649494e-05,7.18290593649494e-05,3.424789743450131e-05,3.424789743450131e-05,3.424789743450131e-05,-0.002984154688949958,-0.002984154688949958,-0.002984154688949958,2.7564242436520463e-05,2.7564242436520463e-05,2.7564242436520463e-05,1.0016919493927626e-05,1.0016919493927626e-05,1.0016919493927626e-05,-0.003055983748314907,-0.003055983748314907,-0.003055983748314907,0.0,0.0,0.0,1.3459599690579818
2025-08-20 23:00:00,1.349920507679996,1.3441354277929107,1.3477067493758343,1.349920507679996,1.349920507679996,1.0340756259931519e-05,1.0340756259931519e-05,1.0340756259931519e-05,3.424789743450131e-05,3.424789743450131e-05,3.424789743450131e-05,-0.0029416669216849414,-0.0029416669216849414,-0.0029416669216849414,-4.679120945157028e-05,-4.679120945157028e-05,-4.679120945157028e-05,2.2884068277000485e-05,2.2884068277000485e-05,2.2884068277000485e-05,-0.0029520076779448725,-0.0029520076779448725,-0.0029520076779448725,0.0,0.0,0.0,1.3459494911756495
2025-08-21 00:00:00,1.3498524716592972,1.3446280789600134,1.348318313545748,1.3498524716592972,1.3498524716592972,0.0002975010181803988,0.0002975010181803988,0.0002975010181803988,8.64816873136317e-06,8.64816873136317e-06,8.64816873136317e-06,-0.0025677679818171817,-0.0025677679818171817,-0.0025677679818171817,0.00023208187756707438,0.00023208187756707438,0.00023208187756707438,5.677097188196123e-05,5.677097188196123e-05,5.677097188196123e-05,-0.00286526899999758,-0.00286526899999758,-0.00286526899999758,0.0,0.0,0.0,1.3463863637023936
2025-08-21 01:00:00,1.3497844356385986,1.3439603539788567,1.3474839278498492,1.3497844356385986,1.3497844356385986,-0.00019046911424508374,-0.00019046911424508374,-0.00019046911424508374,8.64816873136317e-06,8.64816873136317e-06,8.64816873136317e-06,-0.002986242412262873,-0.002986242412262873,-0.002986242412262873,-0.00023261992024127347,-0.00023261992024127347,-0.00023261992024127347,3.3502637264826546e-05,3.3502637264826546e-05,3.3502637264826546e-05,-0.0027957732980177894,-0.0027957732980177894,-0.0027957732980177894,0.0,0.0,0.0,1.3457536521094824
2025-08-21 02:00:00,1.3497163996178998,1.3440189177621564,1.3479259495284952,1.3497163996178998,1.3497163996178998,0.00010178362416384277,0.00010178362416384277,0.00010178362416384277,8.64816873136317e-06,8.64816873136317e-06,8.64816873136317e-06,-0.002641432284798869,-0.002641432284798869,-0.002641432284798869,6.007927110726197e-05,6.007927110726197e-05,6.007927110726197e-05,3.3056184325217636e-05,3.3056184325217636e-05,3.3056184325217636e-05,-0.0027432159089627113,-0.0027432159089627113,-0.0027432159089627113,0.0,0.0,0.0,1.3461512151446267
2025-08-21 03:00:00,1.3496483635972012,1.3433996587569639,1.3474976249592916,1.3496483635972012,1.3496483635972012,-0.00016155168804444584,-0.00016155168804444584,-0.00016155168804444584,8.64816873136317e-06,8.64816873136317e-06,8.64816873136317e-06,-0.002868539263898413,-0.002868539263898413,-0.002868539263898413,-0.00019541687584501624,-0.00019541687584501624,-0.00019541687584501624,2.5217019069207208e-05,2.5217019069207208e-05,2.5217019069207208e-05,-0.002706987575853967,-0.002706987575853967,-0.002706987575853967,0.0,0.0,0.0,1.3457768442737663
2025-08-21 04:00:00,1.3495803275765026,1.3437560081804851,1.3476220438275968,1.3495803275765026,1.3495803275765026,7.880478777891309e-05,7.880478777891309e-05,7.880478777891309e-05,8.64816873136317e-06,8.64816873136317e-06,8.64816873136317e-06,-0.002607379375884426,-0.002607379375884426,-0.002607379375884426,4.6119122699073575e-05,4.6119122699073575e-05,4.6119122699073575e-05,2.4037496348476338e-05,2.4037496348476338e-05,2.4037496348476338e-05,-0.0026861841636633393,-0.0026861841636633393,-0.0026861841636633393,0.0,0.0,0.0,1.3460614596642804
2025-08-21 05:00:00,1.3495122915558038,1.3433599548389135,1.3473216981432243,1.3495122915558038,1.3495122915558038,2.632879532603891e-06,2.632879532603891e-06,2.632879532603891e-06,8.64816873136317e-06,8.64816873136317e-06,8.64816873136317e-06,-0.002676987432284808,-0.002676987432284808,-0.002676987432284808,-5.1423934368739856e-05,-5.1423934368739856e-05,-5.1423934368739856e-05,4.5408645169980574e-05,4.5408645169980574e-05,4.5408645169980574e-05,-0.002679620311817412,-0.002679620311817412,-0.002679620311817412,0.0,0.0,0.0,1.345899664111595
2025-08-21 06:00:00,1.3494442555351052,1.3440039053641966,1.3474593009393676,1.3494442555351052,1.3494442555351052,0.00010543137199008027,0.00010543137199008027,0.00010543137199008027,8.64816873136317e-06,8.64816873136317e-06,8.64816873136317e-06,-0.002580415474313196,-0.002580415474313196,-0.002580415474313196,4.1467433803246574e-05,4.1467433803246574e-05,4.1467433803246574e-05,5.531576945547053e-05,5.531576945547053e-05,5.531576945547053e-05,-0.002685846846303276,-0.002685846846303276,-0.002685846846303276,0.0,0.0,0.0,1.3459621286963994
2025-08-21 07:00:00,1.3493762195144063,1.3435757242410138,1.3474600737831433,1.3493762195144063,1.3493762195144063,-0.0001818762305027025,-0.0001818762305027025,-0.0001818762305027025,8.64816873136317e-06,8.64816873136317e-06,8.64816873136317e-06,-0.002885047956763257,-0.002885047956763257,-0.002885047956763257,-0.00023707179667673459,-0.00023707179667673459,-0.00023707179667673459,4.6547397442668925e-05,4.6547397442668925e-05,4.6547397442668925e-05,-0.002703171726260555,-0.002703171726260555,-0.002703171726260555,0.0,0.0,0.0,1.3454832044093914
