,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,atr,atr_lower,atr_upper,daily,daily_lower,daily_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,ma_20,ma_20_lower,ma_20_upper,ma_50,ma_50_lower,ma_50_upper,macd,macd_lower,macd_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rsi,rsi_lower,rsi_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2024-09-10 23:00:00,0.8293889673786162,0.844512840140276,0.852025461614978,0.8293889673786162,0.8293889673786162,0.0010842006080358736,0.0010842006080358736,0.0010842006080358736,0.010120789181200822,0.010120789181200822,0.010120789181200822,0.022051245253799038,0.022051245253799038,0.022051245253799038,-0.0002992450690821182,-0.0002992450690821182,-0.0002992450690821182,0.01724706577644089,0.01724706577644089,0.01724706577644089,0.004237885498903042,0.004237885498903042,0.004237885498903042,0.022850981689553122,0.022850981689553122,0.022850981689553122,-0.00021866156049865073,-0.00021866156049865073,-0.00021866156049865073,0.0,0.0,0.0,-0.02703697448938184,-0.02703697448938184,-0.02703697448938184,0.017715921743935104,0.017715921743935104,0.017715921743935104,0.0,0.0,0.0,0.8483413194857022
1,2024-09-11 23:00:00,0.8293537067781002,0.8469809944152469,0.8543913467867807,0.8293537067781002,0.8293537067781002,0.0010842006080358736,0.0010842006080358736,0.0010842006080358736,0.010120789181130466,0.010120789181130466,0.010120789181130466,0.02257540580542443,0.02257540580542443,0.02257540580542443,-0.0002992450690821182,-0.0002992450690821182,-0.0002992450690821182,0.01724706577644089,0.01724706577644089,0.01724706577644089,0.004762046050528432,0.004762046050528432,0.004762046050528432,0.025813201825669152,0.025813201825669152,0.025813201825669152,-0.00021866156049865073,-0.00021866156049865073,-0.00021866156049865073,0.0,0.0,0.0,-0.02528630788976051,-0.02528630788976051,-0.02528630788976051,0.018403314728874767,0.018403314728874767,0.018403314728874767,0.0,0.0,0.0,0.8507619813960301
2,2024-09-12 23:00:00,0.829318446177584,0.8449431794774305,0.8521126576644473,0.829318446177584,0.829318446177584,0.0010842006080358736,0.0010842006080358736,0.0010842006080358736,0.010120789181170278,0.010120789181170278,0.010120789181170278,0.022389601680365932,0.022389601680365932,0.022389601680365932,-0.0002992450690821182,-0.0002992450690821182,-0.0002992450690821182,0.01724706577644089,0.01724706577644089,0.01724706577644089,0.004576241925469938,0.004576241925469938,0.004576241925469938,0.023069001826883304,0.023069001826883304,0.023069001826883304,-0.00021866156049865073,-0.00021866156049865073,-0.00021866156049865073,0.0,0.0,0.0,-0.028110863756618643,-0.028110863756618643,-0.028110863756618643,0.018669474721965732,0.018669474721965732,0.018669474721965732,0.0,0.0,0.0,0.8484499949275227
3,2024-09-15 23:00:00,0.8292126643760358,0.8453018011528804,0.8522918121053984,0.8292126643760358,0.8292126643760358,0.0010842006080358736,0.0010842006080358736,0.0010842006080358736,0.010120789181138281,0.010120789181138281,0.010120789181138281,0.021989306901488717,0.021989306901488717,0.021989306901488717,-0.0002992450690821182,-0.0002992450690821182,-0.0002992450690821182,0.01724706577644089,0.01724706577644089,0.01724706577644089,0.004175947146592722,0.004175947146592722,0.004175947146592722,0.023736583830266736,0.023736583830266736,0.023736583830266736,-0.00021866156049865073,-0.00021866156049865073,-0.00021866156049865073,0.0,0.0,0.0,-0.026317209425305375,-0.026317209425305375,-0.026317209425305375,0.017943697172945115,0.017943697172945115,0.017943697172945115,0.0,0.0,0.0,0.8488953402971164
4,2024-09-16 23:00:00,0.8291774037755196,0.843648786707651,0.8506899017322536,0.8291774037755196,0.8291774037755196,0.0010842006080358736,0.0010842006080358736,0.0010842006080358736,0.010120789181178091,0.010120789181178091,0.010120789181178091,0.02128805692420201,0.02128805692420201,0.02128805692420201,-0.0002992450690821182,-0.0002992450690821182,-0.0002992450690821182,0.01724706577644089,0.01724706577644089,0.01724706577644089,0.0034746971693060138,0.0034746971693060138,0.0034746971693060138,0.021529498946894873,0.021529498946894873,0.021529498946894873,-0.00021866156049865073,-0.00021866156049865073,-0.00021866156049865073,0.0,0.0,0.0,-0.027354992740507067,-0.027354992740507067,-0.027354992740507067,0.01747564558202184,0.01747564558202184,0.01747564558202184,0.0,0.0,0.0,0.8470291778168937
5,2024-09-17 23:00:00,0.8291421431750036,0.8433141396093197,0.850220631411957,0.8291421431750036,0.8291421431750036,0.0010842006080358736,0.0010842006080358736,0.0010842006080358736,0.010120789181217902,0.010120789181217902,0.010120789181217902,0.021173205759654812,0.021173205759654812,0.021173205759654812,-0.0002992450690821182,-0.0002992450690821182,-0.0002992450690821182,0.01724706577644089,0.01724706577644089,0.01724706577644089,0.0033598460047588163,0.0033598460047588163,0.0033598460047588163,0.021263357307741964,0.021263357307741964,0.021263357307741964,-0.00021866156049865073,-0.00021866156049865073,-0.00021866156049865073,0.0,0.0,0.0,-0.0270369744893788,-0.0270369744893788,-0.0270369744893788,0.01700633685624805,0.01700633685624805,0.01700633685624805,0.0,0.0,0.0,0.8467724888242405
6,2024-09-18 23:00:00,0.8291068825744875,0.8443749086936753,0.8514831401741251,0.8291068825744875,0.8291068825744875,0.0010842006080358736,0.0010842006080358736,0.0010842006080358736,0.010120789181147548,0.010120789181147548,0.010120789181147548,0.021286351361036286,0.021286351361036286,0.021286351361036286,-0.0002992450690821182,-0.0002992450690821182,-0.0002992450690821182,0.01724706577644089,0.01724706577644089,0.01724706577644089,0.0034729916061402885,0.0034729916061402885,0.0034729916061402885,0.02270537736748498,0.02270537736748498,0.02270537736748498,-0.00021866156049865073,-0.00021866156049865073,-0.00021866156049865073,0.0,0.0,0.0,-0.025286307889774845,-0.025286307889774845,-0.025286307889774845,0.01658454471507599,0.01658454471507599,0.01658454471507599,0.0,0.0,0.0,0.8479320672213203
7,2024-09-19 23:00:00,0.8290716219739716,0.841975779446922,0.8489608922362567,0.8290716219739716,0.8290716219739716,0.0010842006080358736,0.0010842006080358736,0.0010842006080358736,0.010120789181146096,0.010120789181146096,0.010120789181146096,0.021463704294258142,0.021463704294258142,0.021463704294258142,-0.0002992450690821182,-0.0002992450690821182,-0.0002992450690821182,0.01724706577644089,0.01724706577644089,0.01724706577644089,0.0036503445393621468,0.0036503445393621468,0.0036503445393621468,0.019720550427321994,0.019720550427321994,0.019720550427321994,-0.00021866156049865073,-0.00021866156049865073,-0.00021866156049865073,0.0,0.0,0.0,-0.02811086375650931,-0.02811086375650931,-0.02811086375650931,0.016246920708427065,0.016246920708427065,0.016246920708427065,0.0,0.0,0.0,0.8454213707029709
8,2024-09-22 23:00:00,0.8289658400913335,0.8435244868740263,0.8510021664823503,0.8289658400913335,0.8289658400913335,0.0010842006080358736,0.0010842006080358736,0.0010842006080358736,0.010120789181155363,0.010120789181155363,0.010120789181155363,0.022200212396760052,0.022200212396760052,0.022200212396760052,-0.0002992450690821182,-0.0002992450690821182,-0.0002992450690821182,0.01724706577644089,0.01724706577644089,0.01724706577644089,0.004386852641864054,0.004386852641864054,0.004386852641864054,0.021939176904682493,0.021939176904682493,0.021939176904682493,-0.00021866156049865073,-0.00021866156049865073,-0.00021866156049865073,0.0,0.0,0.0,-0.026317209425116055,-0.026317209425116055,-0.026317209425116055,0.015935384751883136,0.015935384751883136,0.015935384751883136,0.0,0.0,0.0,0.8471526683050359
9,2024-09-23 23:00:00,0.8289305794637873,0.8427498175734213,0.8498030043769643,0.8289305794637873,0.8289305794637873,0.0010842006080358736,0.0010842006080358736,0.0010842006080358736,0.010120789181195172,0.010120789181195172,0.010120789181195172,0.022000079024713317,0.022000079024713317,0.022000079024713317,-0.0002992450690821182,-0.0002992450690821182,-0.0002992450690821182,0.01724706577644089,0.01724706577644089,0.01724706577644089,0.004186719269817321,0.004186719269817321,0.004186719269817321,0.02084608059201786,0.02084608059201786,0.02084608059201786,-0.00021866156049865073,-0.00021866156049865073,-0.00021866156049865073,0.0,0.0,0.0,-0.027354992740545255,-0.027354992740545255,-0.027354992740545255,0.016080205126654628,0.016080205126654628,0.016080205126654628,0.0,0.0,0.0,0.8462105331284775
