ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,day_sin,day_sin_lower,day_sin_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,hour_sin,hour_sin_lower,hour_sin_upper,market_session,market_session_lower,market_session_upper,momentum_lag_20,momentum_lag_20_lower,momentum_lag_20_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,return_regime,return_regime_lower,return_regime_upper,volatility_lag_20,volatility_lag_20_lower,volatility_lag_20_upper,volatility_regime,volatility_regime_lower,volatility_regime_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2025-02-20 00:00:00,150.899263598114,149.35221840458135,151.85241902880244,150.899263598114,150.899263598114,-0.00011344213928999073,-0.00011344213928999073,-0.00011344213928999073,-0.00121147156403473,-0.00121147156403473,-0.00121147156403473,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,-0.004084774568499677,-0.004084774568499677,-0.004084774568499677,-0.0012115705640367417,-0.0012115705640367417,-0.0012115705640367417,-0.00012783323901454716,-0.00012783323901454716,-0.00012783323901454716,0.0015790052303336314,0.0015790052303336314,0.0015790052303336314,-0.00027857924139233683,-0.00027857924139233683,-0.00027857924139233683,-9.900000201177803e-08,-9.900000201177803e-08,-9.900000201177803e-08,0.0,0.0,0.0,150.7164384922037
2025-02-21 00:00:00,150.78314157632764,149.15358310820372,151.79096181852722,150.78314157632764,150.78314157632764,0.0006213727650505906,0.0006213727650505906,0.0006213727650505906,-0.002415578920129768,-0.002415578920129768,-0.002415578920129768,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,-0.00619496933097805,-0.00619496933097805,-0.00619496933097805,-0.002349321956944838,-0.002349321956944838,-0.002349321956944838,-0.00012783323901454716,-0.00012783323901454716,-0.00012783323901454716,0.001750277732376384,0.001750277732376384,0.001750277732376384,-0.00027857924139233683,-0.00027857924139233683,-0.00027857924139233683,6.625696318492949e-05,6.625696318492949e-05,6.625696318492949e-05,0.0,0.0,0.0,150.42890343108525
2025-02-24 00:00:00,150.43477551096856,147.7802089771235,150.6437705754009,150.43477551096856,150.43477551096856,0.0002539653128803,0.0002539653128803,0.0002539653128803,-0.008027621826551482,-0.008027621826551482,-0.008027621826551482,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,-0.008589236560268238,-0.008589236560268238,-0.008589236560268238,-0.007689796492730714,-0.007689796492730714,-0.007689796492730714,-0.0022279507371106796,-0.0022279507371106796,-0.0022279507371106796,0.0010000270055112817,0.0010000270055112817,0.0010000270055112817,-0.00027857924139233683,-0.00027857924139233683,-0.00027857924139233683,0.0003378253338207667,0.0003378253338207667,0.0003378253338207667,0.0,0.0,0.0,149.2779627018596
2025-02-25 00:00:00,150.3186534891822,148.50350796895844,150.48230294384285,150.3186534891822,150.3186534891822,-0.00040808003960125794,-0.00040808003960125794,-0.00040808003960125794,-0.00602885674570065,-0.00602885674570065,-0.00602885674570065,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,-0.008002177678897283,-0.008002177678897283,-0.008002177678897283,-0.0055710282527622525,-0.0055710282527622525,-0.0055710282527622525,-0.00012783323901454716,-0.00012783323901454716,-0.00012783323901454716,0.0009736610593765839,0.0009736610593765839,0.0009736610593765839,-0.00027857924139233683,-0.00027857924139233683,-0.00027857924139233683,0.00045782849293839797,0.00045782849293839797,0.00045782849293839797,0.0,0.0,0.0,149.4812240236768
2025-02-26 00:00:00,150.20253146739583,148.5124030399609,150.7495022646567,150.20253146739583,150.20253146739583,-0.0005715917384001439,-0.0005715917384001439,-0.0005715917384001439,-0.004269811489828485,-0.004269811489828485,-0.004269811489828485,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,-0.005986400335715923,-0.005986400335715923,-0.005986400335715923,-0.0030817627830424204,-0.0030817627830424204,-0.0030817627830424204,-0.00012783323901454716,-0.00012783323901454716,-0.00012783323901454716,0.0008804406708662752,0.0008804406708662752,0.0008804406708662752,-0.00027857924139233683,-0.00027857924139233683,-0.00027857924139233683,0.0011880487067860643,0.0011880487067860643,0.0011880487067860643,0.0,0.0,0.0,149.73964289600084
2025-02-27 00:00:00,150.0864094279851,147.9577365427626,150.49283437468335,150.0864094279851,150.0864094279851,-0.00011344213928999073,-0.00011344213928999073,-0.00011344213928999073,-0.005854319951903815,-0.005854319951903815,-0.005854319951903815,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,-0.008211027167977964,-0.008211027167977964,-0.008211027167977964,-0.0058544189519028475,-0.0058544189519028475,-0.0058544189519028475,-0.00012783323901454716,-0.00012783323901454716,-0.00012783323901454716,0.0010624094419428329,0.0010624094419428329,0.0010624094419428329,-0.00027857924139233683,-0.00027857924139233683,-0.00027857924139233683,-9.89999990320652e-08,-9.89999990320652e-08,-9.89999990320652e-08,0.0,0.0,0.0,149.20774070820684
2025-02-28 00:00:00,149.97028738857435,148.27232803475832,150.47029089429654,149.97028738857435,149.97028738857435,0.0006213727650505906,0.0006213727650505906,0.0006213727650505906,-0.004963545847945571,-0.004963545847945571,-0.004963545847945571,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,-0.008001125132650111,-0.008001125132650111,-0.008001125132650111,-0.004897288884761688,-0.004897288884761688,-0.004897288884761688,-0.00012783323901454716,-0.00012783323901454716,-0.00012783323901454716,0.0010620395372696303,0.0010620395372696303,0.0010620395372696303,-0.0003321521724293247,-0.0003321521724293247,-0.0003321521724293247,6.625696318388258e-05,6.625696318388258e-05,6.625696318388258e-05,0.0,0.0,0.0,149.23583956710178
2025-03-03 00:00:00,149.62192127034214,148.37836802670304,150.83648065242582,149.62192127034214,149.62192127034214,0.0002539653128803,0.0002539653128803,0.0002539653128803,-0.0007345378845361568,-0.0007345378845361568,-0.0007345378845361568,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,-0.004513014138397215,-0.004513014138397215,-0.004513014138397215,-0.0003967125507125796,-0.0003967125507125796,-0.0003967125507125796,0.001972284259081585,0.001972284259081585,0.001972284259081585,0.0006059557708701858,0.0006059557708701858,0.0006059557708701858,-0.0008678814827992038,-0.0008678814827992038,-0.0008678814827992038,0.0003378253338235771,0.0003378253338235771,0.0003378253338235771,0.0,0.0,0.0,149.56256437631245
2025-03-04 00:00:00,149.505799213532,148.3848721512448,150.55506618953183,149.505799213532,149.505799213532,-0.00040808003960125794,-0.00040808003960125794,-0.00040808003960125794,-0.0014079669879540745,-0.0014079669879540745,-0.0014079669879540745,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,-0.005256700975265144,-0.005256700975265144,-0.005256700975265144,-0.0009501384950168477,-0.0009501384950168477,-0.0009501384950168477,0.001972284259081585,0.001972284259081585,0.001972284259081585,0.0009632483395428398,0.0009632483395428398,0.0009632483395428398,-0.0004928709655402886,-0.0004928709655402886,-0.0004928709655402886,0.00045782849293722687,0.00045782849293722687,0.00045782849293722687,0.0,0.0,0.0,149.36374799847096
2025-03-05 00:00:00,149.3896771567218,147.43396218916573,149.33183607475723,149.3896771567218,149.3896771567218,-0.0005715917384001439,-0.0005715917384001439,-0.0005715917384001439,-0.008909506580836956,-0.008909506580836956,-0.008909506580836956,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,0.0009070761969140954,-0.007417457863768035,-0.007417457863768035,-0.007417457863768035,-0.007721457874047539,-0.007721457874047539,-0.007721457874047539,-0.0022279507371106796,-0.0022279507371106796,-0.0022279507371106796,0.0005219416405238792,0.0005219416405238792,0.0005219416405238792,-0.0010286002759101675,-0.0010286002759101675,-0.0010286002759101675,0.001188048706789416,0.001188048706789416,0.001188048706789416,0.0,0.0,0.0,148.2361710577386
