,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,atr,atr_lower,atr_upper,cci,cci_lower,cci_upper,daily,daily_lower,daily_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,ma_20,ma_20_lower,ma_20_upper,ma_50,ma_50_lower,ma_50_upper,macd,macd_lower,macd_upper,momentum_10,momentum_10_lower,momentum_10_upper,momentum_5,momentum_5_lower,momentum_5_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rsi,rsi_lower,rsi_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,williams_r,williams_r_lower,williams_r_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2024-09-10 23:00:00,98.23005585369872,141.8311344941693,142.58034781047525,98.23005585369872,98.23005585369872,-0.00019103363123531262,-0.00019103363123531262,-0.00019103363123531262,0.0001591542652171332,0.0001591542652171332,0.0001591542652171332,1.035505366991263,1.035505366991263,1.035505366991263,-0.005850537684307256,-0.005850537684307256,-0.005850537684307256,0.00041436309712751166,0.00041436309712751166,0.00041436309712751166,-0.006619622805206793,-0.006619622805206793,-0.006619622805206793,-9.878590448706405e-06,-9.878590448706405e-06,-9.878590448706405e-06,0.00010937938452071084,0.00010937938452071084,0.00010937938452071084,0.0001105516620445515,0.0001105516620445515,0.0001105516620445515,0.44767994931491234,0.44767994931491234,0.44767994931491234,0.00023293063140329256,0.00023293063140329256,0.00023293063140329256,0.0,0.0,0.0,0.0037290937762058008,0.0037290937762058008,0.0037290937762058008,-5.638169772964475e-05,-5.638169772964475e-05,-5.638169772964475e-05,-0.5857039737682492,-0.5857039737682492,-0.5857039737682492,0.0,0.0,0.0,142.20568227948357
1,2024-09-11 23:00:00,98.02167633341286,141.78328471745093,142.51591098509115,98.02167633341286,98.02167633341286,-0.00019103363123531262,-0.00019103363123531262,-0.00019103363123531262,0.0001591542652171332,0.0001591542652171332,0.0001591542652171332,1.0355053669813263,1.0355053669813263,1.0355053669813263,-0.005639880947771862,-0.005639880947771862,-0.005639880947771862,0.00041436309712751166,0.00041436309712751166,0.00041436309712751166,-0.006619622805206793,-0.006619622805206793,-0.006619622805206793,0.00020077814608668854,0.00020077814608668854,0.00020077814608668854,0.00010937938452071084,0.00010937938452071084,0.00010937938452071084,0.0001105516620445515,0.0001105516620445515,0.0001105516620445515,0.4500554285891927,0.4500554285891927,0.4500554285891927,0.00023293063140329256,0.00023293063140329256,0.00023293063140329256,0.0,0.0,0.0,0.005854252117756917,0.005854252117756917,0.005854252117756917,-5.638169772964475e-05,-5.638169772964475e-05,-5.638169772964475e-05,-0.5856643095621186,-0.5856643095621186,-0.5856643095621186,0.0,0.0,0.0,142.1368638866781
2,2024-09-12 23:00:00,97.81329681312701,141.34672737795265,142.08928545599477,97.81329681312701,97.81329681312701,-0.00019103363123531262,-0.00019103363123531262,-0.00019103363123531262,0.0001591542652171332,0.0001591542652171332,0.0001591542652171332,1.035505366986949,1.035505366986949,1.035505366986949,-0.006474408154694327,-0.006474408154694327,-0.006474408154694327,0.00041436309712751166,0.00041436309712751166,0.00041436309712751166,-0.006619622805206793,-0.006619622805206793,-0.006619622805206793,-0.0006337490608357771,-0.0006337490608357771,-0.0006337490608357771,0.00010937938452071084,0.00010937938452071084,0.00010937938452071084,0.0001105516620445515,0.0001105516620445515,0.0001105516620445515,0.44868051634450823,0.44868051634450823,0.44868051634450823,0.00023293063140329256,0.00023293063140329256,0.00023293063140329256,0.0,0.0,0.0,0.004118032613319611,0.004118032613319611,0.004118032613319611,-5.638169772964475e-05,-5.638169772964475e-05,-5.638169772964475e-05,-0.584468475101066,-0.584468475101066,-0.584468475101066,0.0,0.0,0.0,141.70021733259946
3,2024-09-15 23:00:00,97.18815825226943,141.0471073843305,141.7908137557565,97.18815825226943,97.18815825226943,-0.00019103363123531262,-0.00019103363123531262,-0.00019103363123531262,0.0001591542652171332,0.0001591542652171332,0.0001591542652171332,1.0355053669824297,1.0355053669824297,1.0355053669824297,-0.007513807781216449,-0.007513807781216449,-0.007513807781216449,0.00041436309712751166,0.00041436309712751166,0.00041436309712751166,-0.006619622805206793,-0.006619622805206793,-0.006619622805206793,-0.001673148687357899,-0.001673148687357899,-0.001673148687357899,0.00010937938452071084,0.00010937938452071084,0.00010937938452071084,0.0001105516620445515,0.0001105516620445515,0.0001105516620445515,0.45521167208352853,0.45521167208352853,0.45521167208352853,0.00023293063140329256,0.00023293063140329256,0.00023293063140329256,0.0,0.0,0.0,0.0029156191659932933,0.0029156191659932933,0.0029156191659932933,-5.638169772964475e-05,-5.638169772964475e-05,-5.638169772964475e-05,-0.5756955062836782,-0.5756955062836782,-0.5756955062836782,0.0,0.0,0.0,141.4293422770036
4,2024-09-16 23:00:00,96.97977873198359,141.08507339363723,141.82936389964428,96.97977873198359,96.97977873198359,-0.00019103363123531262,-0.00019103363123531262,-0.00019103363123531262,0.0001591542652171332,0.0001591542652171332,0.0001591542652171332,1.0355053669880527,1.0355053669880527,1.0355053669880527,-0.00804358596902507,-0.00804358596902507,-0.00804358596902507,0.00041436309712751166,0.00041436309712751166,0.00041436309712751166,-0.006619622805206793,-0.006619622805206793,-0.006619622805206793,-0.0022029268751665183,-0.0022029268751665183,-0.0022029268751665183,0.00010937938452071084,0.00010937938452071084,0.00010937938452071084,0.0001105516620445515,0.0001105516620445515,0.0001105516620445515,0.45854030645978694,0.45854030645978694,0.45854030645978694,0.00023293063140329256,0.00023293063140329256,0.00023293063140329256,0.0,0.0,0.0,0.0026794954204991655,0.0026794954204991655,0.0026794954204991655,-5.638169772964475e-05,-5.638169772964475e-05,-5.638169772964475e-05,-0.5716009699797399,-0.5716009699797399,-0.5716009699797399,0.0,0.0,0.0,141.44891619214968
5,2024-09-17 23:00:00,96.77139921169773,141.33716537074366,142.06623250398488,96.77139921169773,96.77139921169773,-0.00019103363123531262,-0.00019103363123531262,-0.00019103363123531262,0.0001591542652171332,0.0001591542652171332,0.0001591542652171332,1.0355053669936756,1.0355053669936756,1.0355053669936756,-0.0078066918762437635,-0.0078066918762437635,-0.0078066918762437635,0.00041436309712751166,0.00041436309712751166,0.00041436309712751166,-0.006619622805206793,-0.006619622805206793,-0.006619622805206793,-0.0010986432089953413,-0.0010986432089953413,-0.0010986432089953413,0.00010937938452071084,0.00010937938452071084,0.00010937938452071084,-0.0007568379113453199,-0.0007568379113453199,-0.0007568379113453199,0.46425021765231456,0.46425021765231456,0.46425021765231456,0.00023293063140329256,0.00023293063140329256,0.00023293063140329256,0.0,0.0,0.0,0.00372909377620097,0.00372909377620097,0.00372909377620097,-5.638169772964475e-05,-5.638169772964475e-05,-5.638169772964475e-05,-0.5671775512413182,-0.5671775512413182,-0.5671775512413182,0.0,0.0,0.0,141.69754235824743
6,2024-09-18 23:00:00,96.56301969141188,141.88720133138645,142.6243244747949,96.56301969141188,96.56301969141188,-0.00019103363123531262,-0.00019103363123531262,-0.00019103363123531262,0.0001591542652171332,0.0001591542652171332,0.0001591542652171332,1.0355053669837386,1.0355053669837386,1.0355053669837386,-0.0054162572625433255,-0.0054162572625433255,-0.0054162572625433255,0.00041436309712751166,0.00041436309712751166,0.00041436309712751166,-0.006619622805206793,-0.006619622805206793,-0.006619622805206793,0.000458688467388912,0.000458688467388912,0.000458688467388912,0.00010937938452071084,0.00010937938452071084,0.00010937938452071084,7.626502597086478e-05,7.626502597086478e-05,7.626502597086478e-05,0.47338330453073046,0.47338330453073046,0.47338330453073046,0.00023293063140329256,0.00023293063140329256,0.00023293063140329256,0.0,0.0,0.0,0.005854252117748213,0.005854252117748213,0.005854252117748213,-5.638169772964475e-05,-5.638169772964475e-05,-5.638169772964475e-05,-0.5625600573082131,-0.5625600573082131,-0.5625600573082131,0.0,0.0,0.0,142.27434104839844
7,2024-09-19 23:00:00,96.35434644840035,142.2658114376877,143.0252944046996,96.35434644840035,96.35434644840035,-0.00019103363123531262,-0.00019103363123531262,-0.00019103363123531262,0.0001591542652171332,0.0001591542652171332,0.0001591542652171332,1.0355053669835335,1.0355053669835335,1.0355053669835335,-0.00112828496038584,-0.00112828496038584,-0.00112828496038584,0.00041436309712751166,0.00041436309712751166,0.00041436309712751166,-0.006619622805206793,-0.006619622805206793,-0.006619622805206793,0.0016810306862557187,0.0016810306862557187,0.0016810306862557187,0.00010937938452071084,0.00010937938452071084,0.00010937938452071084,0.0031418951092615425,0.0031418951092615425,0.0031418951092615425,0.4806271918211117,0.4806271918211117,0.4806271918211117,0.00023293063140329256,0.00023293063140329256,0.00023293063140329256,0.0,0.0,0.0,0.004118032613293713,0.004118032613293713,0.004118032613293713,-5.638169772964475e-05,-5.638169772964475e-05,-5.638169772964475e-05,-0.5578679228153297,-0.5578679228153297,-0.5578679228153297,0.0,0.0,0.0,142.66486540165351
8,2024-09-22 23:00:00,95.72832671936578,143.2045010265491,143.94306948577906,95.72832671936578,95.72832671936578,-0.00019103363123531262,-0.00019103363123531262,-0.00019103363123531262,0.0001591542652171332,0.0001591542652171332,0.0001591542652171332,1.0355053669848424,1.0355053669848424,1.0355053669848424,0.005818390958370765,0.005818390958370765,0.005818390958370765,0.00041436309712751166,0.00041436309712751166,0.00041436309712751166,-0.006619622805206793,-0.006619622805206793,-0.006619622805206793,0.004001307860371862,0.004001307860371862,0.004001307860371862,0.00010937938452071084,0.00010937938452071084,0.00010937938452071084,0.0077682938539020046,0.0077682938539020046,0.0077682938539020046,0.49995863194794204,0.49995863194794204,0.49995863194794204,0.00023293063140329256,0.00023293063140329256,0.00023293063140329256,0.0,0.0,0.0,0.0029156191659586665,0.0029156191659586665,0.0029156191659586665,-5.638169772964475e-05,-5.638169772964475e-05,-5.638169772964475e-05,-0.5442807451612298,-0.5442807451612298,-0.5442807451612298,0.0,0.0,0.0,143.58852998464553
9,2024-09-23 23:00:00,95.51965347635426,143.27105059851033,144.04412666508844,95.51965347635426,95.51965347635426,-0.00019103363123531262,-0.00019103363123531262,-0.00019103363123531262,0.0001591542652171332,0.0001591542652171332,0.0001591542652171332,1.0355053669904652,1.0355053669904652,1.0355053669904652,0.0059992956886231324,0.0059992956886231324,0.0059992956886231324,0.00041436309712751166,0.00041436309712751166,0.00041436309712751166,-0.006619622805206793,-0.006619622805206793,-0.006619622805206793,0.005091679110169002,0.005091679110169002,0.005091679110169002,0.00010937938452071084,0.00010937938452071084,0.00010937938452071084,0.0068588273343572325,0.0068588273343572325,0.0068588273343572325,0.504047611017345,0.504047611017345,0.504047611017345,0.00023293063140329256,0.00023293063140329256,0.00023293063140329256,0.0,0.0,0.0,0.002679495420492204,0.002679495420492204,0.002679495420492204,-5.638169772964475e-05,-5.638169772964475e-05,-5.638169772964475e-05,-0.5401365470822357,-0.5401365470822357,-0.5401365470822357,0.0,0.0,0.0,143.66610661631526
