Datetime,asset,category,interval,source,open,high,low,close,volume,dividends,stock_splits,symbol,assetcode,name,price_change,price_change_abs,hl_range,oc_range,ma_10,ma_20,ma_50,volatility_14,volatility_annualized,rsi,volume_change,volume_ma_20,volume_ratio,high_20,low_20,price_position,hour,day_of_week,day_of_month,month,williams_r,cci,adx,volatility_regime,momentum_5,momentum_10,momentum_20,momentum_50,resistance_level,support_level,price_position_enhanced,volume_roc,volume_ma_50,volume_ratio_50,volume_trend,trend_strength,market_regime,data_quality_flag,processing_timestamp,silver_processing_timestamp
2025-08-12 18:00:00+00:00,BTC,crypto,1h,yahoo_finance,119301.6171875,120017.6640625,119293.4765625,119314.765625,0,0.0,0.0,BTC-USD,BTC,Bitcoin,0.0006646509606185,79.25,724.1875,13.1484375,119099.27578125,119010.884765625,,0.0031466881148991,0.2945138702503492,52.58935745574246,,197987532.8,0.0,120191.6953125,118233.9140625,0.5520798416574886,18,1,12,8,-44.792015834251146,93.93927133639771,25.349344399171258,normal,0.004209419715796692,0.004266803477227521,0.0035418335015617863,,120191.6953125,118233.9140625,0.5520798416574886,-1.0,,,-1,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
2025-08-12 19:00:00+00:00,BTC,crypto,1h,yahoo_finance,119330.1328125,119948.6953125,119330.1328125,119680.90625,176119808,0.0,0.0,BTC-USD,BTC,Bitcoin,0.0030686950025176,366.140625,618.5625,350.7734375,119224.5671875,119058.53828125,,0.0031241211787461,0.2924017207574749,60.63230605738576,inf,202403430.4,0.8701424064401627,120191.6953125,118233.9140625,0.7390979903909081,19,1,12,8,-26.090200960909193,94.39111949081327,24.89886753551536,normal,0.00240741534441824,0.010579543225864407,0.008027353526444347,,120191.6953125,118233.9140625,0.7390979903909081,inf,,,0,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
2025-08-12 20:00:00+00:00,BTC,crypto,1h,yahoo_finance,119633.859375,120238.5234375,119516.0625,120193.7890625,781828096,0.0,0.0,BTC-USD,BTC,Bitcoin,0.0042854188572791,512.8828125,722.4609375,559.9296875,119395.14296875,119118.10078125,,0.0032806723282114,0.3070541054990267,64.09954368570288,3.439183217824085,241494835.2,3.237452657538243,120238.5234375,118233.9140625,0.9776842433454148,20,1,12,8,-2.2315756654585135,123.35936758087634,25.03524987093707,normal,0.0022630520114341746,0.014396034726081197,0.010010290615516615,,120238.5234375,118233.9140625,0.9776842433454148,-0.47102903193623835,,,1,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
2025-08-12 21:00:00+00:00,BTC,crypto,1h,yahoo_finance,120151.2421875,120151.2421875,119815.53125,119825.9765625,0,0.0,0.0,BTC-USD,BTC,Bitcoin,-0.0030601622834998,-367.8125,335.7109375,325.265625,119523.93125,119158.624609375,,0.0034351883041229,0.3215160084330183,58.32216900825789,-1.0,229368627.2,0.0,120238.5234375,118233.9140625,0.7942008651934993,21,1,12,8,-20.579913480650063,96.11293251349736,25.16189061097151,normal,0.0016193506558641602,0.010864716748492542,0.006809840419945257,,120238.5234375,118233.9140625,0.7942008651934993,-1.0,,,-1,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
2025-08-12 22:00:00+00:00,BTC,crypto,1h,yahoo_finance,119845.171875,120050.078125,119630.546875,120050.078125,994082816,0.0,0.0,BTC-USD,BTC,Bitcoin,0.0018702252126701,224.1015625,419.53125,204.90625,119606.378125,119206.3875,,0.0033926625028608,0.3175358115218872,62.59040542487977,inf,279072768.0,3.562091791055729,120238.5234375,118233.9140625,0.9059939982072568,22,1,12,8,-9.400600179274328,81.11125641198915,24.678991833530734,normal,0.006831542562887316,0.006915198457126737,0.008020985379493695,,120238.5234375,118233.9140625,0.9059939982072567,inf,,,1,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
2025-08-12 23:00:00+00:00,BTC,crypto,1h,yahoo_finance,120060.96875,120224.296875,119910.8359375,120142.1171875,370221056,0.0,0.0,BTC-USD,BTC,Bitcoin,0.000766672241597,92.0390625,313.4609375,81.1484375,119739.12734375,119272.3953125,,0.0031978533853741,0.2993026771736198,68.44936783368257,-0.6275752381580249,297583820.8,1.2440900012800695,120238.5234375,118233.9140625,0.951907712693402,23,1,12,8,-4.809228730659807,97.43724086999073,24.59780584148378,normal,0.006934192580156706,0.011172801222913531,0.0111103725235977,,120238.5234375,118233.9140625,0.9519077126934019,inf,,,1,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
2025-08-13 00:00:00+00:00,BTC,crypto,1h,yahoo_finance,120122.796875,120127.8984375,119689.765625,119689.9609375,653926400,0.0,0.0,BTC-USD,BTC,Bitcoin,-0.0037635115859856,-452.15625,438.1328125,432.8359375,119768.77578125,119302.081640625,,0.003445818741985,0.3225109629003491,61.92958268521261,0.766313367114376,330280140.8,1.979914379399465,120238.5234375,118233.9140625,0.7263494290502358,0,2,13,8,-27.563898735568564,52.7630759361794,23.82288220222291,normal,7.565690955813054e-05,0.0024832543915813687,0.004985267297625162,,120238.5234375,118233.9140625,0.7263494290502358,2.7129633936462163,,,1,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
2025-08-13 01:00:00+00:00,BTC,crypto,1h,yahoo_finance,119692.6796875,119692.6796875,119336.53125,119463.59375,0,0.0,0.0,BTC-USD,BTC,Bitcoin,-0.0018912796505815,-226.3671875,356.1484375,229.0859375,119722.8953125,119336.551171875,,0.0035162968986881,0.3291073569314172,58.87530342533488,-1.0,330280140.8,0.0,120238.5234375,118233.9140625,0.6134260883120932,1,2,13,8,-39.71166395759434,-25.97384016459702,22.128040986115135,normal,-0.006075150123774686,-0.0038258464930478464,0.005804211746842647,,120238.5234375,118233.9140625,0.6134260883120932,-1.0,,,-1,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
2025-08-13 02:00:00+00:00,BTC,crypto,1h,yahoo_finance,119425.921875,119684.9765625,119086.6953125,119529.0859375,1595645952,0.0,0.0,BTC-USD,BTC,Bitcoin,0.0005482187957366,65.4921875,598.28125,103.1640625,119712.57890625,119369.24140625,,0.003178343200992,0.2974766239704238,53.304489409811126,inf,352609484.8,4.525249662257525,120238.5234375,118233.9140625,0.6460968860828559,2,2,13,8,-45.9733803152038,-57.2241398215136,21.139597199586085,normal,-0.002477681664001641,-0.0008623432435651557,0.0054999212672735,,120238.5234375,118233.9140625,0.6460968860828559,inf,,,1,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
2025-08-13 03:00:00+00:00,BTC,crypto,1h,yahoo_finance,119523.9453125,119592.2578125,119296.3046875,119476.5234375,159760384,0.0,0.0,BTC-USD,BTC,Bitcoin,-0.0004397465235155,-52.5625,295.953125,47.421875,119736.6796875,119392.63125,,0.0030111145265002,0.2818248776444287,57.81746244115427,-0.8998772980937566,360597504.0,0.4430435103621793,120238.5234375,118233.9140625,0.6198760668771192,3,2,13,8,-52.02641432945369,-67.48959143471905,20.221756540666252,normal,-0.004777628606811857,0.002021275382898313,0.003930777922863671,,120238.5234375,118233.9140625,0.6198760668771192,-0.8392886574150378,,,-1,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
2025-08-13 04:00:00+00:00,BTC,crypto,1h,yahoo_finance,119462.859375,119791.2734375,119326.96875,119348.6171875,871923712,0.0,0.0,BTC-USD,BTC,Bitcoin,-0.0010705555059685,-127.90625,464.3046875,114.2421875,119740.06484375,119419.6703125,,0.0027389501636408,0.2563516890337057,49.40701665971307,4.457696646497795,404193689.6,2.1571927876035795,120238.5234375,118233.9140625,0.5560699949335516,4,2,13,8,-77.26033343733468,-70.47402383845083,18.81385981897798,normal,-0.0066046780144686235,0.00028371645640579146,0.004551730495995887,,120238.5234375,118233.9140625,0.5560699949335516,1.3551434956741089,,,1,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
2025-08-13 05:00:00+00:00,BTC,crypto,1h,yahoo_finance,119330.9375,119659.515625,118952.4375,118998.46875,0,0.0,0.0,BTC-USD,BTC,Bitcoin,-0.0029338290275279,-350.1484375,707.078125,332.46875,119671.82109375,119448.194140625,,0.0025159248181332,0.2354776604452521,37.180968567829886,-1.0,404193689.6,0.0,120238.5234375,118233.9140625,0.3813983397638255,5,2,13,8,-96.42082627157254,-135.13864043074034,18.409597560708942,normal,-0.005777361627355537,-0.005702141815123518,0.004817075354927924,,120238.5234375,118233.9140625,0.38139833976382553,-1.0,,,-1,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
2025-08-13 06:00:00+00:00,BTC,crypto,1h,yahoo_finance,119042.0234375,119400.1484375,118947.28125,119400.1484375,631873536,0.0,0.0,BTC-USD,BTC,Bitcoin,0.0033755029936046,401.6796875,452.8671875,358.125,119592.45703125,119493.8,,0.0026573105487061,0.2487106397519871,46.87638653783474,inf,435787366.4,1.4499583620788508,120238.5234375,118248.375,0.5787374528438912,6,2,13,8,-64.92778876929313,-103.91166259513228,18.04587684063005,normal,-0.0005310849147295293,-0.0066030086179187375,0.007697968966802193,,120238.5234375,118248.375,0.5787374528438912,inf,,,1,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
2025-08-13 07:00:00+00:00,BTC,crypto,1h,yahoo_finance,119399.6484375,119616.9921875,119276.1171875,119616.9921875,0,0.0,0.0,BTC-USD,BTC,Bitcoin,0.0018161095512667,216.84375,340.875,217.34375,119571.55859375,119547.744921875,,0.0025359873578188,0.2373554112721832,55.39512384841635,-1.0,435787366.4,0.0,120238.5234375,118287.1328125,0.681493165931347,7,2,13,8,-48.13436673745606,-35.12476184395461,17.07286751478768,normal,0.0007354381513966501,-0.0017440656942278032,0.00910170227450613,,120238.5234375,118287.1328125,0.681493165931347,-1.0,,,-1,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
2025-08-13 08:00:00+00:00,BTC,crypto,1h,yahoo_finance,119525.0234375,119980.5546875,119463.890625,119980.5546875,0,0.0,0.0,BTC-USD,BTC,Bitcoin,0.0030393884125603,363.5625,516.6640625,455.53125,119564.60625,119585.4921875,,0.0026443172271822,0.2474945314915937,58.71521165996142,,435787366.4,0.0,120238.5234375,118695.375,0.8328295945282321,8,2,13,8,-19.978339655975653,44.7711769195305,16.463201415883333,normal,0.004218663512281173,-0.0005791203020093505,0.0063320734232985565,,120238.5234375,118695.375,0.8328295945282321,-1.0,,,-1,,sideways,1,2025-09-11 12:47:24.165870,2025-09-13T16:05:03.039338
