Datetime,asset,category,interval,source,open,high,low,close,volume,dividends,stock_splits,symbol,assetcode,name,price_change,price_change_abs,hl_range,oc_range,ma_10,ma_20,ma_50,volatility_14,volatility_annualized,rsi,volume_change,volume_ma_20,volume_ratio,high_20,low_20,price_position,hour,day_of_week,day_of_month,month,williams_r,cci,adx,volatility_regime,momentum_5,momentum_10,momentum_20,momentum_50,resistance_level,support_level,price_position_enhanced,volume_roc,volume_ma_50,volume_ratio_50,volume_trend,trend_strength,market_regime,data_quality_flag,processing_timestamp,silver_processing_timestamp
2025-08-11 12:00:00+00:00,ETH,crypto,1h,yahoo_finance,4184.83349609375,4193.6787109375,4170.00244140625,4180.24951171875,0,0.0,0.0,ETH-USD,ETH,Ethereum,,,23.67626953125,4.583984375,,,,,,,,,,,,,12,0,11,8,,,,normal,,,,,,,,,,,0,,sideways,1,2025-09-11 12:47:24.097684,2025-09-13T15:30:02.412607
2025-08-11 13:00:00+00:00,ETH,crypto,1h,yahoo_finance,4181.80859375,4297.76025390625,4172.533203125,4274.642578125,3309891584,0.0,0.0,ETH-USD,ETH,Ethereum,0.0225807254188135,94.39306640625,125.22705078125,92.833984375,,,,,,,inf,,,,,,13,0,11,8,,,,normal,,,,,,,,,,,0,,sideways,1,2025-09-11 12:47:24.097684,2025-09-13T15:30:02.412607
2025-08-11 14:00:00+00:00,ETH,crypto,1h,yahoo_finance,4277.80859375,4317.96337890625,4265.794921875,4279.30615234375,2510716928,0.0,0.0,ETH-USD,ETH,Ethereum,0.0010909857686383,4.66357421875,52.16845703125,1.49755859375,,,,,,,-0.2414504027452761,,,,,,14,0,11,8,,,,normal,,,,,,,,,,,0,,sideways,1,2025-09-11 12:47:24.097684,2025-09-13T15:30:02.412607
2025-08-11 15:00:00+00:00,ETH,crypto,1h,yahoo_finance,4278.154296875,4327.52294921875,4263.90283203125,4325.00830078125,1036816384,0.0,0.0,ETH-USD,ETH,Ethereum,0.0106798034098283,45.7021484375,63.6201171875,46.85400390625,,,,,,,-0.5870436955925922,,,,,,15,0,11,8,,,,normal,,,,,,,,,,,0,,sideways,1,2025-09-11 12:47:24.097684,2025-09-13T15:30:02.412607
2025-08-11 16:00:00+00:00,ETH,crypto,1h,yahoo_finance,4333.73681640625,4358.73193359375,4316.02392578125,4320.701171875,175452160,0.0,0.0,ETH-USD,ETH,Ethereum,-0.0009958660438806,-4.30712890625,42.7080078125,13.03564453125,,,,,,,-0.8307779827676798,,,,,,16,0,11,8,,,,normal,,,,,,,,,,,0,,sideways,1,2025-09-11 12:47:24.097684,2025-09-13T15:30:02.412607
2025-08-11 17:00:00+00:00,ETH,crypto,1h,yahoo_finance,4315.69775390625,4317.36572265625,4287.1494140625,4294.173828125,3691667456,0.0,0.0,ETH-USD,ETH,Ethereum,-0.0061395923241986,-26.52734375,30.21630859375,21.52392578125,,,,,,,20.04087778685654,,,,,,17,0,11,8,,,,normal,0.02725299436956541,,,,,,,inf,,,0,,sideways,1,2025-09-11 12:47:24.097684,2025-09-13T15:30:02.412607
2025-08-11 18:00:00+00:00,ETH,crypto,1h,yahoo_finance,4289.6962890625,4303.3388671875,4272.1513671875,4298.361328125,0,0.0,0.0,ETH-USD,ETH,Ethereum,0.0009751584746229,4.1875,31.1875,8.6650390625,,,,,,,-1.0,,,,,,18,0,11,8,,,,normal,0.00554870952752351,,,,,,,-1.0,,,0,,sideways,1,2025-09-11 12:47:24.097684,2025-09-13T15:30:02.412607
2025-08-11 19:00:00+00:00,ETH,crypto,1h,yahoo_finance,4297.06689453125,4307.26611328125,4241.82177734375,4257.92578125,1024962560,0.0,0.0,ETH-USD,ETH,Ethereum,-0.0094072005092783,-40.435546875,65.4443359375,39.14111328125,,,,,,,inf,,,,,,19,0,11,8,,,,normal,-0.004996223764462404,,,,,,,-0.5917649861004164,,,0,,sideways,1,2025-09-11 12:47:24.097684,2025-09-13T15:30:02.412607
2025-08-11 20:00:00+00:00,ETH,crypto,1h,yahoo_finance,4257.841796875,4257.841796875,4224.18115234375,4246.62109375,776384512,0.0,0.0,ETH-USD,ETH,Ethereum,-0.0026549752346038,-11.3046875,33.66064453125,11.220703125,,,,,,,-0.2425240274142306,,,,,,20,0,11,8,,,,normal,-0.018124174933280557,,,,,,,-0.251184178817915,,,0,,sideways,1,2025-09-11 12:47:24.097684,2025-09-13T15:30:02.412607
2025-08-11 21:00:00+00:00,ETH,crypto,1h,yahoo_finance,4247.7919921875,4255.76171875,4192.7060546875,4212.02392578125,47435776,0.0,0.0,ETH-USD,ETH,Ethereum,-0.008146987264691,-34.59716796875,63.0556640625,35.76806640625,4268.9013671875,,,,,,-0.9389016972043872,,,,,,21,0,11,8,,,,normal,-0.025152687439059518,,,,,,,-0.7296369791058714,,,0,,sideways,1,2025-09-11 12:47:24.097684,2025-09-13T15:30:02.412607
