ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,market_session,market_session_lower,market_session_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,returns_lag_1,returns_lag_1_lower,returns_lag_1_upper,volatility_lag_5,volatility_lag_5_lower,volatility_lag_5_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2025-08-20 22:00:00,0.8028696600003838,0.8027700936252826,0.8045022926154216,0.8028696600003838,0.8028696600003838,-0.0003420301034888351,-0.0003420301034888351,-0.0003420301034888351,-6.428243043642998e-05,-6.428243043642998e-05,-6.428243043642998e-05,0.0009904603010038383,0.0009904603010038383,0.0009904603010038383,-0.0002966125875213906,-0.0002966125875213906,-0.0002966125875213906,1.8864914468985464e-05,1.8864914468985464e-05,1.8864914468985464e-05,0.0013324904044926733,0.0013324904044926733,0.0013324904044926733,0.0,0.0,0.0,0.8036648705254946
2025-08-20 23:00:00,0.8028875232170942,0.8030354310143372,0.804930320750148,0.8028875232170942,0.8028875232170942,0.00021157064548295524,0.00021157064548295524,0.00021157064548295524,-6.428243043642998e-05,-6.428243043642998e-05,-6.428243043642998e-05,0.0016302380775232864,0.0016302380775232864,0.0016302380775232864,0.0002191231710206526,0.0002191231710206526,0.0002191231710206526,5.6729904898732584e-05,5.6729904898732584e-05,5.6729904898732584e-05,0.0014186674320403317,0.0014186674320403317,0.0014186674320403317,0.0,0.0,0.0,0.8041964210294111
2025-08-21 00:00:00,0.8029053864338046,0.803269263196108,0.8054960525193201,0.8029053864338046,0.8029053864338046,0.000248391540722866,0.000248391540722866,0.000248391540722866,-1.67134319134718e-05,-1.67134319134718e-05,-1.67134319134718e-05,0.0017767115407219406,0.0017767115407219406,0.0017767115407219406,0.00010687196346975413,0.00010687196346975413,0.00010687196346975413,0.00015823300916658364,0.00015823300916658364,0.00015823300916658364,0.0015283199999990746,0.0015283199999990746,0.0015283199999990746,0.0,0.0,0.0,0.8043319176999894
2025-08-21 01:00:00,0.802923249650515,0.8035469460123525,0.8052746954675415,0.802923249650515,0.802923249650515,0.00023701114903151654,0.00023701114903151654,0.00023701114903151654,-1.67134319134718e-05,-1.67134319134718e-05,-1.67134319134718e-05,0.0018975035783996368,0.0018975035783996368,0.0018975035783996368,0.0001068405485985647,0.0001068405485985647,0.0001068405485985647,0.00014688403234642365,0.00014688403234642365,0.00014688403234642365,0.0016604924293681204,0.0016604924293681204,0.0016604924293681204,0.0,0.0,0.0,0.8044467993899072
2025-08-21 02:00:00,0.8029411128672254,0.8038052689259776,0.8055200482944265,0.8029411128672254,0.8029411128672254,0.00030930319544377453,0.00030930319544377453,0.00030930319544377453,-1.67134319134718e-05,-1.67134319134718e-05,-1.67134319134718e-05,0.002123153249543877,0.002123153249543877,0.002123153249543877,0.0002300608758551582,0.0002300608758551582,0.0002300608758551582,9.595575150208812e-05,9.595575150208812e-05,9.595575150208812e-05,0.0018138500541001025,0.0018138500541001025,0.0018138500541001025,0.0,0.0,0.0,0.8046458799002018
2025-08-21 03:00:00,0.8029589760839356,0.8039627439698396,0.8057460160744683,0.8029589760839356,0.8029589760839356,0.0004333100297506583,0.0004333100297506583,0.0004333100297506583,-1.67134319134718e-05,-1.67134319134718e-05,-1.67134319134718e-05,0.0024200014956633365,0.0024200014956633365,0.0024200014956633365,1.3449410712387514e-05,1.3449410712387514e-05,1.3449410712387514e-05,0.00043657405095174257,0.00043657405095174257,0.00043657405095174257,0.001986691465912678,0.001986691465912678,0.001986691465912678,0.0,0.0,0.0,0.8049021380070149
2025-08-21 04:00:00,0.802976839300646,0.8042209122878016,0.8062179637933692,0.802976839300646,0.802976839300646,0.0004818636818016373,0.0004818636818016373,0.0004818636818016373,-1.67134319134718e-05,-1.67134319134718e-05,-1.67134319134718e-05,0.0026588294250492867,0.0026588294250492867,0.0026588294250492867,4.3299556666148046e-05,4.3299556666148046e-05,4.3299556666148046e-05,0.0004552775570489611,0.0004552775570489611,0.0004552775570489611,0.002176965743247649,0.002176965743247649,0.002176965743247649,0.0,0.0,0.0,0.8051118177486117
2025-08-21 05:00:00,0.8029947025173564,0.8043144264425955,0.8062516357660262,0.8029947025173564,0.8029947025173564,0.0005521617635825301,0.0005521617635825301,0.0005521617635825301,-1.67134319134718e-05,-1.67134319134718e-05,-1.67134319134718e-05,0.0029344562390122893,0.0029344562390122893,0.0029344562390122893,0.0001141765229134285,0.0001141765229134285,0.0001141765229134285,0.0004546986725825735,0.0004546986725825735,0.0004546986725825735,0.0023822944754297594,0.0023822944754297594,0.0023822944754297594,0.0,0.0,0.0,0.8053510553320523
2025-08-21 06:00:00,0.8030125657340668,0.8043674557279009,0.8063811375905539,0.8030125657340668,0.8030125657340668,5.8923034212592074e-05,5.8923034212592074e-05,5.8923034212592074e-05,-1.67134319134718e-05,-1.67134319134718e-05,-1.67134319134718e-05,0.0026589213645649497,0.0026589213645649497,0.0026589213645649497,-0.00018798193851492277,-0.00018798193851492277,-0.00018798193851492277,0.00026361840464098665,0.00026361840464098665,0.00026361840464098665,0.0025999983303523575,0.0025999983303523575,0.0025999983303523575,0.0,0.0,0.0,0.8051477130011112
2025-08-21 07:00:00,0.8030304289507771,0.8047780490035081,0.806866820906942,0.8030304289507771,0.8030304289507771,0.00048295171111108226,0.00048295171111108226,0.00048295171111108226,-1.67134319134718e-05,-1.67134319134718e-05,-1.67134319134718e-05,0.003310079565524586,0.003310079565524586,0.003310079565524586,0.00044643070902417763,0.00044643070902417763,0.00044643070902417763,5.323443400037645e-05,5.323443400037645e-05,5.323443400037645e-05,0.002827127854413504,0.002827127854413504,0.002827127854413504,0.0,0.0,0.0,0.8056885235641416
