,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,rsi,rsi_lower,rsi_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2025-08-11 13:00:00,146.16598644555663,147.8218764087292,148.35260018633102,146.16598644555663,146.16598644555663,1.9170580601055323,1.9170580601055323,1.9170580601055323,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,0.0,0.0,0.0,-0.041238124830317635,-0.041238124830317635,-0.041238124830317635,1.9721917194269167,1.9721917194269167,1.9721917194269167,0.0,0.0,0.0,148.08304450566217
1,2025-08-11 14:00:00,146.1475134571424,147.8182066525579,148.32420896211792,146.1475134571424,146.1475134571424,1.9252643691135003,1.9252643691135003,1.9252643691135003,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,0.0,0.0,0.0,-0.03329827060512695,-0.03329827060512695,-0.03329827060512695,1.972458174209694,1.972458174209694,1.972458174209694,0.0,0.0,0.0,148.0727778262559
2,2025-08-11 15:00:00,146.1290404687282,147.79745339667713,148.30979047294798,146.1290404687282,146.1290404687282,1.9344388467333362,1.9344388467333362,1.9344388467333362,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,0.0,0.0,0.0,-0.024420052752712206,-0.024420052752712206,-0.024420052752712206,1.9727544339771153,1.9727544339771153,1.9727544339771153,0.0,0.0,0.0,148.06347931546154
3,2025-08-11 16:00:00,146.11056748031396,147.8028472129003,148.3135364989505,146.11056748031396,146.11056748031396,1.9446927603761963,1.9446927603761963,1.9446927603761963,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,0.0,0.0,0.0,-0.014490765436155609,-0.014490765436155609,-0.014490765436155609,1.9730790603034185,1.9730790603034185,1.9730790603034185,0.0,0.0,0.0,148.05526024069016
4,2025-08-11 17:00:00,146.0920944918997,147.79607626168,148.31630945939474,146.0920944918997,146.0920944918997,1.9561209805465707,1.9561209805465707,1.9561209805465707,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,0.0,0.0,0.0,-0.003414108009656411,-0.003414108009656411,-0.003414108009656411,1.9734306230472938,1.9734306230472938,1.9734306230472938,0.0,0.0,0.0,148.04821547244626
5,2025-08-11 18:00:00,146.0736215034855,147.79811184547765,148.28894447713395,146.0736215034855,146.0736215034855,1.9688003850342124,1.9688003850342124,1.9688003850342124,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,0.0,0.0,0.0,0.008888219109020047,0.008888219109020047,0.008888219109020047,1.973807700416259,1.973807700416259,1.973807700416259,0.0,0.0,0.0,148.0424218885197
6,2025-08-11 19:00:00,146.05514851507127,147.7887021557957,148.316265271394,146.05514851507127,146.05514851507127,1.9827885069233586,1.9827885069233586,1.9827885069233586,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,0.0,0.0,0.0,0.022475162379932797,0.022475162379932797,0.022475162379932797,1.9742088790344925,1.9742088790344925,1.9742088790344925,0.0,0.0,0.0,148.03793702199462
7,2025-08-11 20:00:00,146.036675526657,147.77097017627537,148.2943379449593,146.036675526657,146.036675526657,1.9981224442835697,1.9981224442835697,1.9981224442835697,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,0.0,0.0,0.0,0.037385224729764334,0.037385224729764334,0.037385224729764334,1.974632754044872,1.974632754044872,1.974632754044872,0.0,0.0,0.0,148.0347979709406
8,2025-08-11 21:00:00,146.0182025382428,147.76941949241117,148.2692721097569,146.0182025382428,146.0182025382428,2.0148180459706033,2.0148180459706033,2.0148180459706033,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,0.0,0.0,0.0,0.05363565130804936,0.05363565130804936,0.05363565130804936,1.975077929153621,1.975077929153621,1.975077929153621,0.0,0.0,0.0,148.0330205842134
9,2025-08-11 22:00:00,145.99972954982857,147.7995437208921,148.315437924146,145.99972954982857,145.99972954982857,2.0328693845130785,2.0328693845130785,2.0328693845130785,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,-0.013895534491066763,0.0,0.0,0.0,0.07122190229304641,0.07122190229304641,0.07122190229304641,1.9755430167110986,1.9755430167110986,1.9755430167110986,0.0,0.0,0.0,148.03259893434165
