,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,atr,atr_lower,atr_upper,cci,cci_lower,cci_upper,daily,daily_lower,daily_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,ma_50,ma_50_lower,ma_50_upper,macd,macd_lower,macd_upper,momentum_10,momentum_10_lower,momentum_10_upper,momentum_5,momentum_5_lower,momentum_5_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rsi,rsi_lower,rsi_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,williams_r,williams_r_lower,williams_r_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2025-08-11 12:00:00,1.3008206283302306,1.340957566108993,1.3423571788521582,1.3008206283302306,1.3008206283302306,-6.513658398021858e-07,-6.513658398021858e-07,-6.513658398021858e-07,1.686256455067898e-05,1.686256455067898e-05,1.686256455067898e-05,-0.00011783560000395739,-0.00011783560000395739,-0.00011783560000395739,0.00011170802393814157,0.00011170802393814157,0.00011170802393814157,3.9293073198297465e-05,3.9293073198297465e-05,3.9293073198297465e-05,2.634034026040954e-05,2.634034026040954e-05,2.634034026040954e-05,1.2660470737186977e-05,1.2660470737186977e-05,1.2660470737186977e-05,1.6140989660818144e-05,1.6140989660818144e-05,1.6140989660818144e-05,0.031364112747903725,0.031364112747903725,0.031364112747903725,2.42945697591276e-06,2.42945697591276e-06,2.42945697591276e-06,0.0,0.0,0.0,0.0009368028119180127,0.0009368028119180127,0.0009368028119180127,-1.3675056053600952e-06,-1.3675056053600952e-06,-1.3675056053600952e-06,0.030433437512051523,0.030433437512051523,0.030433437512051523,0.0,0.0,0.0,1.3416197131819787
1,2025-08-11 13:00:00,1.3007953621444615,1.3411871679243665,1.3426315855440913,1.3007953621444615,1.3007953621444615,-6.513658398021858e-07,-6.513658398021858e-07,-6.513658398021858e-07,1.686256455067898e-05,1.686256455067898e-05,1.686256455067898e-05,-9.492554649536379e-06,-9.492554649536379e-06,-9.492554649536379e-06,0.00010440137600541637,0.00010440137600541637,0.00010440137600541637,3.9293073198297465e-05,3.9293073198297465e-05,3.9293073198297465e-05,1.9033692327684337e-05,1.9033692327684337e-05,1.9033692327684337e-05,1.2660470737186977e-05,1.2660470737186977e-05,1.2660470737186977e-05,1.6140989660818144e-05,1.6140989660818144e-05,1.6140989660818144e-05,0.031579675416756874,0.031579675416756874,0.031579675416756874,2.42945697591276e-06,2.42945697591276e-06,2.42945697591276e-06,0.0,0.0,0.0,0.0009497693483836677,0.0009497693483836677,0.0009497693483836677,-1.3675056053600952e-06,-1.3675056053600952e-06,-1.3675056053600952e-06,0.030534997247017324,0.030534997247017324,0.030534997247017324,0.0,0.0,0.0,1.3418740574646062
2,2025-08-11 14:00:00,1.300770095958692,1.3413031870231131,1.3427403354099743,1.300770095958692,1.300770095958692,-6.513658398021858e-07,-6.513658398021858e-07,-6.513658398021858e-07,1.686256455067898e-05,1.686256455067898e-05,1.686256455067898e-05,7.60912026415297e-05,7.60912026415297e-05,7.60912026415297e-05,3.364861616445936e-05,3.364861616445936e-05,3.364861616445936e-05,3.9293073198297465e-05,3.9293073198297465e-05,3.9293073198297465e-05,-5.171906751327268e-05,-5.171906751327268e-05,-5.171906751327268e-05,1.2660470737186977e-05,1.2660470737186977e-05,1.2660470737186977e-05,1.6140989660818144e-05,1.6140989660818144e-05,1.6140989660818144e-05,0.031700152946900755,0.031700152946900755,0.031700152946900755,2.42945697591276e-06,2.42945697591276e-06,2.42945697591276e-06,0.0,0.0,0.0,0.000954840623146409,0.000954840623146409,0.000954840623146409,-1.3675056053600952e-06,-1.3675056053600952e-06,-1.3675056053600952e-06,0.030635572504948354,0.030635572504948354,0.030635572504948354,0.0,0.0,0.0,1.3420047069493375
3,2025-08-11 15:00:00,1.3007448297729227,1.3414174520512157,1.3428382784701356,1.3007448297729227,1.3007448297729227,-6.513658398021858e-07,-6.513658398021858e-07,-6.513658398021858e-07,1.686256455067898e-05,1.686256455067898e-05,1.686256455067898e-05,8.905926599220221e-05,8.905926599220221e-05,8.905926599220221e-05,4.925480122150892e-05,4.925480122150892e-05,4.925480122150892e-05,3.9293073198297465e-05,3.9293073198297465e-05,3.9293073198297465e-05,-3.611288245622312e-05,-3.611288245622312e-05,-3.611288245622312e-05,1.2660470737186977e-05,1.2660470737186977e-05,1.2660470737186977e-05,1.6140989660818144e-05,1.6140989660818144e-05,1.6140989660818144e-05,0.03182482267177951,0.03182482267177951,0.03182482267177951,2.42945697591276e-06,2.42945697591276e-06,2.42945697591276e-06,0.0,0.0,0.0,0.0009513483396809489,0.0009513483396809489,0.0009513483396809489,-1.3675056053600952e-06,-1.3675056053600952e-06,-1.3675056053600952e-06,0.030735160264884855,0.030735160264884855,0.030735160264884855,0.0,0.0,0.0,1.34214080332168
4,2025-08-11 16:00:00,1.3007195635871533,1.341557045964296,1.3429474978147484,1.3007195635871533,1.3007195635871533,-6.513658398021858e-07,-6.513658398021858e-07,-6.513658398021858e-07,1.686256455067898e-05,1.686256455067898e-05,1.686256455067898e-05,3.809468157155692e-05,3.809468157155692e-05,3.809468157155692e-05,0.00011791495282388707,0.00011791495282388707,0.00011791495282388707,3.9293073198297465e-05,3.9293073198297465e-05,3.9293073198297465e-05,3.254726914615504e-05,3.254726914615504e-05,3.254726914615504e-05,1.2660470737186977e-05,1.2660470737186977e-05,1.2660470737186977e-05,1.6140989660818144e-05,1.6140989660818144e-05,1.6140989660818144e-05,0.03192845967583921,0.03192845967583921,0.03192845967583921,2.42945697591276e-06,2.42945697591276e-06,2.42945697591276e-06,0.0,0.0,0.0,0.0009386924546488516,0.0009386924546488516,0.0009386924546488516,-1.3675056053600952e-06,-1.3675056053600952e-06,-1.3675056053600952e-06,0.030833757586794915,0.030833757586794915,0.030833757586794915,0.0,0.0,0.0,1.3422495357227209
5,2025-08-11 17:00:00,1.3006942974013842,1.341804941801619,1.343220463394652,1.3006942974013842,1.3006942974013842,-6.513658398021858e-07,-6.513658398021858e-07,-6.513658398021858e-07,1.686256455067898e-05,1.686256455067898e-05,1.686256455067898e-05,-1.7629930809726707e-05,-1.7629930809726707e-05,-1.7629930809726707e-05,0.000357591181193325,0.000357591181193325,0.000357591181193325,3.9293073198297465e-05,3.9293073198297465e-05,3.9293073198297465e-05,0.00011930037530901928,0.00011930037530901928,0.00011930037530901928,1.2660470737186977e-05,1.2660470737186977e-05,1.2660470737186977e-05,0.0001690641118673918,0.0001690641118673918,0.0001690641118673918,0.03218767212175321,0.03218767212175321,0.03218767212175321,2.42945697591276e-06,2.42945697591276e-06,2.42945697591276e-06,0.0,0.0,0.0,0.0009163492592772738,0.0009163492592772738,0.0009163492592772738,-1.3675056053600952e-06,-1.3675056053600952e-06,-1.3675056053600952e-06,0.030931361612092343,0.030931361612092343,0.030931361612092343,0.0,0.0,0.0,1.342560618976774
6,2025-08-11 18:00:00,1.3006690312156148,1.3421933474081515,1.3436994486860887,1.3006690312156148,1.3006690312156148,-6.513658398021858e-07,-6.513658398021858e-07,-6.513658398021858e-07,1.686256455067898e-05,1.686256455067898e-05,1.686256455067898e-05,-2.1485500001494135e-05,-2.1485500001494135e-05,-2.1485500001494135e-05,0.00059557304229696,0.00059557304229696,0.00059557304229696,3.9293073198297465e-05,3.9293073198297465e-05,3.9293073198297465e-05,0.00020825299003201416,0.00020825299003201416,0.00020825299003201416,1.2660470737186977e-05,1.2660470737186977e-05,1.2660470737186977e-05,0.00031809335824803186,0.00031809335824803186,0.00031809335824803186,0.032485935856943815,0.032485935856943815,0.032485935856943815,2.42945697591276e-06,2.42945697591276e-06,2.42945697591276e-06,0.0,0.0,0.0,0.0008838787508837177,0.0008838787508837177,0.0008838787508837177,-1.3675056053600952e-06,-1.3675056053600952e-06,-1.3675056053600952e-06,0.031027969563764628,0.031027969563764628,0.031027969563764628,0.0,0.0,0.0,1.3429224819347985
7,2025-08-11 19:00:00,1.3006437650298455,1.3425049007462868,1.3439229772709027,1.3006437650298455,1.3006437650298455,-6.513658398021858e-07,-6.513658398021858e-07,-6.513658398021858e-07,1.686256455067898e-05,1.686256455067898e-05,1.686256455067898e-05,3.096381466768601e-05,3.096381466768601e-05,3.096381466768601e-05,0.0007310771264961327,0.0007310771264961327,0.0007310771264961327,3.9293073198297465e-05,3.9293073198297465e-05,3.9293073198297465e-05,0.00020717266795338598,0.00020717266795338598,0.00020717266795338598,1.2660470737186977e-05,1.2660470737186977e-05,1.2660470737186977e-05,0.0004546777645258328,0.0004546777645258328,0.0004546777645258328,0.032726550889622744,0.032726550889622744,0.032726550889622744,2.42945697591276e-06,2.42945697591276e-06,2.42945697591276e-06,0.0,0.0,0.0,0.0008409312016147035,0.0008409312016147035,0.0008409312016147035,-1.3675056053600952e-06,-1.3675056053600952e-06,-1.3675056053600952e-06,0.031123578746844217,0.031123578746844217,0.031123578746844217,0.0,0.0,0.0,1.3432093493953654
8,2025-08-11 20:00:00,1.3006184988440763,1.3425185232722858,1.3439283657951973,1.3006184988440763,1.3006184988440763,-6.513658398021858e-07,-6.513658398021858e-07,-6.513658398021858e-07,1.686256455067898e-05,1.686256455067898e-05,1.686256455067898e-05,9.11180781430676e-05,9.11180781430676e-05,9.11180781430676e-05,0.0006370683232100176,0.0006370683232100176,0.0006370683232100176,3.9293073198297465e-05,3.9293073198297465e-05,3.9293073198297465e-05,0.00022572824471500221,0.00022572824471500221,0.00022572824471500221,1.2660470737186977e-05,1.2660470737186977e-05,1.2660470737186977e-05,0.00034211338447810144,0.00034211338447810144,0.00034211338447810144,0.0327336257903314,0.0327336257903314,0.0327336257903314,2.42945697591276e-06,2.42945697591276e-06,2.42945697591276e-06,0.0,0.0,0.0,0.0007872528403173161,0.0007872528403173161,0.0007872528403173161,-1.3675056053600952e-06,-1.3675056053600952e-06,-1.3675056053600952e-06,0.031218186548661,0.031218186548661,0.031218186548661,0.0,0.0,0.0,1.343192458081221
9,2025-08-11 21:00:00,1.300593232658307,1.342256641011321,1.3437018067585385,1.300593232658307,1.300593232658307,-6.513658398021858e-07,-6.513658398021858e-07,-6.513658398021858e-07,1.686256455067898e-05,1.686256455067898e-05,1.686256455067898e-05,0.00010474781928446597,0.00010474781928446597,0.00010474781928446597,0.0004738922843140176,0.0004738922843140176,0.0004738922843140176,3.9293073198297465e-05,3.9293073198297465e-05,3.9293073198297465e-05,0.0002436261783549733,0.0002436261783549733,0.0002436261783549733,1.2660470737186977e-05,1.2660470737186977e-05,1.2660470737186977e-05,0.00016103941194213047,0.00016103941194213047,0.00016103941194213047,0.032613121115692534,0.032613121115692534,0.032613121115692534,2.42945697591276e-06,2.42945697591276e-06,2.42945697591276e-06,0.0,0.0,0.0,0.0007226905729141145,0.0007226905729141145,0.0007226905729141145,-1.3675056053600952e-06,-1.3675056053600952e-06,-1.3675056053600952e-06,0.03131179043917994,0.03131179043917994,0.03131179043917994,0.0,0.0,0.0,1.3430096372772424
