Datetime,open,high,low,close,volume,dividends,stock splits,source,symbol,provider
2025-08-28 02:15:00+00:00,4516.5400390625,4516.5400390625,4516.5400390625,4516.5400390625,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:16:00+00:00,4512.6806640625,4512.6806640625,4512.6806640625,4512.6806640625,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:17:00+00:00,4509.5244140625,4509.5244140625,4509.5244140625,4509.5244140625,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:18:00+00:00,4509.82177734375,4509.82177734375,4509.82177734375,4509.82177734375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:19:00+00:00,4512.42919921875,4512.42919921875,4512.42919921875,4512.42919921875,50167808,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:20:00+00:00,4515.04052734375,4515.04052734375,4515.04052734375,4515.04052734375,2519040,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:22:00+00:00,4517.19873046875,4517.19873046875,4517.19873046875,4517.19873046875,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:23:00+00:00,4519.03857421875,4519.03857421875,4519.03857421875,4519.03857421875,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:24:00+00:00,4520.517578125,4520.517578125,4520.517578125,4520.517578125,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:25:00+00:00,4518.9873046875,4518.9873046875,4518.9873046875,4518.9873046875,116654080,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:26:00+00:00,4519.89501953125,4519.89501953125,4519.89501953125,4519.89501953125,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:27:00+00:00,4520.75732421875,4520.75732421875,4520.75732421875,4520.75732421875,19795968,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:28:00+00:00,4521.60693359375,4521.60693359375,4521.60693359375,4521.60693359375,543739904,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:29:00+00:00,4521.7119140625,4521.7119140625,4521.7119140625,4521.7119140625,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:30:00+00:00,4521.6923828125,4521.6923828125,4521.6923828125,4521.6923828125,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:31:00+00:00,4524.49609375,4524.49609375,4524.49609375,4524.49609375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:32:00+00:00,4523.2685546875,4523.2685546875,4523.2685546875,4523.2685546875,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:33:00+00:00,4521.84228515625,4521.84228515625,4521.84228515625,4521.84228515625,1551933440,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:34:00+00:00,4514.63037109375,4514.63037109375,4514.63037109375,4514.63037109375,1357680640,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:35:00+00:00,4513.6318359375,4513.6318359375,4513.6318359375,4513.6318359375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:36:00+00:00,4515.12841796875,4515.12841796875,4515.12841796875,4515.12841796875,2733481984,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:37:00+00:00,4514.0634765625,4514.0634765625,4514.0634765625,4514.0634765625,60567552,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:38:00+00:00,4516.521484375,4516.521484375,4516.521484375,4516.521484375,35762176,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:39:00+00:00,4517.078125,4517.078125,4517.078125,4517.078125,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:40:00+00:00,4517.24267578125,4517.24267578125,4517.24267578125,4517.24267578125,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:41:00+00:00,4518.86865234375,4518.86865234375,4518.86865234375,4518.86865234375,1535131648,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:42:00+00:00,4520.10888671875,4520.10888671875,4520.10888671875,4520.10888671875,35217408,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:43:00+00:00,4519.39453125,4519.39453125,4519.39453125,4519.39453125,1457074176,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:44:00+00:00,4516.958984375,4516.958984375,4516.958984375,4516.958984375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:45:00+00:00,4516.70751953125,4516.70751953125,4516.70751953125,4516.70751953125,20701184,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:46:00+00:00,4512.21484375,4512.21484375,4512.21484375,4512.21484375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:47:00+00:00,4511.39404296875,4511.39404296875,4511.39404296875,4511.39404296875,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:48:00+00:00,4513.62109375,4513.62109375,4513.62109375,4513.62109375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:49:00+00:00,4515.75830078125,4515.75830078125,4515.75830078125,4515.75830078125,1116905472,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:50:00+00:00,4515.56298828125,4515.56298828125,4515.56298828125,4515.56298828125,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:52:00+00:00,4517.5283203125,4517.5283203125,4517.5283203125,4517.5283203125,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:53:00+00:00,4514.41796875,4514.41796875,4514.41796875,4514.41796875,376909824,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:54:00+00:00,4513.7978515625,4513.7978515625,4513.7978515625,4513.7978515625,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:55:00+00:00,4513.38623046875,4513.38623046875,4513.38623046875,4513.38623046875,568946688,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:56:00+00:00,4514.1767578125,4514.1767578125,4514.1767578125,4514.1767578125,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:57:00+00:00,4513.2197265625,4513.2197265625,4513.2197265625,4513.2197265625,1509498880,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:58:00+00:00,4512.43359375,4512.43359375,4512.43359375,4512.43359375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 02:59:00+00:00,4511.72998046875,4511.72998046875,4511.72998046875,4511.72998046875,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:00:00+00:00,4512.501953125,4512.501953125,4512.501953125,4512.501953125,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:01:00+00:00,4509.95068359375,4509.95068359375,4509.95068359375,4509.95068359375,1784221696,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:02:00+00:00,4509.85205078125,4509.85205078125,4509.85205078125,4509.85205078125,1478656,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:03:00+00:00,4509.44140625,4509.44140625,4509.44140625,4509.44140625,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:04:00+00:00,4508.228515625,4508.228515625,4508.228515625,4508.228515625,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:05:00+00:00,4511.64599609375,4511.64599609375,4511.64599609375,4511.64599609375,929660928,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:06:00+00:00,4515.64794921875,4515.64794921875,4515.64794921875,4515.64794921875,147116032,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:07:00+00:00,4520.958984375,4520.958984375,4520.958984375,4520.958984375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:08:00+00:00,4531.42529296875,4531.42529296875,4531.42529296875,4531.42529296875,121700352,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:09:00+00:00,4530.79150390625,4530.79150390625,4530.79150390625,4530.79150390625,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:10:00+00:00,4529.826171875,4529.826171875,4529.826171875,4529.826171875,321122304,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:12:00+00:00,4528.43505859375,4528.43505859375,4528.43505859375,4528.43505859375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:13:00+00:00,4535.7080078125,4535.7080078125,4535.7080078125,4535.7080078125,96915456,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:14:00+00:00,4531.70458984375,4531.70458984375,4531.70458984375,4531.70458984375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:15:00+00:00,4532.6572265625,4532.6572265625,4532.6572265625,4532.6572265625,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:16:00+00:00,4535.8193359375,4535.8193359375,4535.8193359375,4535.8193359375,312758272,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:17:00+00:00,4539.15625,4539.15625,4539.15625,4539.15625,14458880,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:18:00+00:00,4537.26611328125,4537.26611328125,4537.26611328125,4537.26611328125,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:19:00+00:00,4534.96826171875,4534.96826171875,4534.96826171875,4534.96826171875,171352064,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:20:00+00:00,4534.80224609375,4534.80224609375,4534.80224609375,4534.80224609375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:21:00+00:00,4534.96240234375,4534.96240234375,4534.96240234375,4534.96240234375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:22:00+00:00,4534.45263671875,4534.45263671875,4534.45263671875,4534.45263671875,356904960,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:23:00+00:00,4531.9326171875,4531.9326171875,4531.9326171875,4531.9326171875,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:24:00+00:00,4532.2529296875,4532.2529296875,4532.2529296875,4532.2529296875,46362624,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:25:00+00:00,4532.09375,4532.09375,4532.09375,4532.09375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:26:00+00:00,4531.6455078125,4531.6455078125,4531.6455078125,4531.6455078125,77844480,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:27:00+00:00,4533.38623046875,4533.38623046875,4533.38623046875,4533.38623046875,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:28:00+00:00,4534.07568359375,4534.07568359375,4534.07568359375,4534.07568359375,21471232,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:29:00+00:00,4537.48486328125,4537.48486328125,4537.48486328125,4537.48486328125,2658304,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:30:00+00:00,4538.248046875,4538.248046875,4538.248046875,4538.248046875,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:31:00+00:00,4543.04833984375,4543.04833984375,4543.04833984375,4543.04833984375,212971520,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:32:00+00:00,4544.39599609375,4544.39599609375,4544.39599609375,4544.39599609375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:33:00+00:00,4544.41943359375,4544.41943359375,4544.41943359375,4544.41943359375,14159872,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:34:00+00:00,4540.73779296875,4540.73779296875,4540.73779296875,4540.73779296875,139579392,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:35:00+00:00,4540.34423828125,4540.34423828125,4540.34423828125,4540.34423828125,64000000,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:36:00+00:00,4543.26220703125,4543.26220703125,4543.26220703125,4543.26220703125,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:37:00+00:00,4543.75439453125,4543.75439453125,4543.75439453125,4543.75439453125,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:38:00+00:00,4543.80908203125,4543.80908203125,4543.80908203125,4543.80908203125,87842816,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:39:00+00:00,4544.19140625,4544.19140625,4544.19140625,4544.19140625,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:41:00+00:00,4544.15625,4544.15625,4544.15625,4544.15625,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:42:00+00:00,4542.86083984375,4542.86083984375,4542.86083984375,4542.86083984375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:43:00+00:00,4544.51123046875,4544.51123046875,4544.51123046875,4544.51123046875,1585676288,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:44:00+00:00,4544.0732421875,4544.0732421875,4544.0732421875,4544.0732421875,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:45:00+00:00,4544.1435546875,4544.1435546875,4544.1435546875,4544.1435546875,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:46:00+00:00,4540.0615234375,4540.0615234375,4540.0615234375,4540.0615234375,1311621120,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:47:00+00:00,4538.33203125,4538.33203125,4538.33203125,4538.33203125,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:48:00+00:00,4539.0556640625,4539.0556640625,4539.0556640625,4539.0556640625,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:49:00+00:00,4540.2587890625,4540.2587890625,4540.2587890625,4540.2587890625,206671872,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:50:00+00:00,4539.80224609375,4539.80224609375,4539.80224609375,4539.80224609375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:52:00+00:00,4538.32958984375,4538.32958984375,4538.32958984375,4538.32958984375,0,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
2025-08-28 03:53:00+00:00,4539.8642578125,4539.8642578125,4539.8642578125,4539.8642578125,4218880,0.0,0.0,yahoo_finance,ETH-USD,Yahoo Finance
