ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,hour_sin,hour_sin_lower,hour_sin_upper,market_session,market_session_lower,market_session_upper,momentum_lag_10,momentum_lag_10_lower,momentum_lag_10_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,returns_lag_1,returns_lag_1_lower,returns_lag_1_upper,returns_lag_2,returns_lag_2_lower,returns_lag_2_upper,volatility_lag_20,volatility_lag_20_lower,volatility_lag_20_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2025-02-20 00:00:00,0.9041882553345559,0.8986900442742984,0.9118490854827631,0.9041882553345559,0.9041882553345559,0.0002478243817414503,0.0002478243817414503,0.0002478243817414503,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,0.0016996766148390284,0.0016996766148390284,0.0016996766148390284,0.0005660533817554306,0.0005660533817554306,0.0005660533817554306,0.0008981838986949331,0.0008981838986949331,0.0008981838986949331,0.0005547744927103688,0.0005547744927103688,0.0005547744927103688,0.00341888763972854,0.00341888763972854,0.00341888763972854,0.0003182290000139801,0.0003182290000139801,0.0003182290000139801,0.0,0.0,0.0,0.9047000741542317
2025-02-21 00:00:00,0.9034083742557589,0.897014955604553,0.9085257392830786,0.9034083742557589,0.9034083742557589,0.0014244671150547977,0.0014244671150547977,0.0014244671150547977,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,0.0027260561439423044,0.0027260561439423044,0.0027260561439423044,-0.000367368971264828,-0.000367368971264828,-0.000367368971264828,0.0004259890997729723,0.0004259890997729723,0.0004259890997729723,0.0011903394163368783,0.0011903394163368783,0.0011903394163368783,0.0034057807192340622,0.0034057807192340622,0.0034057807192340622,-0.0017918360863196253,-0.0017918360863196253,-0.0017918360863196253,0.0,0.0,0.0,0.9030764900506765
2025-02-24 00:00:00,0.9010687310193679,0.8932300917925143,0.9039243500789105,0.9010687310193679,0.9010687310193679,-0.003617631252922793,-0.003617631252922793,-0.003617631252922793,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,0.0005579213710269172,0.0005579213710269172,0.0005579213710269172,-0.0031692190868983527,-0.0031692190868983527,-0.0031692190868983527,-0.001398323493298228,-0.001398323493298228,-0.001398323493298228,0.0005758937094494652,0.0005758937094494652,0.0005758937094494652,0.0029705754241304725,0.0029705754241304725,0.0029705754241304725,0.00044841216602443967,0.00044841216602443967,0.00044841216602443967,0.0,0.0,0.0,0.8982130467984141
2025-02-25 00:00:00,0.9002888499405709,0.8885274685441408,0.9020824021078743,0.9002888499405709,0.9002888499405709,-0.005419171026871285,-0.005419171026871285,-0.005419171026871285,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.0005476712043221848,-0.0005476712043221848,-0.0005476712043221848,-0.004789029741054852,-0.004789029741054852,-0.004789029741054852,0.000287044448426422,0.000287044448426422,0.000287044448426422,-0.0017980016477048193,-0.0017980016477048193,-0.0017980016477048193,0.0029631556409607162,0.0029631556409607162,0.0029631556409607162,0.0006301412858164337,0.0006301412858164337,0.0006301412858164337,0.0,0.0,0.0,0.8959773398626654
2025-02-26 00:00:00,0.8995089688617739,0.8892203289826471,0.900954382166646,0.8995089688617739,0.8995089688617739,-0.003910483101971184,-0.003910483101971184,-0.003910483101971184,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.000915326351149867,-0.000915326351149867,-0.000915326351149867,-0.004113210303398097,-0.004113210303398097,-0.004113210303398097,-9.210559395396881e-05,-9.210559395396881e-05,-9.210559395396881e-05,0.000395091327233972,0.000395091327233972,0.000395091327233972,0.003025555780130099,0.003025555780130099,0.003025555780130099,-0.00020272720142691262,-0.00020272720142691262,-0.00020272720142691262,0.0,0.0,0.0,0.8958090993030526
2025-02-27 00:00:00,0.8987290876338978,0.8860090384921898,0.900406635084553,0.8987290876338978,0.8987290876338978,-0.006943714876958138,-0.006943714876958138,-0.006943714876958138,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.0023041630063401633,-0.0023041630063401633,-0.0023041630063401633,-0.006625485876956126,-0.006625485876956126,-0.006625485876956126,-0.001016793673360706,-0.001016793673360706,-0.001016793673360706,-9.827945181460072e-05,-9.827945181460072e-05,-9.827945181460072e-05,0.002799219518788752,0.002799219518788752,0.002799219518788752,0.00031822900000201136,0.00031822900000201136,0.00031822900000201136,0.0,0.0,0.0,0.8927745707565697
2025-02-28 00:00:00,0.8979492064060217,0.8846769757193513,0.8971784524206514,0.8979492064060217,0.8979492064060217,-0.0061351784532270165,-0.0061351784532270165,-0.0061351784532270165,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.0019837739176072314,-0.0019837739176072314,-0.0019837739176072314,-0.007927014539546631,-0.007927014539546631,-0.007927014539546631,0.0006618867583446416,0.0006618867583446416,0.0006618867583446416,-0.0013015341718974837,-0.0013015341718974837,-0.0013015341718974837,0.0028119411421644765,0.0028119411421644765,0.0028119411421644765,-0.0017918360863196153,-0.0017918360863196153,-0.0017918360863196153,0.0,0.0,0.0,0.8908311499910668
2025-03-03 00:00:00,0.8956095627223932,0.8891657066203561,0.903075834050014,0.8956095627223932,0.8956095627223932,3.41801607723919e-06,3.41801607723919e-06,3.41801607723919e-06,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,0.0013339977049777662,0.0013339977049777662,0.0013339977049777662,0.0004518301820762209,0.0004518301820762209,0.0004518301820762209,0.0015809122649760037,0.0015809122649760037,0.0015809122649760037,0.0008828566491198578,0.0008828566491198578,0.0008828566491198578,0.0025293496612350313,0.0025293496612350313,0.0025293496612350313,0.00044841216599898173,0.00044841216599898173,0.00044841216599898173,0.0,0.0,0.0,0.8960142261541872
2025-03-04 00:00:00,0.8948296815295586,0.8904028994536276,0.9033179326382832,0.8948296815295586,0.8948296815295586,0.0020818767744812936,0.0020818767744812936,0.0020818767744812936,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,0.0026177029984105035,0.0026177029984105035,0.0026177029984105035,0.0027120180602975014,0.0027120180602975014,0.0027120180602975014,0.0008422963031869244,0.0008422963031869244,0.0008422963031869244,0.0020787429196990393,0.0020787429196990393,0.0020787429196990393,0.0028668328174162455,0.0028668328174162455,0.0028668328174162455,0.0006301412858162074,0.0006301412858162074,0.0006301412858162074,0.0,0.0,0.0,0.897256475786757
2025-03-05 00:00:00,0.894049800336724,0.8851139734764232,0.8975116732963666,0.894049800336724,0.894049800336724,-0.00266475786866514,-0.00266475786866514,-0.00266475786866514,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,-0.00316184913211571,0.001167602220881981,0.001167602220881981,0.001167602220881981,-0.002867485070116781,-0.002867485070116781,-0.002867485070116781,-0.0012719502396724897,-0.0012719502396724897,-0.0012719502396724897,0.001117615419362419,0.001117615419362419,0.001117615419362419,0.00264567299499437,0.00264567299499437,0.00264567299499437,-0.00020272720145164122,-0.00020272720145164122,-0.00020272720145164122,0.0,0.0,0.0,0.8914861258823176
