,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,atr,atr_lower,atr_upper,cci,cci_lower,cci_upper,daily,daily_lower,daily_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,ma_50,ma_50_lower,ma_50_upper,macd,macd_lower,macd_upper,momentum_10,momentum_10_lower,momentum_10_upper,momentum_5,momentum_5_lower,momentum_5_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rsi,rsi_lower,rsi_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,williams_r,williams_r_lower,williams_r_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2025-08-11 12:00:00,0.6188461548392177,0.6505232034428945,0.6511962892456006,0.6188461548392177,0.6188461548392177,-4.017320884956073e-07,-4.017320884956073e-07,-4.017320884956073e-07,2.3394153956239474e-05,2.3394153956239474e-05,2.3394153956239474e-05,-0.00010488848000164878,-0.00010488848000164878,-0.00010488848000164878,0.001114075210264439,0.001114075210264439,0.001114075210264439,0.001056296461695912,0.001056296461695912,0.001056296461695912,-6.258931706680474e-05,-6.258931706680474e-05,-6.258931706680474e-05,3.487744198343216e-05,3.487744198343216e-05,3.487744198343216e-05,3.699926294085268e-05,3.699926294085268e-05,3.699926294085268e-05,0.05172222783710773,0.05172222783710773,0.05172222783710773,1.975548991764026e-05,1.975548991764026e-05,1.975548991764026e-05,0.0,0.0,0.0,0.000545391818505597,0.000545391818505597,0.000545391818505597,5.743448925662871e-06,5.743448925662871e-06,5.743448925662871e-06,0.05016764928833935,0.05016764928833935,0.05016764928833935,0.0,0.0,0.0,0.6508542566559297
1,2025-08-11 13:00:00,0.6188204557734319,0.6506415448946585,0.6513299497965201,0.6188204557734319,0.6188204557734319,-4.017320884956073e-07,-4.017320884956073e-07,-4.017320884956073e-07,2.3394153956239474e-05,2.3394153956239474e-05,2.3394153956239474e-05,-5.5973381515294895e-05,-5.5973381515294895e-05,-5.5973381515294895e-05,0.0011396551136696287,0.0011396551136696287,0.0011396551136696287,0.001056296461695912,0.001056296461695912,0.001056296461695912,-3.7009413661615064e-05,-3.7009413661615064e-05,-3.7009413661615064e-05,3.487744198343216e-05,3.487744198343216e-05,3.487744198343216e-05,3.699926294085268e-05,3.699926294085268e-05,3.699926294085268e-05,0.051989108577213866,0.051989108577213866,0.051989108577213866,1.975548991764026e-05,1.975548991764026e-05,1.975548991764026e-05,0.0,0.0,0.0,0.000575129193147576,0.000575129193147576,0.000575129193147576,5.743448925662871e-06,5.743448925662871e-06,5.743448925662871e-06,0.05033029765191195,0.05033029765191195,0.05033029765191195,0.0,0.0,0.0,0.6509923796384379
2,2025-08-11 14:00:00,0.6187947567076462,0.6507526430174436,0.6514219385101686,0.6187947567076462,0.6187947567076462,-4.017320884956073e-07,-4.017320884956073e-07,-4.017320884956073e-07,2.3394153956239474e-05,2.3394153956239474e-05,2.3394153956239474e-05,5.229623690783786e-06,5.229623690783786e-06,5.229623690783786e-06,0.0011003185798646553,0.0011003185798646553,0.0011003185798646553,0.001056296461695912,0.001056296461695912,0.001056296461695912,-7.63459474665885e-05,-7.63459474665885e-05,-7.63459474665885e-05,3.487744198343216e-05,3.487744198343216e-05,3.487744198343216e-05,3.699926294085268e-05,3.699926294085268e-05,3.699926294085268e-05,0.05219002065569654,0.05219002065569654,0.05219002065569654,1.975548991764026e-05,1.975548991764026e-05,1.975548991764026e-05,0.0,0.0,0.0,0.0005938715715454761,0.0005938715715454761,0.0005938715715454761,5.743448925662871e-06,5.743448925662871e-06,5.743448925662871e-06,0.05049060088059562,0.05049060088059562,0.05049060088059562,0.0,0.0,0.0,0.6510896678418548
3,2025-08-11 15:00:00,0.6187690576418604,0.6508656677834613,0.6515532240434636,0.6187690576418604,0.6187690576418604,-4.017320884956073e-07,-4.017320884956073e-07,-4.017320884956073e-07,2.3394153956239474e-05,2.3394153956239474e-05,2.3394153956239474e-05,1.5381523292150647e-05,1.5381523292150647e-05,1.5381523292150647e-05,0.0011509211606874686,0.0011509211606874686,0.0011509211606874686,0.001056296461695912,0.001056296461695912,0.001056296461695912,-2.5743366643775227e-05,-2.5743366643775227e-05,-2.5743366643775227e-05,3.487744198343216e-05,3.487744198343216e-05,3.487744198343216e-05,3.699926294085268e-05,3.699926294085268e-05,3.699926294085268e-05,0.0524157374460879,0.0524157374460879,0.0524157374460879,1.975548991764026e-05,1.975548991764026e-05,1.975548991764026e-05,0.0,0.0,0.0,0.0006008708712334064,0.0006008708712334064,0.0006008708712334064,5.743448925662871e-06,5.743448925662871e-06,5.743448925662871e-06,0.050648563890874874,0.050648563890874874,0.050648563890874874,0.0,0.0,0.0,0.6512022941069794
4,2025-08-11 16:00:00,0.6187433585760747,0.6508826641701468,0.6515875169181663,0.6187433585760747,0.6187433585760747,-4.017320884956073e-07,-4.017320884956073e-07,-4.017320884956073e-07,2.3394153956239474e-05,2.3394153956239474e-05,2.3394153956239474e-05,-4.801058290208491e-05,-4.801058290208491e-05,-4.801058290208491e-05,0.001184710813811171,0.001184710813811171,0.001184710813811171,0.001056296461695912,0.001056296461695912,0.001056296461695912,8.046286479927268e-06,8.046286479927268e-06,8.046286479927268e-06,3.487744198343216e-05,3.487744198343216e-05,3.487744198343216e-05,3.699926294085268e-05,3.699926294085268e-05,3.699926294085268e-05,0.052536409662093095,0.052536409662093095,0.052536409662093095,1.975548991764026e-05,1.975548991764026e-05,1.975548991764026e-05,0.0,0.0,0.0,0.0005955176835735311,0.0005955176835735311,0.0005955176835735311,5.743448925662871e-06,5.743448925662871e-06,5.743448925662871e-06,0.05080419174761047,0.05080419174761047,0.05080419174761047,0.0,0.0,0.0,0.6512499131379267
5,2025-08-11 17:00:00,0.6187176595102889,0.6511147269601258,0.6517823587062352,0.6187176595102889,0.6187176595102889,-4.017320884956073e-07,-4.017320884956073e-07,-4.017320884956073e-07,2.3394153956239474e-05,2.3394153956239474e-05,2.3394153956239474e-05,-0.00014130708905766456,-0.00014130708905766456,-0.00014130708905766456,0.0015199469426589519,0.0015199469426589519,0.0015199469426589519,0.001056296461695912,0.001056296461695912,0.001056296461695912,4.872909900457789e-05,4.872909900457789e-05,4.872909900457789e-05,3.487744198343216e-05,3.487744198343216e-05,3.487744198343216e-05,0.00033155257926398285,0.00033155257926398285,0.00033155257926398285,0.052913479767616275,0.052913479767616275,0.052913479767616275,1.975548991764026e-05,1.975548991764026e-05,1.975548991764026e-05,0.0,0.0,0.0,0.0005773502503848141,0.0005773502503848141,0.0005773502503848141,5.743448925662871e-06,5.743448925662871e-06,5.743448925662871e-06,0.05095748966363017,0.05095748966363017,0.05095748966363017,0.0,0.0,0.0,0.6514561638686535
6,2025-08-11 18:00:00,0.618691960444503,0.6510736449863729,0.651764768783824,0.618691960444503,0.618691960444503,-4.017320884956073e-07,-4.017320884956073e-07,-4.017320884956073e-07,2.3394153956239474e-05,2.3394153956239474e-05,2.3394153956239474e-05,-0.0001893832999997795,-0.0001893832999997795,-0.0001893832999997795,0.001441291697136294,0.001441291697136294,0.001441291697136294,0.001056296461695912,0.001056296461695912,0.001056296461695912,8.900473245827366e-05,8.900473245827366e-05,8.900473245827366e-05,3.487744198343216e-05,3.487744198343216e-05,3.487744198343216e-05,0.00021262170028762929,0.00021262170028762929,0.00021262170028762929,0.052906433071729105,0.052906433071729105,0.052906433071729105,1.975548991764026e-05,1.975548991764026e-05,1.975548991764026e-05,0.0,0.0,0.0,0.0005460616750686113,0.0005460616750686113,0.0005460616750686113,5.743448925662871e-06,5.743448925662871e-06,5.743448925662871e-06,0.05110846299952397,0.05110846299952397,0.05110846299952397,0.0,0.0,0.0,0.651424745241777
7,2025-08-11 19:00:00,0.6186662613787173,0.6511629882565826,0.6518358309510301,0.6186662613787173,0.6186662613787173,-4.017320884956073e-07,-4.017320884956073e-07,-4.017320884956073e-07,2.3394153956239474e-05,2.3394153956239474e-05,2.3394153956239474e-05,-0.00015109757182099528,-0.00015109757182099528,-0.00015109757182099528,0.0014500012887643857,0.0014500012887643857,0.0014500012887643857,0.001056296461695912,0.001056296461695912,0.001056296461695912,5.564575554573671e-05,5.564575554573671e-05,5.564575554573671e-05,3.487744198343216e-05,3.487744198343216e-05,3.487744198343216e-05,0.0002546902688282579,0.0002546902688282579,0.0002546902688282579,0.05305752625203478,0.05305752625203478,0.05305752625203478,1.975548991764026e-05,1.975548991764026e-05,1.975548991764026e-05,0.0,0.0,0.0,0.0005015052718041258,0.0005015052718041258,0.0005015052718041258,5.743448925662871e-06,5.743448925662871e-06,5.743448925662871e-06,0.051257117263287265,0.051257117263287265,0.051257117263287265,0.0,0.0,0.0,0.6514911627830667
8,2025-08-11 20:00:00,0.6186405623129316,0.6510863924616668,0.6517877842052511,0.6186405623129316,0.6186405623129316,-4.017320884956073e-07,-4.017320884956073e-07,-4.017320884956073e-07,2.3394153956239474e-05,2.3394153956239474e-05,2.3394153956239474e-05,-5.5765478001308286e-05,-5.5765478001308286e-05,-5.5765478001308286e-05,0.001246252617119052,0.001246252617119052,0.001246252617119052,0.001056296461695912,0.001056296461695912,0.001056296461695912,5.716857787876355e-05,5.716857787876355e-05,5.716857787876355e-05,3.487744198343216e-05,3.487744198343216e-05,3.487744198343216e-05,4.941877484989752e-05,4.941877484989752e-05,4.941877484989752e-05,0.0530376432284436,0.0530376432284436,0.0530376432284436,1.975548991764026e-05,1.975548991764026e-05,1.975548991764026e-05,0.0,0.0,0.0,0.0004436979794284955,0.0004436979794284955,0.0004436979794284955,5.743448925662871e-06,5.743448925662871e-06,5.743448925662871e-06,0.05140345810989736,0.05140345810989736,0.05140345810989736,0.0,0.0,0.0,0.6514517997435286
9,2025-08-11 21:00:00,0.6186148632471459,0.6511846671768646,0.6519025293869333,0.6186148632471459,0.6186148632471459,-4.017320884956073e-07,-4.017320884956073e-07,-4.017320884956073e-07,2.3394153956239474e-05,2.3394153956239474e-05,2.3394153956239474e-05,2.3390278602754254e-05,2.3390278602754254e-05,2.3390278602754254e-05,0.0012547718264565885,0.0012547718264565885,0.0012547718264565885,0.001056296461695912,0.001056296461695912,0.001056296461695912,6.566573556572686e-05,6.566573556572686e-05,6.566573556572686e-05,3.487744198343216e-05,3.487744198343216e-05,3.487744198343216e-05,4.9440826500470786e-05,4.9440826500470786e-05,4.9440826500470786e-05,0.053198475236351496,0.053198475236351496,0.053198475236351496,1.975548991764026e-05,1.975548991764026e-05,1.975548991764026e-05,0.0,0.0,0.0,0.00037282179020728986,0.00037282179020728986,0.00037282179020728986,5.743448925662871e-06,5.743448925662871e-06,5.743448925662871e-06,0.05154749134108487,0.05154749134108487,0.05154749134108487,0.0,0.0,0.0,0.6515242307304381
