ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,atr_14,atr_14_lower,atr_14_upper,bbands_lower,bbands_lower_lower,bbands_lower_upper,bbands_upper,bbands_upper_lower,bbands_upper_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,ma_20,ma_20_lower,ma_20_upper,ma_5,ma_5_lower,ma_5_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rsi_14,rsi_14_lower,rsi_14_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2024-09-10 23:00:00,0.5799861614222527,0.6124857384137709,0.6157196660519592,0.5799861614222527,0.5799861614222527,-0.0005423228997116778,-0.0005423228997116778,-0.0005423228997116778,0.006346752902506448,0.006346752902506448,0.006346752902506448,0.006267514863890119,0.006267514863890119,0.006267514863890119,0.05509767961182699,0.05509767961182699,0.05509767961182699,0.006942904806785161,0.006942904806785161,0.006942904806785161,0.008695473810809743,0.008695473810809743,0.008695473810809743,0.05868844508498444,0.05868844508498444,0.05868844508498444,0.0273873561275472,0.0273873561275472,0.0273873561275472,0.0035907654731574513,0.0035907654731574513,0.0035907654731574513,0.0,0.0,0.0,0.6140246474069335
2024-09-11 23:00:00,0.580883501504416,0.613313363702265,0.6164711725683408,0.580883501504416,0.580883501504416,-0.0005423228997116778,-0.0005423228997116778,-0.0005423228997116778,0.006346752902506448,0.006346752902506448,0.006346752902506448,0.006267514863890119,0.006267514863890119,0.006267514863890119,0.05509767961182699,0.05509767961182699,0.05509767961182699,0.006942904806785161,0.006942904806785161,0.006942904806785161,0.008695473810809743,0.008695473810809743,0.008695473810809743,0.05790495160946721,0.05790495160946721,0.05790495160946721,0.0273873561275472,0.0273873561275472,0.0273873561275472,0.0028072719976402205,0.0028072719976402205,0.0028072719976402205,0.0,0.0,0.0,0.6145195325497671
2024-09-12 23:00:00,0.5817808415865794,0.6142376013660442,0.6174693837160636,0.5817808415865794,0.5817808415865794,-0.0005423228997116778,-0.0005423228997116778,-0.0005423228997116778,0.006346752902506448,0.006346752902506448,0.006346752902506448,0.006267514863890119,0.006267514863890119,0.006267514863890119,0.05509767961182699,0.05509767961182699,0.05509767961182699,0.006942904806785161,0.006942904806785161,0.006942904806785161,0.008695473810809743,0.008695473810809743,0.008695473810809743,0.058602444032373725,0.058602444032373725,0.058602444032373725,0.0273873561275472,0.0273873561275472,0.0273873561275472,0.003504764420546734,0.003504764420546734,0.003504764420546734,0.0,0.0,0.0,0.6158746207947642
2024-09-15 23:00:00,0.5844728618330693,0.6168865113148717,0.6195408426898537,0.5844728618330693,0.5844728618330693,-0.0005423228997116778,-0.0005423228997116778,-0.0005423228997116778,0.006346752902506448,0.006346752902506448,0.006346752902506448,0.006267514863890119,0.006267514863890119,0.006267514863890119,0.05509767961182699,0.05509767961182699,0.05509767961182699,0.006942904806785161,0.006942904806785161,0.006942904806785161,0.008695473810809743,0.008695473810809743,0.008695473810809743,0.05813435586262683,0.05813435586262683,0.05813435586262683,0.0273873561275472,0.0273873561275472,0.0273873561275472,0.003036676250799837,0.003036676250799837,0.003036676250799837,0.0,0.0,0.0,0.618450815174921
2024-09-16 23:00:00,0.5853702019152327,0.6182781191102622,0.6215168052923382,0.5853702019152327,0.5853702019152327,-0.0005423228997116778,-0.0005423228997116778,-0.0005423228997116778,0.006346752902506448,0.006346752902506448,0.006346752902506448,0.006267514863890119,0.006267514863890119,0.006267514863890119,0.05509767961182699,0.05509767961182699,0.05509767961182699,0.006942904806785161,0.006942904806785161,0.006942904806785161,0.008695473810809743,0.008695473810809743,0.008695473810809743,0.05853239347074579,0.05853239347074579,0.05853239347074579,0.0273873561275472,0.0273873561275472,0.0273873561275472,0.0034347138589187996,0.0034347138589187996,0.0034347138589187996,0.0,0.0,0.0,0.6196333208997851
2024-09-17 23:00:00,0.5862675419973962,0.6192132339263119,0.6224164236367354,0.5862675419973962,0.5862675419973962,-0.0005423228997116778,-0.0005423228997116778,-0.0005423228997116778,0.006346752902506448,0.006346752902506448,0.006346752902506448,0.006267514863890119,0.006267514863890119,0.006267514863890119,0.05537234710985549,0.05537234710985549,0.05537234710985549,0.006942904806785161,0.006942904806785161,0.006942904806785161,0.008970141308838242,0.008970141308838242,0.008970141308838242,0.05896311258301397,0.05896311258301397,0.05896311258301397,0.0273873561275472,0.0273873561275472,0.0273873561275472,0.0035907654731584817,0.0035907654731584817,0.0035907654731584817,0.0,0.0,0.0,0.6208357010799554
2024-09-18 23:00:00,0.5871648820795595,0.6198859920408499,0.6235898677413039,0.5871648820795595,0.5871648820795595,-0.0005423228997116778,-0.0005423228997116778,-0.0005423228997116778,0.006346752902506448,0.006346752902506448,0.006346752902506448,0.006267514863890119,0.006267514863890119,0.006267514863890119,0.05585253118240206,0.05585253118240206,0.05585253118240206,0.006942904806785161,0.006942904806785161,0.006942904806785161,0.009450325381384812,0.009450325381384812,0.009450325381384812,0.05865980318004313,0.05865980318004313,0.05865980318004313,0.0273873561275472,0.0273873561275472,0.0273873561275472,0.0028072719976410705,0.0028072719976410705,0.0028072719976410705,0.0,0.0,0.0,0.6216078584965797
2024-09-19 23:00:00,0.5880622221617229,0.6215487605603912,0.6247658031600928,0.5880622221617229,0.5880622221617229,-0.0005423228997116778,-0.0005423228997116778,-0.0005423228997116778,0.006346752902506448,0.006346752902506448,0.006346752902506448,0.006267514863890119,0.006267514863890119,0.006267514863890119,0.056165545807252096,0.056165545807252096,0.056165545807252096,0.006942904806785161,0.006942904806785161,0.006942904806785161,0.00976334000623485,0.00976334000623485,0.00976334000623485,0.05967031022778446,0.05967031022778446,0.05967031022778446,0.0273873561275472,0.0273873561275472,0.0273873561275472,0.0035047644205323672,0.0035047644205323672,0.0035047644205323672,0.0,0.0,0.0,0.6231520773913531
2024-09-22 23:00:00,0.590754242408213,0.6245242596826971,0.6273553142924645,0.590754242408213,0.590754242408213,-0.0005423228997116778,-0.0005423228997116778,-0.0005423228997116778,0.006346752902506448,0.006346752902506448,0.006346752902506448,0.006267514863890119,0.006267514863890119,0.006267514863890119,0.056616910777289024,0.056616910777289024,0.056616910777289024,0.006942904806785161,0.006942904806785161,0.006942904806785161,0.010214704976271773,0.010214704976271773,0.010214704976271773,0.05965358702806433,0.05965358702806433,0.05965358702806433,0.0273873561275472,0.0273873561275472,0.0273873561275472,0.0030366762507753097,0.0030366762507753097,0.0030366762507753097,0.0,0.0,0.0,0.6259948520199095
2024-09-23 23:00:00,0.5916515823170918,0.6258453332118858,0.6289807245463814,0.5916515823170918,0.5916515823170918,-0.0005423228997116778,-0.0005423228997116778,-0.0005423228997116778,0.006346752902506448,0.006346752902506448,0.006346752902506448,0.006267514863890119,0.006267514863890119,0.006267514863890119,0.05706192994883161,0.05706192994883161,0.05706192994883161,0.006942904806785161,0.006942904806785161,0.006942904806785161,0.01065972414781436,0.01065972414781436,0.01065972414781436,0.06049664380775509,0.06049664380775509,0.06049664380775509,0.0273873561275472,0.0273873561275472,0.0273873561275472,0.003434713858923478,0.003434713858923478,0.003434713858923478,0.0,0.0,0.0,0.6274445173508235
2024-09-24 23:00:00,0.5925489222259707,0.6278236366366524,0.6306564769728555,0.5925489222259707,0.5925489222259707,-0.0005423228997116778,-0.0005423228997116778,-0.0005423228997116778,0.006346752902506448,0.006346752902506448,0.006346752902506448,0.006267514863890119,0.006267514863890119,0.006267514863890119,0.058052146849805565,0.058052146849805565,0.058052146849805565,0.006942904806785161,0.006942904806785161,0.006942904806785161,0.011649941048788314,0.011649941048788314,0.011649941048788314,0.06164291232296085,0.06164291232296085,0.06164291232296085,0.0273873561275472,0.0273873561275472,0.0273873561275472,0.003590765473155286,0.003590765473155286,0.003590765473155286,0.0,0.0,0.0,0.6290753634858112
